date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error
2024-06-24,ACB,cart,2024-06-17,2024-06-24,5d,5,-0.018039980497318475,-0.09281437125748493,0.07477439076016645,414.4926363489206
2024-06-25,ACB,cart,2024-06-18,2024-06-25,5d,5,-0.020477815699658786,-0.09541062801932354,0.07493281231966475,365.9219001610281
2024-06-26,ACB,cart,2024-06-19,2024-06-26,5d,5,-0.022330097087378653,-0.0869826034793042,0.06465250639192555,289.53078949427515
2024-06-27,ACB,cart,2024-06-20,2024-06-27,5d,5,-0.034266409266409115,-0.0869826034793042,0.052716194212895084,153.84218930861843
2024-06-28,ACB,cart,2024-06-21,2024-06-28,5d,5,-0.03071672354948818,-0.09281437125748493,0.06209764770799675,202.1623419826997
2024-07-01,ACB,cart,2024-06-24,2024-07-01,5d,5,-0.012909632571996066,-0.045427013930951055,0.03251738135895499,251.88463868051986
2024-07-02,ACB,cart,2024-06-25,2024-07-02,5d,5,0.0,-0.01822916666666663,0.01822916666666663,
2024-07-03,ACB,cart,2024-06-26,2024-07-03,5d,5,0.005958291956305928,-0.09541062801932354,0.10136891997562947,1701.3083735909618
2024-07-04,ACB,cart,2024-06-27,2024-07-04,5d,5,0.008495752123937939,-0.0869826034793042,0.09547835560324214,1123.8364091887624
2024-07-05,ACB,cart,2024-06-28,2024-07-05,5d,5,0.021126760563380476,-0.09541062801932354,0.11653738858270402,551.6103059581272
2024-07-08,ACB,cart,2024-07-01,2024-07-08,5d,5,0.019114688128772706,-0.09541062801932354,0.11452531614809625,599.1482329010908
2024-07-09,ACB,cart,2024-07-02,2024-07-09,5d,5,0.010452961672474004,-0.09541062801932354,0.10586358969179754,1012.7616747181833
2024-07-10,ACB,cart,2024-07-03,2024-07-10,5d,5,0.0,-0.13707865168539335,0.13707865168539335,
2024-07-11,ACB,cart,2024-07-04,2024-07-11,5d,5,0.0,-0.13707865168539335,0.13707865168539335,
2024-07-12,ACB,cart,2024-07-05,2024-07-12,5d,5,-0.012315270935960632,-0.13707865168539335,0.12476338074943272,1013.0786516853905
2024-07-15,ACB,cart,2024-07-08,2024-07-15,5d,5,-0.012339585389930852,-0.09541062801932354,0.08307104262939269,673.207729468601
2024-07-16,ACB,cart,2024-07-09,2024-07-16,5d,5,-0.007881773399014746,-0.0869826034793042,0.07910083008028945,1003.5917816436765
2024-07-17,ACB,cart,2024-07-10,2024-07-17,5d,5,0.01036525172754188,-0.09541062801932354,0.10577587974686542,1020.4853922245281
2024-07-18,ACB,cart,2024-07-11,2024-07-18,5d,5,0.026759167492566904,-0.0869826034793042,0.1137417709718711,425.0572107800663
2024-07-19,ACB,cart,2024-07-12,2024-07-19,5d,5,0.04588528678304238,-0.0869826034793042,0.13286789026234658,289.5653478000054
