date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error
2023-01-03,ACB,cart,2022-12-26,2023-01-03,5d,5,0.027006172839506126,-0.01831262262916933,0.045318795468675455,167.8090255068671
2023-01-04,ACB,cart,2022-12-27,2023-01-04,5d,5,0.024691358024691246,0.024822695035460862,0.00013133701076961657,0.5319148936169495
2023-01-05,ACB,cart,2022-12-28,2023-01-05,5d,5,0.03875968992248069,0.024822695035460862,0.013936994887019827,35.95744680851109
2023-01-06,ACB,cart,2022-12-29,2023-01-06,5d,5,0.05193798449612408,0.0064239828693790635,0.045514001626745015,87.63143596791197
2023-01-09,ACB,cart,2022-12-30,2023-01-09,5d,5,0.05451713395638613,-0.004237288135593209,0.05875442209197934,107.772397094431
2023-01-10,ACB,cart,2023-01-03,2023-01-10,5d,5,0.03305785123966931,0.03699673558215455,0.003938884342485238,11.915125136017886
2023-01-11,ACB,cart,2023-01-04,2023-01-11,5d,5,0.06852409638554224,-0.03578154425612046,0.1043056406416627,152.21746238695374
2023-01-12,ACB,cart,2023-01-05,2023-01-12,5d,5,0.07164179104477597,0.011727078891258014,0.05991471215351796,83.63095238095232
2023-01-13,ACB,cart,2023-01-06,2023-01-13,5d,5,0.04347826086956519,-0.04022082018927442,0.08369908105883961,192.50788643533124
2023-01-16,ACB,cart,2023-01-09,2023-01-16,5d,5,0.08271787296898081,-0.004366812227074246,0.08708468519605506,105.27916406737367
2023-01-17,ACB,cart,2023-01-10,2023-01-17,5d,5,0.07854545454545447,-0.04211277658815127,0.12065823113360574,153.61580352658152
2023-01-18,ACB,cart,2023-01-11,2023-01-18,5d,5,0.05355884425651869,-0.03518187239117476,0.08874071664769345,165.6882591093118
2023-01-19,ACB,cart,2023-01-12,2023-01-19,5d,5,0.06128133704735372,-0.004366812227074246,0.06564814927442797,107.1258435887257
2023-01-27,ACB,cart,2023-01-13,2023-01-27,5d,5,0.0911016949152541,-0.05867014341590615,0.14977183833116026,164.40071556350637
2023-01-30,ACB,cart,2023-01-16,2023-01-30,5d,5,0.01568894952251032,-0.05651491365777084,0.07220386318028116,460.2211453143112
2023-01-31,ACB,cart,2023-01-17,2023-01-31,5d,5,0.029669588671611624,0.15939015939015944,0.1297205707185478,437.2172872172869
2023-02-01,ACB,cart,2023-01-18,2023-02-01,5d,5,-0.012040133779264162,0.10799438990182342,0.12003452368108758,996.9534050179261
2023-02-02,ACB,cart,2023-01-19,2023-02-02,5d,5,-0.03805774278215224,-0.052472858866103644,0.014415116083951407,37.87696019300334
2023-02-03,ACB,cart,2023-01-27,2023-02-03,5d,5,-0.07055016181229767,-0.052472858866103644,0.01807730294619403,25.623333075109905
2023-02-06,ACB,cart,2023-01-30,2023-02-06,5d,5,-0.019476158495634666,0.005422153369481153,0.02489831186511582,127.83995299019804
2023-02-07,ACB,cart,2023-01-31,2023-02-07,5d,5,-0.05566470203012441,-0.01443464314354459,0.04123005888657982,74.06858814094988
2023-02-08,ACB,cart,2023-02-01,2023-02-08,5d,5,-0.021665538253216043,0.05364626990779553,0.07531180816101157,347.61106454316797
2023-02-09,ACB,cart,2023-02-02,2023-02-09,5d,5,-0.02046384720327421,0.05364626990779553,0.07411011711106974,362.15143894942753
2023-02-10,ACB,cart,2023-02-03,2023-02-10,5d,5,-0.011838440111420656,0.008885298869143687,0.020723738980564343,175.05464221229582
2023-02-13,ACB,cart,2023-02-06,2023-02-13,5d,5,-0.04041095890410962,-0.04211277658815127,0.001701817684041651,4.21127765881493
2023-02-14,ACB,cart,2023-02-07,2023-02-14,5d,5,-0.030513176144244092,-0.010883482714468595,0.019629693429775497,64.3318589221279
2023-02-15,ACB,cart,2023-02-08,2023-02-15,5d,5,-0.0041522491349480495,-0.02824858757062132,0.02409633843567327,580.3201506591379
2023-02-16,ACB,cart,2023-02-09,2023-02-16,5d,5,0.012534818941504211,-0.012094207511139432,0.024629026452643643,196.484899922201
2023-02-17,ACB,cart,2023-02-10,2023-02-17,5d,5,0.02466525722339674,0.006396588486140775,0.018268668737255966,74.06640268047495
2023-02-20,ACB,cart,2023-02-13,2023-02-20,5d,5,0.07922912205567445,-0.0025542784163474774,0.08178340047202193,103.22391356874128
2023-02-21,ACB,cart,2023-02-14,2023-02-21,5d,5,0.06938483547925589,0.006396588486140775,0.06298824699311512,90.78099927461358
2023-02-22,ACB,cart,2023-02-15,2023-02-22,5d,5,0.012508686587908269,0.03623898139079329,0.02373029480288502,189.71052345195304
2023-02-23,ACB,cart,2023-02-16,2023-02-23,5d,5,0.024071526822558642,0.021317829457364157,0.002753697365194485,11.439645625693574
2023-02-24,ACB,cart,2023-02-17,2023-02-24,5d,5,-0.008253094910591452,0.013813813813813747,0.0220669087244052,267.37737737737694
2023-02-27,ACB,cart,2023-02-20,2023-02-27,5d,5,-0.05952380952380942,-0.04211277658815127,0.017411032935658155,29.25053533190575
2023-02-28,ACB,cart,2023-02-21,2023-02-28,5d,5,-0.04347826086956508,0.013813813813813747,0.057292074683378824,131.77177177177174
2023-03-01,ACB,cart,2023-02-22,2023-03-01,5d,5,0.011667810569663706,-0.015503875968992276,0.02717168653865598,232.87733698130424
2023-01-03,ACB,lightgbm,2022-12-26,2023-01-03,5d,5,0.027006172839506126,0.03575815324071915,0.00875198040121302,32.40733314277741
2023-01-04,ACB,lightgbm,2022-12-27,2023-01-04,5d,5,0.024691358024691246,0.047152239372161994,0.02246088134747075,90.96656945725694
2023-01-05,ACB,lightgbm,2022-12-28,2023-01-05,5d,5,0.03875968992248069,0.041643481386438905,0.0028837914639582157,7.440181977012184
2023-01-06,ACB,lightgbm,2022-12-29,2023-01-06,5d,5,0.05193798449612408,0.042674568966037704,0.009263415530086375,17.835531393748376
2023-01-09,ACB,lightgbm,2022-12-30,2023-01-09,5d,5,0.05451713395638613,0.03235410168806993,0.022163032268316202,40.65333347502584
2023-01-10,ACB,lightgbm,2023-01-03,2023-01-10,5d,5,0.03305785123966931,0.005553026772212297,0.027504824467457015,83.20209401405775
2023-01-11,ACB,lightgbm,2023-01-04,2023-01-11,5d,5,0.06852409638554224,0.01147088523244527,0.05705321115309697,83.2600707816623
2023-01-12,ACB,lightgbm,2023-01-05,2023-01-12,5d,5,0.07164179104477597,0.014615489291048635,0.05702630175372733,79.5992128645779
2023-01-13,ACB,lightgbm,2023-01-06,2023-01-13,5d,5,0.04347826086956519,0.009126001728174488,0.0343522591413907,79.01019602519867
2023-01-16,ACB,lightgbm,2023-01-09,2023-01-16,5d,5,0.08271787296898081,0.007223198689910161,0.07549467427907065,91.2676687266622
2023-01-17,ACB,lightgbm,2023-01-10,2023-01-17,5d,5,0.07854545454545447,0.001729693958893906,0.07681576058656057,97.7978433393712
2023-01-18,ACB,lightgbm,2023-01-11,2023-01-18,5d,5,0.05355884425651869,0.00781807199899417,0.04574077225752452,85.40283662293064
2023-01-19,ACB,lightgbm,2023-01-12,2023-01-19,5d,5,0.06128133704735372,0.00986618752844033,0.05141514951891339,83.90017580586327
2023-01-27,ACB,lightgbm,2023-01-13,2023-01-27,5d,5,0.0911016949152541,0.006072599496648293,0.08502909541860582,93.33426287809769
2023-01-30,ACB,lightgbm,2023-01-16,2023-01-30,5d,5,0.01568894952251032,0.008042147099097945,0.007646802423412376,48.74005370748904
2023-01-31,ACB,lightgbm,2023-01-17,2023-01-31,5d,5,0.029669588671611624,0.0244371712025059,0.005232417469105723,17.635625242463135
2023-02-01,ACB,lightgbm,2023-01-18,2023-02-01,5d,5,-0.012040133779264162,0.018641905351262877,0.03068203913052704,254.83138055632287
2023-02-02,ACB,lightgbm,2023-01-19,2023-02-02,5d,5,-0.03805774278215224,0.0028940746051959653,0.040951817387348204,107.6044305143425
2023-02-03,ACB,lightgbm,2023-01-27,2023-02-03,5d,5,-0.07055016181229767,-0.006583779699977924,0.06396638211231975,90.66794528764596
2023-02-06,ACB,lightgbm,2023-01-30,2023-02-06,5d,5,-0.019476158495634666,0.0016864450463204492,0.021162603541955115,108.65902301369361
2023-02-07,ACB,lightgbm,2023-01-31,2023-02-07,5d,5,-0.05566470203012441,-0.01843808537917145,0.03722661665095296,66.87652191294728
2023-02-08,ACB,lightgbm,2023-02-01,2023-02-08,5d,5,-0.021665538253216043,0.022916521342940453,0.04458205959615649,205.7740688235092
2023-02-09,ACB,lightgbm,2023-02-02,2023-02-09,5d,5,-0.02046384720327421,0.009520409256701948,0.02998425645997616,146.5230665677502
2023-02-10,ACB,lightgbm,2023-02-03,2023-02-10,5d,5,-0.011838440111420656,0.03410188958685741,0.04594032969827807,388.0606673336886
2023-02-13,ACB,lightgbm,2023-02-06,2023-02-13,5d,5,-0.04041095890410962,-0.006023435749095664,0.034387523155013956,85.09454882427177
2023-02-14,ACB,lightgbm,2023-02-07,2023-02-14,5d,5,-0.030513176144244092,0.0029116853085090493,0.03342486145275314,109.5423868519774
2023-02-15,ACB,lightgbm,2023-02-08,2023-02-15,5d,5,-0.0041522491349480495,0.00575142673084936,0.00990367586579741,238.51352710129038
2023-02-16,ACB,lightgbm,2023-02-09,2023-02-16,5d,5,0.012534818941504211,0.00355551643407972,0.008979302507424491,71.63488000367519
2023-02-17,ACB,lightgbm,2023-02-10,2023-02-17,5d,5,0.02466525722339674,0.028452307078980787,0.0037870498555840452,15.353782128782182
2023-02-20,ACB,lightgbm,2023-02-13,2023-02-20,5d,5,0.07922912205567445,0.022495419100856437,0.05673370295481801,71.60713318891901
2023-02-21,ACB,lightgbm,2023-02-14,2023-02-21,5d,5,0.06938483547925589,0.03459858539710372,0.03478625008215217,50.13523465448338
2023-02-22,ACB,lightgbm,2023-02-15,2023-02-22,5d,5,0.012508686587908269,0.004497332903557218,0.00801135368435105,64.04632195433979
2023-02-23,ACB,lightgbm,2023-02-16,2023-02-23,5d,5,0.024071526822558642,0.026845960342100454,0.002774433519541812,11.525789535467897
2023-02-24,ACB,lightgbm,2023-02-17,2023-02-24,5d,5,-0.008253094910591452,0.023790091967347795,0.03204318687793925,388.2566143376982
2023-02-27,ACB,lightgbm,2023-02-20,2023-02-27,5d,5,-0.05952380952380942,-0.020717791331908025,0.038806018191901395,65.19411056239446
2023-02-28,ACB,lightgbm,2023-02-21,2023-02-28,5d,5,-0.04347826086956508,0.0026490540501473052,0.046127314919712385,106.09282431533882
2023-03-01,ACB,lightgbm,2023-02-22,2023-03-01,5d,5,0.011667810569663706,0.012814118343734325,0.0011463077740706193,9.824531922475826
2023-01-03,ACB,xgboost,2022-12-26,2023-01-03,5d,5,0.027006172839506126,0.026325101032853127,0.0006810718066529997,2.5219116040636833
2023-01-04,ACB,xgboost,2022-12-27,2023-01-04,5d,5,0.024691358024691246,0.03372388333082199,0.009032525306130745,36.58172748982969
2023-01-05,ACB,xgboost,2022-12-28,2023-01-05,5d,5,0.03875968992248069,0.026132266968488693,0.012627422953991996,32.57875122129929
2023-01-06,ACB,xgboost,2022-12-29,2023-01-06,5d,5,0.05193798449612408,0.04075387865304947,0.01118410584307461,21.533576921740647
2023-01-09,ACB,xgboost,2022-12-30,2023-01-09,5d,5,0.05451713395638613,0.0180427934974432,0.03647434045894293,66.90436164183266
2023-01-10,ACB,xgboost,2023-01-03,2023-01-10,5d,5,0.03305785123966931,-0.007251091301441193,0.040308942541110504,121.93455118685968
2023-01-11,ACB,xgboost,2023-01-04,2023-01-11,5d,5,0.06852409638554224,0.01151005644351244,0.057014039942029804,83.20290664067636
2023-01-12,ACB,xgboost,2023-01-05,2023-01-12,5d,5,0.07164179104477597,0.013806075789034367,0.057835715255741604,80.72901921113949
2023-01-13,ACB,xgboost,2023-01-06,2023-01-13,5d,5,0.04347826086956519,0.010350489988923073,0.033127770880642116,76.19387302547692
2023-01-16,ACB,xgboost,2023-01-09,2023-01-16,5d,5,0.08271787296898081,0.015861747786402702,0.06685612518257811,80.82427990822389
2023-01-17,ACB,xgboost,2023-01-10,2023-01-17,5d,5,0.07854545454545447,0.009700817056000233,0.06884463748945424,87.64942272962932
2023-01-18,ACB,xgboost,2023-01-11,2023-01-18,5d,5,0.05355884425651869,0.00396888330578804,0.04958996095073065,92.58967709090365
2023-01-19,ACB,xgboost,2023-01-12,2023-01-19,5d,5,0.06128133704735372,-0.0044618165120482445,0.06574315355940197,107.28087330829692
2023-01-27,ACB,xgboost,2023-01-13,2023-01-27,5d,5,0.0911016949152541,-0.00445135124027729,0.0955530461555314,104.88613438467647
2023-01-30,ACB,xgboost,2023-01-16,2023-01-30,5d,5,0.01568894952251032,0.0013405494391918182,0.014348400083318502,91.45545444410786
2023-01-31,ACB,xgboost,2023-01-17,2023-01-31,5d,5,0.029669588671611624,0.02342592366039753,0.0062436650112140946,21.043989117342033
2023-02-01,ACB,xgboost,2023-01-18,2023-02-01,5d,5,-0.012040133779264162,0.004560826811939478,0.01660096059120364,137.88020046583082
2023-02-02,ACB,xgboost,2023-01-19,2023-02-02,5d,5,-0.03805774278215224,-0.006776424124836922,0.031281318657315316,82.19436143749748
2023-02-03,ACB,xgboost,2023-01-27,2023-02-03,5d,5,-0.07055016181229767,-0.004833954386413097,0.06571620742588458,93.14820226879978
2023-02-06,ACB,xgboost,2023-01-30,2023-02-06,5d,5,-0.019476158495634666,-0.008643868379294872,0.010832290116339793,55.618206838723935
2023-02-07,ACB,xgboost,2023-01-31,2023-02-07,5d,5,-0.05566470203012441,-0.021055614575743675,0.03460908745438074,62.174207697458115
2023-02-08,ACB,xgboost,2023-02-01,2023-02-08,5d,5,-0.021665538253216043,0.0039639244787395,0.025629462731955543,118.29598892218196
2023-02-09,ACB,xgboost,2023-02-02,2023-02-09,5d,5,-0.02046384720327421,-0.004270019941031933,0.016193827262242277,79.13383588815728
2023-02-10,ACB,xgboost,2023-02-03,2023-02-10,5d,5,-0.011838440111420656,0.004623227287083864,0.01646166739850452,139.05267284854358
2023-02-13,ACB,xgboost,2023-02-06,2023-02-13,5d,5,-0.04041095890410962,-0.006202680990099907,0.03420827791400971,84.65099280415956
2023-02-14,ACB,xgboost,2023-02-07,2023-02-14,5d,5,-0.030513176144244092,0.008350905030965805,0.0388640811752099,127.36819330602887
2023-02-15,ACB,xgboost,2023-02-08,2023-02-15,5d,5,-0.0041522491349480495,-0.005235921125859022,0.0010836719909109727,26.098433781106223
2023-02-16,ACB,xgboost,2023-02-09,2023-02-16,5d,5,0.012534818941504211,0.009683126583695412,0.0028516923578087994,22.750167921185696
