horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
3d,bull,cart,combined_rank_based,rank_based_joint_score,1,,,1,1,0.0131423757371524,1.0,1.0,0.5,2.0
3d,bull,cart,combined_rank_based,rank_based_joint_score,3,,,1,3,0.0019173345948846332,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333
3d,bull,cart,combined_rank_based,rank_based_joint_score,5,,,1,4,-0.0017432188870967003,0.5,0.5,1.0,1.0
3d,bull,cart,combined_weighted_linear,combined_score,1,,,1,1,0.0131423757371524,1.0,1.0,0.5,2.0
3d,bull,cart,combined_weighted_linear,combined_score,3,,,1,3,0.0019173345948846332,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333
3d,bull,cart,combined_weighted_linear,combined_score,5,,,1,4,-0.0017432188870967003,0.5,0.5,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.02,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.02,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.02,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.02,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0
3d,bull,cart,predicted_profit_probability,predicted_profit_probability,1,,,1,1,0.0026048684092339,1.0,1.0,0.5,2.0
3d,bull,cart,predicted_profit_probability,predicted_profit_probability,3,,,1,3,0.0019173345948846332,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333
3d,bull,cart,predicted_profit_probability,predicted_profit_probability,5,,,1,4,-0.0017432188870967003,0.5,0.5,1.0,1.0
3d,bull,cart,predicted_return,predicted_return,1,,,1,1,-0.0099952403617324,0.0,0.0,0.0,0.0
3d,bull,cart,predicted_return,predicted_return,3,,,1,3,0.0019173345948846332,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333
3d,bull,cart,predicted_return,predicted_return,5,,,1,4,-0.0017432188870967003,0.5,0.5,1.0,1.0
3d,bull,lightgbm,combined_rank_based,rank_based_joint_score,1,,,1,1,0.0026048684092339,1.0,1.0,0.5,2.0
3d,bull,lightgbm,combined_rank_based,rank_based_joint_score,3,,,1,3,0.0010074549377818663,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333
