model_name,bucket_family,signal_bucket,observations,coverage_ratio,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
cart,combined_signal,moderate_positive,1,0.0038461538461538464,-0.0259009009009009,-0.0259009009009009,0.0,0.0,0.0,0.0,0.0
cart,combined_signal,reject,87,0.3346153846153846,-0.00024755321915918756,0.0,0.45977011494252873,0.42528735632183906,0.42528735632183906,0.3425925925925926,1.0238399318859088
cart,combined_signal,strong_or_moderate_positive,3,0.011538461538461539,-0.07809565000177958,-0.0259009009009009,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.009259259259259259,0.802469135802469
cart,combined_signal,strong_positive,2,0.007692307692307693,-0.1041930245522189,-0.1041930245522189,0.5,0.5,0.5,0.009259259259259259,1.2037037037037037
cart,combined_signal,weak_or_uncertain,170,0.6538461538461539,-0.0025284242331019445,0.0,0.48823529411764705,0.4117647058823529,0.4117647058823529,0.6481481481481481,0.9912854030501088
cart,predicted_return_only,moderate_positive,10,0.038461538461538464,0.03232121994633142,0.02125165498756735,0.7,0.5,0.5,0.046296296296296294,1.2037037037037037
cart,predicted_return_only,reject,151,0.5807692307692308,-0.00200578084737476,0.0,0.4966887417218543,0.45695364238410596,0.45695364238410596,0.6388888888888888,1.1000735835172921
cart,predicted_return_only,strong_or_moderate_positive,47,0.18076923076923077,-0.007645146548383444,-0.0116279069767442,0.40425531914893614,0.2765957446808511,0.2765957446808511,0.12037037037037036,0.6658786446020488
cart,predicted_return_only,strong_positive,37,0.1423076923076923,-0.018446867222630704,-0.0167910447761193,0.32432432432432434,0.21621621621621623,0.21621621621621623,0.07407407407407407,0.5205205205205206
cart,predicted_return_only,weak_or_uncertain,62,0.23846153846153847,-0.0003784097414823836,0.0,0.4838709677419355,0.41935483870967744,0.41935483870967744,0.24074074074074073,1.009557945041816
cart,profit_probability_only,moderate_positive,24,0.09230769230769231,0.007922612537436131,0.0,0.4583333333333333,0.5,0.5,0.1111111111111111,1.2037037037037037
cart,profit_probability_only,reject,178,0.6846153846153846,-0.0006636756524141224,-0.0019333840939965998,0.4606741573033708,0.39325842696629215,0.39325842696629215,0.6481481481481481,0.9467332501040366
cart,profit_probability_only,strong_or_moderate_positive,82,0.3153846153846154,-0.006920999189875671,0.0014749294622597498,0.5121951219512195,0.4634146341463415,0.4634146341463415,0.35185185185185186,1.1156278229448962
cart,profit_probability_only,strong_positive,58,0.2230769230769231,-0.013063183352901244,0.0015322032308737,0.5344827586206896,0.4482758620689655,0.4482758620689655,0.24074074074074073,1.0791826309067687
cart,profit_probability_only,weak_or_uncertain,0,0.0,,,,,,0.0,
lightgbm,combined_signal,moderate_positive,6,0.023076923076923078,-0.023049735588397735,-0.0120716510903426,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.018518518518518517,0.802469135802469
lightgbm,combined_signal,reject,148,0.5692307692307692,-0.001155438688528498,0.0,0.47297297297297297,0.42567567567567566,0.42567567567567566,0.5833333333333334,1.0247747747747746
lightgbm,combined_signal,strong_or_moderate_positive,26,0.1,-0.005166633868343869,0.00775959506609665,0.5384615384615384,0.5,0.5,0.12037037037037036,1.2037037037037037
lightgbm,combined_signal,strong_positive,20,0.07692307692307693,0.00019829664767229068,0.01795495526145685,0.6,0.55,0.55,0.10185185185185185,1.3240740740740742
lightgbm,combined_signal,weak_or_uncertain,86,0.33076923076923076,-0.004422311549073956,-0.00219854612621145,0.46511627906976744,0.37209302325581395,0.37209302325581395,0.2962962962962963,0.8957795004306631
lightgbm,predicted_return_only,moderate_positive,21,0.08076923076923077,-0.0008230376311833192,0.0075329566854991,0.5238095238095238,0.47619047619047616,0.47619047619047616,0.09259259259259259,1.1463844797178129
lightgbm,predicted_return_only,reject,171,0.6576923076923077,-0.0036316173104042303,0.0,0.47368421052631576,0.4152046783625731,0.4152046783625731,0.6574074074074074,0.9995668182802685
lightgbm,predicted_return_only,strong_or_moderate_positive,81,0.31153846153846154,0.0006519020418658215,0.0015873015873015,0.5061728395061729,0.4444444444444444,0.4444444444444444,0.3333333333333333,1.0699588477366253
lightgbm,predicted_return_only,strong_positive,60,0.23076923076923078,0.001168130927433022,-0.0007664116088453001,0.5,0.43333333333333335,0.43333333333333335,0.24074074074074073,1.0432098765432098
lightgbm,predicted_return_only,weak_or_uncertain,8,0.03076923076923077,-0.014681713126440834,-0.0100428658909982,0.25,0.125,0.125,0.009259259259259259,0.30092592592592593
lightgbm,profit_probability_only,moderate_positive,7,0.026923076923076925,-0.08107272548885334,-0.0074766355140186,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.018518518518518517,0.6878306878306878
lightgbm,profit_probability_only,reject,205,0.7884615384615384,-0.0004403864323717099,0.0,0.47317073170731705,0.4146341463414634,0.4146341463414634,0.7870370370370371,0.9981933152664859
lightgbm,profit_probability_only,strong_or_moderate_positive,50,0.19230769230769232,-0.00939511326959209,-1.0861018068000468e-06,0.5,0.42,0.42,0.19444444444444445,1.011111111111111
lightgbm,profit_probability_only,strong_positive,43,0.16538461538461538,0.0022733352312178856,0.0015873015873015,0.5348837209302325,0.4418604651162791,0.4418604651162791,0.17592592592592593,1.0637381567614126
lightgbm,profit_probability_only,weak_or_uncertain,5,0.019230769230769232,-0.02512426351674274,-0.0218023255813953,0.4,0.4,0.4,0.018518518518518517,0.9629629629629629
