date,ticker,horizon,model_name,actual_return,predicted_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score
2026-01-05,ACB,5d,cart,0.0,0.004756724872222,0,0,0.225,2026-01-05,0.2813044552857694,0.2813044552857694,0.225,0.2531522276428847,False,weak_or_uncertain,reject,weak_or_uncertain,0.8181818181818181,0.5454545454545454,0.6818181818181818
2026-01-05,DGC,5d,cart,0.0139318885448918,-0.0721468948452006,1,1,0.7894736842105263,2026-01-05,0.001479885130340562,0.001479885130340562,0.7894736842105263,0.39547678467043346,False,reject,strong_positive,weak_or_uncertain,0.0,0.8181818181818181,0.40909090909090906
2026-01-05,HPG,5d,cart,-0.0114285714285714,-0.0086208973035803,0,0,0.0755813953488372,2026-01-05,0.23262810703583722,0.23262810703583722,0.0755813953488372,0.1541047511923372,False,reject,reject,reject,0.5454545454545454,0.09090909090909094,0.3181818181818182
2026-01-05,MWG,5d,cart,0.0162790697674419,-0.0160200616593329,1,0,0.027027027027027,2026-01-05,0.20570521325052982,0.20570521325052982,0.027027027027027,0.11636612013877841,False,reject,reject,reject,0.2727272727272727,0.0,0.13636363636363635
2026-01-05,ACB,5d,lightgbm,0.0,-0.0095933892645455,0,0,0.1614060258767254,2026-01-05,0.44195462883164494,0.44195462883164494,0.1614060258767254,0.30168032735418515,False,reject,reject,reject,0.36363636363636365,0.2727272727272727,0.3181818181818182
2026-01-05,DGC,5d,lightgbm,0.0139318885448918,0.0731025768815049,1,1,0.943425121030961,2026-01-05,0.9396608728902135,0.9396608728902135,0.943425121030961,0.9415429969605873,True,strong_positive,strong_positive,strong_positive,0.9090909090909091,1.0,0.9545454545454546
2026-01-05,HPG,5d,lightgbm,-0.0114285714285714,-0.0093464214885733,0,0,0.1474069223140103,2026-01-05,0.44344100609901416,0.44344100609901416,0.1474069223140103,0.29542396420651224,False,reject,reject,reject,0.4545454545454546,0.18181818181818177,0.3181818181818182
2026-01-05,MWG,5d,lightgbm,0.0162790697674419,-0.0048831391842377,1,0,0.3057366611192998,2026-01-05,0.4703033015094178,0.4703033015094178,0.3057366611192998,0.3880199813143588,False,reject,reject,reject,0.6363636363636364,0.6363636363636364,0.6363636363636364
2026-01-05,ACB,5d,xgboost,0.0,-0.0043699825182557,0,0,0.2229444831609726,2026-01-05,0.3276721059427992,0.3276721059427992,0.2229444831609726,0.2753082945518859,False,reject,reject,reject,0.7272727272727273,0.4545454545454546,0.5909090909090909
2026-01-05,DGC,5d,xgboost,0.0139318885448918,0.1163945645093917,1,1,0.8105763792991638,2026-01-05,0.9345336220236299,0.9345336220236299,0.8105763792991638,0.8725550006613969,True,strong_positive,strong_positive,strong_positive,1.0,0.9090909090909091,0.9545454545454546
2026-01-05,HPG,5d,xgboost,-0.0114285714285714,-0.0190473794937133,0,0,0.2157151848077774,2026-01-05,0.25391579583460805,0.25391579583460805,0.2157151848077774,0.23481549032119273,False,reject,reject,reject,0.18181818181818177,0.36363636363636365,0.2727272727272727
