model_name,ranking_method,score_column,top_k,ranking_group_mode,return_threshold,probability_threshold,groups_covered,observations,coverage_ratio,average_actual_return,median_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_base_rate
cart,combined_rank_based,rank_based_joint_score,1,date,,,65,65,1.0,-0.0027769344951949506,0.001865671641791,0.4153846153846154,0.4153846153846154,0.25,1.0
cart,combined_rank_based,rank_based_joint_score,3,date,,,65,195,1.0,-0.0015735707079754916,0.0,0.4256410256410256,0.4256410256410256,0.7685185185185185,1.0246913580246912
cart,combined_rank_based,rank_based_joint_score,5,date,,,65,260,0.8,-0.0026371392296135328,0.0,0.4153846153846154,0.4153846153846154,1.0,1.0
cart,combined_weighted_linear,combined_score,1,date,,,65,65,1.0,-0.0217987321111092,-0.0037313432835821,0.35384615384615387,0.35384615384615387,0.21296296296296297,0.8518518518518519
cart,combined_weighted_linear,combined_score,3,date,,,65,195,1.0,-0.0025196888425238887,0.0,0.4205128205128205,0.4205128205128205,0.7592592592592593,1.0123456790123457
cart,combined_weighted_linear,combined_score,5,date,,,65,260,0.8,-0.002637139229613531,0.0,0.4153846153846154,0.4153846153846154,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.5,17,17,1.0,-0.01683447974606267,-0.0148619957537156,0.35294117647058826,0.35294117647058826,1.0,1.058823529411765
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.55,17,17,1.0,-0.01683447974606267,-0.0148619957537156,0.35294117647058826,0.35294117647058826,1.0,1.058823529411765
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.6,2,2,1.0,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.65,2,2,1.0,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.5,3,3,1.0,-0.07809565000177958,-0.0259009009009009,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.55,3,3,1.0,-0.07809565000177958,-0.0259009009009009,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.6,2,2,1.0,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.65,2,2,1.0,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.5,3,3,1.0,-0.07809565000177958,-0.0259009009009009,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.55,3,3,1.0,-0.07809565000177958,-0.0259009009009009,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.6,2,2,1.0,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.65,2,2,1.0,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.5,2,2,1.0,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.55,2,2,1.0,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.6,2,2,1.0,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.65,2,2,1.0,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.5,17,18,0.35294117647058826,-0.01589923087128141,-0.0074309978768578,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.55,17,18,0.35294117647058826,-0.01589923087128141,-0.0074309978768578,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.6,2,2,0.3333333333333333,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.65,2,2,0.3333333333333333,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.5,3,3,0.3333333333333333,-0.07809565000177958,-0.0259009009009009,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.55,3,3,0.3333333333333333,-0.07809565000177958,-0.0259009009009009,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.6,2,2,0.3333333333333333,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.65,2,2,0.3333333333333333,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.5,3,3,0.3333333333333333,-0.07809565000177958,-0.0259009009009009,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.55,3,3,0.3333333333333333,-0.07809565000177958,-0.0259009009009009,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.6,2,2,0.3333333333333333,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.65,2,2,0.3333333333333333,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.5,2,2,0.3333333333333333,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.55,2,2,0.3333333333333333,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.6,2,2,0.3333333333333333,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.65,2,2,0.3333333333333333,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.5,17,18,0.21176470588235294,-0.01589923087128141,-0.0074309978768578,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.55,17,18,0.21176470588235294,-0.01589923087128141,-0.0074309978768578,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.6,2,2,0.2,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.65,2,2,0.2,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.5,3,3,0.2,-0.07809565000177958,-0.0259009009009009,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.55,3,3,0.2,-0.07809565000177958,-0.0259009009009009,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.6,2,2,0.2,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.65,2,2,0.2,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.5,3,3,0.2,-0.07809565000177958,-0.0259009009009009,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.55,3,3,0.2,-0.07809565000177958,-0.0259009009009009,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.6,2,2,0.2,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.65,2,2,0.2,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.02,0.5,2,2,0.2,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.02,0.55,2,2,0.2,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.02,0.6,2,2,0.2,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.02,0.65,2,2,0.2,-0.1041930245522189,-0.1041930245522189,0.5,0.5,1.0,1.0
cart,predicted_profit_probability,predicted_profit_probability,1,date,,,65,65,1.0,-0.0058164759673806545,0.0088105726872247,0.49230769230769234,0.49230769230769234,0.2962962962962963,1.1851851851851851
cart,predicted_profit_probability,predicted_profit_probability,3,date,,,65,195,1.0,-0.0013436613528320738,0.0,0.4307692307692308,0.4307692307692308,0.7777777777777778,1.037037037037037
cart,predicted_profit_probability,predicted_profit_probability,5,date,,,65,260,0.8,-0.0026371392296135328,0.0,0.4153846153846154,0.4153846153846154,1.0,1.0
cart,predicted_return,predicted_return,1,date,,,65,65,1.0,0.0007493237453189241,0.0018691588785046,0.4153846153846154,0.4153846153846154,0.25,1.0
cart,predicted_return,predicted_return,3,date,,,65,195,1.0,-0.002622700236887509,-0.0020080321285139,0.39487179487179486,0.39487179487179486,0.7129629629629629,0.9506172839506172
cart,predicted_return,predicted_return,5,date,,,65,260,0.8,-0.0026371392296135306,0.0,0.4153846153846154,0.4153846153846154,1.0,1.0
lightgbm,combined_rank_based,rank_based_joint_score,1,date,,,65,65,1.0,0.0018734456743284954,0.0018691588785046,0.46153846153846156,0.46153846153846156,0.2777777777777778,1.1111111111111112
lightgbm,combined_rank_based,rank_based_joint_score,3,date,,,65,195,1.0,-0.0014274985381674667,0.0011709601873535,0.4307692307692308,0.4307692307692308,0.7777777777777778,1.037037037037037
lightgbm,combined_rank_based,rank_based_joint_score,5,date,,,65,260,0.8,-0.002637139229613532,0.0,0.4153846153846154,0.4153846153846154,1.0,1.0
lightgbm,combined_weighted_linear,combined_score,1,date,,,65,65,1.0,-0.005197986487117507,-0.0029112081513829,0.4307692307692308,0.4307692307692308,0.25925925925925924,1.037037037037037
lightgbm,combined_weighted_linear,combined_score,3,date,,,65,195,1.0,-0.0020927754310367214,0.0011441647597252,0.4307692307692308,0.4307692307692308,0.7777777777777778,1.037037037037037
lightgbm,combined_weighted_linear,combined_score,5,date,,,65,260,0.8,-0.002637139229613531,0.0,0.4153846153846154,0.4153846153846154,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.0,0.5,30,30,1.0,-0.007686888727648261,-0.0007664116088453001,0.4666666666666667,0.4666666666666667,0.9333333333333333,0.9955555555555555
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.0,0.55,29,29,1.0,-0.009698735249731236,-0.0031201248049921,0.4482758620689655,0.4482758620689655,1.0,1.0344827586206897
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.0,0.6,27,27,1.0,-0.008025250853687722,0.0015873015873015,0.48148148148148145,0.48148148148148145,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.0,0.65,27,27,1.0,-0.008025250853687722,0.0015873015873015,0.48148148148148145,0.48148148148148145,1.0,1.0
lightgbm,combined_weighted_linear_gated,combined_score,1,date,0.005,0.5,27,27,1.0,-0.0030991044505252817,0.0139318885448918,0.5185185185185185,0.5185185185185185,0.9333333333333333,0.9679012345679012
