fold_id,horizon,regime,model_name,observations_regression,mae,rmse,directional_accuracy,average_actual_return_x,average_predicted_return,observations_classification,accuracy,precision,recall,f1,roc_auc,positive_class_precision,realized_profit_rate,ranking_method,profit_rate,average_actual_return_y,rank_regression_rmse,rank_classification_f1,rank_combined_profit_rate,overall_rank
fold_004,3d,bear,cart,44,0.05898848953620876,0.07156992484079443,0.45454545454545453,0.010438513312539517,-0.036225693667794955,44,0.6363636363636364,0.7272727272727273,0.6153846153846154,0.6666666666666666,0.6410256410256411,0.7272727272727273,0.5909090909090909,combined_weighted_linear_gated,0.8888888888888888,0.018830197131998645,3.0,1.0,2.0,2.0
fold_004,3d,bear,lightgbm,44,0.04894472760266218,0.059457203446070236,0.3409090909090909,0.010438513312539517,-0.03538222708560274,44,0.4772727272727273,0.6666666666666666,0.23076923076923078,0.34285714285714286,0.6944444444444445,0.6666666666666666,0.5909090909090909,combined_weighted_linear_gated,1.0,0.0361005331302359,2.0,4.0,1.0,2.3333333333333335
fold_004,3d,bear,xgboost,44,0.04530416332956073,0.055868709563290306,0.38636363636363635,0.010438513312539517,-0.03159614479095164,44,0.5,1.0,0.15384615384615385,0.26666666666666666,0.7243589743589743,1.0,0.5909090909090909,combined_weighted_linear_gated,1.0,0.0361005331302359,1.0,6.0,1.0,2.6666666666666665
fold_004,5d,bear,xgboost,44,0.06644467286350952,0.07911083769032712,0.29545454545454547,0.020265993797088586,-0.045741572859697016,44,0.45454545454545453,1.0,0.22580645161290322,0.3684210526315789,0.5831265508684863,1.0,0.7045454545454546,combined_weighted_linear_gated,1.0,0.0481340441736479,4.0,3.0,1.0,2.6666666666666665
fold_004,5d,bear,cart,44,0.08562818520540294,0.10133685660959663,0.29545454545454547,0.020265993797088586,-0.05969394709276969,44,0.5681818181818182,0.8,0.5161290322580645,0.6274509803921569,0.6042183622828784,0.8,0.7045454545454546,combined_weighted_linear_gated,1.0,0.045515175610449196,6.0,2.0,1.0,3.0
fold_004,5d,bear,lightgbm,44,0.0817914025709428,0.0987465166004982,0.29545454545454547,0.020265993797088586,-0.06111931311977745,44,0.4318181818181818,1.0,0.1935483870967742,0.32432432432432434,0.5930521091811414,1.0,0.7045454545454546,combined_weighted_linear_gated,1.0,0.0481340441736479,5.0,5.0,1.0,3.6666666666666665
fold_004,20d,bull,lightgbm,40,0.06530177936721557,0.07824962748002212,0.6,0.0027319226529838327,-0.02758974270523019,40,0.7,0.5555555555555556,0.7142857142857143,0.625,0.7582417582417582,0.5555555555555556,0.35,combined_weighted_linear_gated,0.6363636363636364,0.02351667406929842,2.0,1.0,1.0,1.3333333333333333
fold_004,20d,bull,xgboost,40,0.050459821766989155,0.05587635956851389,0.6,0.0027319226529838327,-0.01951876970706507,40,0.675,0.5263157894736842,0.7142857142857143,0.6060606060606061,0.7527472527472527,0.5263157894736842,0.35,combined_weighted_linear_gated,0.5384615384615384,0.017359224190817923,1.0,2.0,2.0,1.6666666666666667
fold_004,20d,bull,cart,40,0.14983919101550366,0.17709004731587444,0.625,0.0027319226529838327,0.017209978942557214,40,0.7,0.5555555555555556,0.7142857142857143,0.625,0.7032967032967034,0.5555555555555556,0.35,combined_rank_based,0.4666666666666667,0.008062048263146212,3.0,1.0,3.0,2.3333333333333335
fold_004,3d,sideway,xgboost,132,0.03156821484713519,0.03892257182246708,0.553030303030303,-0.006929150320595379,-0.02103545197491201,132,0.6818181818181818,0.48148148148148145,0.3170731707317073,0.38235294117647056,0.6244974537657465,0.48148148148148145,0.3106060606060606,combined_weighted_linear_gated,0.6666666666666666,0.0068383550099034495,1.0,5.0,2.0,2.6666666666666665
