date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error,entry_date,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,actual_return_combined,predicted_return_combined,actual_profit_label_combined,predicted_profit_label_combined,predicted_profit_probability_combined,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score,benchmark_date,close,m_ret,market_return_lookback,market_volatility_lookback,regime,benchmark_stale_days,benchmark_data_available
2024-06-24,ACB,cart,2024-05-27,2024-06-24,20d,20,-0.0256410256410256,-0.0281517747858016,0.002510749144776,9.791921664626406,2024-05-28,-0.0403305321968121,0,0,0.0,-0.0256410256410256,-0.0281517747858016,0,0,0.0,2024-06-24,0.425630285445175,0.425630285445175,0.0,0.2128151427225875,False,reject,reject,reject,0.6363636363636364,0.0909090909090909,0.3636363636363636,2024-05-27,1267.68,0.004556512643332011,0.05148431084679128,0.007066138836644648,bull,0,True
2024-06-24,DGC,cart,2024-05-27,2024-06-24,20d,20,-0.0134125636672325,-0.1932314410480349,0.1798188773808023,1340.674921231558,2024-05-28,-0.0218722140953141,0,0,0.0,-0.0134125636672325,-0.1932314410480349,0,0,0.0,2024-06-24,0.1171899056991755,0.1171899056991755,0.0,0.0585949528495877,False,reject,reject,reject,0.0,0.0909090909090909,0.0454545454545454,2024-05-27,1267.68,0.004556512643332011,0.05148431084679128,0.007066138836644648,bull,0,True
2024-06-24,HPG,cart,2024-05-27,2024-06-24,20d,20,-0.006644518272425,0.0455062571103526,0.0521507753827776,784.8691695108251,2024-05-28,-0.0172468350842386,0,1,1.0,-0.006644518272425,0.0455062571103526,0,1,1.0,2024-06-24,0.5632554202894803,0.5632554202894803,1.0,0.7816277101447402,True,strong_positive,strong_positive,strong_positive,0.9090909090909092,1.0,0.9545454545454546,2024-05-27,1267.68,0.004556512643332011,0.05148431084679128,0.007066138836644648,bull,0,True
2024-06-24,MWG,cart,2024-05-27,2024-06-24,20d,20,0.0334014996591682,0.270560190703218,0.2371586910440497,710.0240811461672,2024-05-28,0.0194176485230421,1,0,0.0,0.0334014996591682,0.270560190703218,1,0,0.0,2024-06-24,0.9837537306655488,0.9837537306655488,0.0,0.4918768653327744,False,strong_positive,reject,weak_or_uncertain,1.0,0.0909090909090909,0.5454545454545454,2024-05-27,1267.68,0.004556512643332011,0.05148431084679128,0.007066138836644648,bull,0,True
2024-06-24,ACB,lightgbm,2024-05-27,2024-06-24,20d,20,-0.0256410256410256,-0.0777955976050076,0.052154571963982,203.40283065952968,2024-05-28,-0.0403305321968121,0,0,0.0006738560235936,-0.0256410256410256,-0.0777955976050076,0,0,0.0006738560235936,2024-06-24,0.3983654493726818,0.3983654493726818,0.0006738560235936,0.1995196526981377,False,reject,reject,reject,0.4545454545454546,0.2727272727272727,0.3636363636363636,2024-05-27,1267.68,0.004556512643332011,0.05148431084679128,0.007066138836644648,bull,0,True
2024-06-24,DGC,lightgbm,2024-05-27,2024-06-24,20d,20,-0.0134125636672325,-0.1918462752939709,0.1784337116267384,1330.3475461791068,2024-05-28,-0.0218722140953141,0,0,0.006493293846009,-0.0134125636672325,-0.1918462752939709,0,0,0.006493293846009,2024-06-24,0.1363113697557587,0.1363113697557587,0.006493293846009,0.0714023318008838,False,reject,reject,reject,0.0909090909090909,0.3636363636363636,0.2272727272727273,2024-05-27,1267.68,0.004556512643332011,0.05148431084679128,0.007066138836644648,bull,0,True
2024-06-24,HPG,lightgbm,2024-05-27,2024-06-24,20d,20,-0.006644518272425,0.0206604269351061,0.0273049452075311,410.9394253733553,2024-05-28,-0.0172468350842386,0,1,0.959985483865936,-0.006644518272425,0.0206604269351061,0,1,0.959985483865936,2024-06-24,0.6245877166700681,0.6245877166700681,0.959985483865936,0.792286600268002,True,strong_positive,strong_positive,strong_positive,0.7272727272727273,0.9090909090909092,0.8181818181818181,2024-05-27,1267.68,0.004556512643332011,0.05148431084679128,0.007066138836644648,bull,0,True
2024-06-24,MWG,lightgbm,2024-05-27,2024-06-24,20d,20,0.0334014996591682,-0.0822989460326127,0.115700445691781,346.39296699968014,2024-05-28,0.0194176485230421,1,1,0.8876143857241143,0.0334014996591682,-0.0822989460326127,1,1,0.8876143857241143,2024-06-24,0.3880181121073236,0.3880181121073236,0.8876143857241143,0.637816248915719,False,reject,strong_positive,weak_or_uncertain,0.3636363636363636,0.7272727272727273,0.5454545454545454,2024-05-27,1267.68,0.004556512643332011,0.05148431084679128,0.007066138836644648,bull,0,True
2024-06-24,ACB,xgboost,2024-05-27,2024-06-24,20d,20,-0.0256410256410256,-0.0853626579046249,0.0597216322635992,232.914365828037,2024-05-28,-0.0403305321968121,0,0,0.0094870571047067,-0.0256410256410256,-0.0853626579046249,0,0,0.0094870571047067,2024-06-24,0.3478758078198405,0.3478758078198405,0.0094870571047067,0.1786814324622736,False,reject,reject,reject,0.1818181818181817,0.4545454545454546,0.3181818181818182,2024-05-27,1267.68,0.004556512643332011,0.05148431084679128,0.007066138836644648,bull,0,True
2024-06-24,DGC,xgboost,2024-05-27,2024-06-24,20d,20,-0.0134125636672325,-0.0839220061898231,0.0705094425225906,525.6969828583046,2024-05-28,-0.0218722140953141,0,0,0.2595073878765106,-0.0134125636672325,-0.0839220061898231,0,0,0.2595073878765106,2024-06-24,0.3517445835319299,0.3517445835319299,0.2595073878765106,0.3056259857042203,False,reject,reject,reject,0.2727272727272727,0.5454545454545454,0.409090909090909,2024-05-27,1267.68,0.004556512643332011,0.05148431084679128,0.007066138836644648,bull,0,True
