date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error
2023-06-30,ACB,cart,2023-06-23,2023-06-30,5d,5,0.0071567989590111125,-0.02046384720327421,0.027620646162285323,385.93575592211124
2023-07-03,ACB,cart,2023-06-26,2023-07-03,5d,5,-0.008962868117797673,-0.02880921895006394,0.01984635083226627,221.42857142857136
2023-07-04,ACB,cart,2023-06-27,2023-07-04,5d,5,-0.00898587933247752,-0.017983301220295567,0.008997421887818047,100.12845215157529
2023-07-05,ACB,cart,2023-06-28,2023-07-05,5d,5,-0.015974440894568676,-0.02046384720327421,0.004489406308705535,28.10368349249667
2023-07-06,ACB,cart,2023-06-29,2023-07-06,5d,5,-0.009108653220559426,0.01404853128991057,0.023157184510469997,254.2328042328057
2023-07-07,ACB,cart,2023-06-30,2023-07-07,5d,5,-0.016149870801033583,-0.00578034682080919,0.010369523980224393,64.20809248554947
2023-07-10,ACB,cart,2023-07-03,2023-07-10,5d,5,-0.0051679586563307955,-0.00578034682080919,0.0006123881644783946,11.84971098265683
2023-07-11,ACB,cart,2023-07-04,2023-07-11,5d,5,0.0,-0.00578034682080919,0.00578034682080919,
2023-07-12,ACB,cart,2023-07-05,2023-07-12,5d,5,-0.004545454545454519,0.01404853128991057,0.01859398583536509,409.06768837803435
2023-07-13,ACB,cart,2023-07-06,2023-07-13,5d,5,0.013788575180564644,-0.023317788141239193,0.03710636332180384,269.10948256717796
2023-07-14,ACB,cart,2023-07-07,2023-07-14,5d,5,0.013788575180564644,0.019379844961240345,0.005591269780675701,40.550018456995765
2023-07-17,ACB,cart,2023-07-10,2023-07-17,5d,5,0.0025974025974024872,0.01831262262916944,0.015715220031766952,605.0359712230534
2023-07-18,ACB,cart,2023-07-11,2023-07-18,5d,5,0.0,0.017983301220295456,0.017983301220295456,
2023-07-19,ACB,cart,2023-07-12,2023-07-19,5d,5,0.0071754729288975305,0.05954692556634322,0.05237145263744569,729.8676081200443
2023-07-20,ACB,cart,2023-07-13,2023-07-20,5d,5,0.0,-0.0061898211829436445,0.0061898211829436445,
2023-07-21,ACB,cart,2023-07-14,2023-07-21,5d,5,0.0045336787564767,-0.0061898211829436445,0.010723499939420345,236.5297700923565
2023-07-24,ACB,cart,2023-07-17,2023-07-24,5d,5,0.002590673575129543,-0.0061898211829436445,0.008780494758073187,338.92709766162386
2023-07-25,ACB,cart,2023-07-18,2023-07-25,5d,5,0.0136010362694301,-0.0061898211829436445,0.019790857452373745,145.50992336411883
2023-07-26,ACB,cart,2023-07-19,2023-07-26,5d,5,0.0136010362694301,-0.0061898211829436445,0.019790857452373745,145.50992336411883
2023-07-27,ACB,cart,2023-07-20,2023-07-27,5d,5,0.007124352331606243,-0.017983301220295567,0.02510765355190181,352.4201553103296
2023-07-28,ACB,cart,2023-07-21,2023-07-28,5d,5,0.004513217279174642,-0.02046384720327421,0.024977064482448852,553.4203858896984
2023-07-31,ACB,cart,2023-07-24,2023-07-31,5d,5,0.0406976744186045,-0.0061898211829436445,0.046887495601548146,115.20927490666158
2023-08-01,ACB,cart,2023-07-25,2023-08-01,5d,5,0.024920127795527103,-0.02880921895006394,0.053729346745591045,215.60622476115427
2023-08-02,ACB,cart,2023-07-26,2023-08-02,5d,5,0.03578274760383393,-0.017983301220295567,0.0537660488241295,150.25690430314734
2023-08-03,ACB,cart,2023-07-27,2023-08-03,5d,5,0.058520900321543445,-0.0061898211829436445,0.06471072150448709,110.5771120214037
2023-08-04,ACB,cart,2023-07-28,2023-08-04,5d,5,0.09884467265725294,-0.02046384720327421,0.11930851986052715,120.70303502772805
2023-08-07,ACB,cart,2023-07-31,2023-08-07,5d,5,0.03476101800124165,-0.043263288009888656,0.0780243060111303,224.45920889987545
2023-08-08,ACB,cart,2023-08-01,2023-08-08,5d,5,0.023690773067331916,-0.04773713577185368,0.0714279088391856,301.5009625738224
2023-08-09,ACB,cart,2023-08-02,2023-08-09,5d,5,0.0043183220234424,0.004209260372820323,0.00010906165062207762,2.5255562236912077
2023-08-10,ACB,cart,2023-08-03,2023-08-10,5d,5,-0.0236938031591738,0.004209260372820323,0.02790306353199412,117.76523736836471
2023-08-11,ACB,cart,2023-08-04,2023-08-11,5d,5,-0.06133177570093462,0.004209260372820323,0.06554103607375494,106.86309881739847
2023-08-14,ACB,cart,2023-08-07,2023-08-14,5d,5,-0.02939412117576501,0.0238948626045401,0.05328898378030511,181.29129788115947
2023-08-15,ACB,cart,2023-08-08,2023-08-15,5d,5,-0.023142509135201106,0.013813813813813747,0.03695632294901485,159.69021653232116
2023-08-16,ACB,cart,2023-08-09,2023-08-16,5d,5,-0.012899262899262909,0.01448362720403007,0.02738289010329298,212.2825956579092
2023-08-17,ACB,cart,2023-08-10,2023-08-17,5d,5,-0.008711885500933492,0.005562422744128437,0.014274308245061929,163.848666784388
2023-08-18,ACB,cart,2023-08-11,2023-08-18,5d,5,-0.043559427504667125,-0.05520304568527912,0.011643618180611992,26.730420594633504
2023-08-21,ACB,cart,2023-08-14,2023-08-21,5d,5,-0.04573547589616811,-0.020434227330779042,0.025301248565389067,55.3208380794588
2023-08-22,ACB,cart,2023-08-15,2023-08-22,5d,5,-0.03491271820448871,-0.016035920461834552,0.01887679774265416,54.06854210574523
2023-08-23,ACB,cart,2023-08-16,2023-08-23,5d,5,-0.04604853764779093,-0.012287887653598673,0.03376064999419226,73.31535748738776
2023-08-24,ACB,cart,2023-08-17,2023-08-24,5d,5,-0.02824858757062143,-0.012287887653598673,0.015960699917022758,56.500877706260646
2023-08-25,ACB,cart,2023-08-18,2023-08-25,5d,5,0.0019518542615486467,-0.005832793259883284,0.007784647521431931,398.8334413479934
2023-08-28,ACB,cart,2023-08-21,2023-08-28,5d,5,0.002590673575129543,0.004663557628247883,0.00207288405311834,80.01332445036763
