ticker,model_name,observations,mae,rmse,mape,directional_accuracy
ACB,cart,42,0.02838823023830978,0.03769648719315043,200.49223817062023,0.35714285714285715
ACB,lightgbm,42,0.023221327824788376,0.03191883220742412,190.1739630680517,0.42857142857142855
ACB,xgboost,42,0.01820160875908619,0.026789784086222256,111.73511025608794,0.6190476190476191
DGC,cart,42,0.08859838607777767,0.12809000300427903,740.5637026475277,0.38095238095238093
DGC,lightgbm,42,0.04704631783948239,0.062128456194215656,383.330805241814,0.47619047619047616
DGC,xgboost,42,0.03198137830093431,0.047756192218122995,159.95950610750717,0.6666666666666666
HPG,cart,42,0.06902123111231694,0.08744734158691699,656.4421349082967,0.5476190476190477
HPG,lightgbm,42,0.03523956409459415,0.04812972968172905,274.78210816553013,0.5952380952380952
HPG,xgboost,42,0.03813206451877863,0.0477721002201098,342.6276975710302,0.47619047619047616
MWG,cart,42,0.06519365585975,0.08305406124928943,277.1466375080865,0.4523809523809524
MWG,lightgbm,42,0.05100478418428248,0.06389324835168414,168.13646726008085,0.6190476190476191
MWG,xgboost,42,0.04952921129169162,0.06352126118216689,153.1540099128466,0.6190476190476191
OVERALL,cart,168,0.0628003758220386,0.08996261537016255,473.536977220233,0.43452380952380953
OVERALL,lightgbm,168,0.039127998485786845,0.0530979636679425,255.26823362233858,0.5297619047619048
OVERALL,xgboost,168,0.03446106571762269,0.048258342823220716,193.3260622474276,0.5952380952380952
