experiment_id,setting_id,ticker,horizon,model_name,model_type,metric_name,metric_value,sample_size,rank,best_baseline_value,model_vs_best_baseline_delta,robustness_note
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,ets,model,directional_accuracy,0.5271317829457365,129,1.0,0.4418604651162791,0.0852713178294574,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,lightgbm,model,directional_accuracy,0.4418604651162791,129,2.0,0.4418604651162791,0.0,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,moving_average_rule,baseline,directional_accuracy,0.4418604651162791,129,3.0,0.4418604651162791,0.0,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,sarimax,model,directional_accuracy,0.4418604651162791,129,4.0,0.4418604651162791,0.0,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,xgboost,model,directional_accuracy,0.4418604651162791,129,5.0,0.4418604651162791,0.0,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,persistence,baseline,directional_accuracy,0.10852713178294573,129,6.0,0.4418604651162791,-0.33333333333333337,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,zero_return,baseline,directional_accuracy,0.10852713178294573,129,7.0,0.4418604651162791,-0.33333333333333337,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,persistence,baseline,mae,0.14759689922480615,129,1.0,0.14759689922480615,0.0,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,zero_return,baseline,mae,0.14759689922480615,129,2.0,0.14759689922480615,0.0,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,moving_average_rule,baseline,mae,0.23458914728682162,129,3.0,0.14759689922480615,0.08699224806201547,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,ets,model,mae,0.5503845260580388,129,4.0,0.14759689922480615,0.40278762683323266,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,lightgbm,model,mae,1.1894799360732646,129,5.0,0.14759689922480615,1.0418830368484584,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,xgboost,model,mae,1.28212903458943,129,6.0,0.14759689922480615,1.1345321353646238,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,sarimax,model,mae,1.1247539267764528e+91,129,7.0,0.14759689922480615,1.1247539267764528e+91,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
EXP-RB-001,window_2023_train_2024_test_h1,ACB,1,persistence,baseline,mape,0.7121662491841998,129,1.0,0.7121662491841998,0.0,computed_from_source_predictions:EXP-FC-003;exact_train_test_window_match
