ticker,model_name,observations,mae,rmse,mape,directional_accuracy
ACB,cart,42,0.026672131361378724,0.03859854238444864,343.1462824480511,0.42857142857142855
ACB,lightgbm,42,0.015862616268962966,0.021512847382001876,170.5054128536387,0.5
ACB,xgboost,42,0.01571295782241765,0.021934171037809192,142.28843036581497,0.42857142857142855
DGC,cart,42,0.1855901761277834,0.19259927171898863,1635.8371819333577,0.38095238095238093
DGC,lightgbm,42,0.04635053545614334,0.05709584633639388,346.38860708552744,0.4523809523809524
DGC,xgboost,42,0.039543748164799344,0.05177927938820883,315.4687362480049,0.5238095238095238
HPG,cart,42,0.040325038638328405,0.04730068690255902,472.00787276467764,0.47619047619047616
HPG,lightgbm,42,0.024412138261956123,0.03275538274559658,219.79301599350353,0.6666666666666666
HPG,xgboost,42,0.023836085247819088,0.030360552498448972,237.7769926171514,0.5952380952380952
MWG,cart,42,0.03797943689512603,0.04895266039931981,415.9954027196866,0.5952380952380952
MWG,lightgbm,42,0.038834476870418556,0.05048605473804593,231.1375221372788,0.6904761904761905
MWG,xgboost,42,0.037143036397337535,0.04945262519012779,197.0755128455205,0.6428571428571429
OVERALL,cart,168,0.07264169575565414,0.10394475080843904,726.5420020311007,0.47023809523809523
OVERALL,lightgbm,168,0.031364941714370244,0.04285001485756424,244.12135836710607,0.5773809523809523
OVERALL,xgboost,168,0.029058956908093406,0.0404027440877609,225.51643697595384,0.5476190476190477
