date,ticker,model_name,prediction_date,entry_date,target_date,horizon,horizon_days,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2023-01-03,ACB,cart,2022-12-26,2022-12-27,2023-01-03,5d,5,0.019842203522240087,1,1,1.0
2023-01-04,ACB,cart,2022-12-27,2022-12-28,2023-01-04,5d,5,0.01754353589596902,1,0,0.0
2023-01-05,ACB,cart,2022-12-28,2022-12-29,2023-01-05,5d,5,0.0315137329424533,1,0,0.0
2023-01-06,ACB,cart,2022-12-29,2022-12-30,2023-01-06,5d,5,0.044600101196200725,1,0,0.0
2023-01-09,ACB,cart,2022-12-30,2023-01-03,2023-01-09,5d,5,0.0422907420925982,1,0,0.0
2023-01-10,ACB,cart,2023-01-03,2023-01-04,2023-01-10,5d,5,0.01896161940670349,1,0,0.0
2023-01-11,ACB,cart,2023-01-04,2023-01-05,2023-01-11,5d,5,0.05629808414178572,1,0,0.0
2023-01-12,ACB,cart,2023-01-05,2023-01-06,2023-01-12,5d,5,0.06655427022623495,1,0,0.0
2023-01-13,ACB,cart,2023-01-06,2023-01-09,2023-01-13,5d,5,0.02711656026405751,1,0,0.0
2023-01-16,ACB,cart,2023-01-09,2023-01-10,2023-01-16,5d,5,0.06806587801096753,1,0,0.0
2023-01-17,ACB,cart,2023-01-10,2023-01-11,2023-01-17,5d,5,0.06405723032968424,1,0,0.0
2023-01-18,ACB,cart,2023-01-11,2023-01-12,2023-01-18,5d,5,0.04620965451083281,1,0,0.0
2023-01-19,ACB,cart,2023-01-12,2023-01-13,2023-01-19,5d,5,0.0494932092737832,1,1,1.0
2023-01-27,ACB,cart,2023-01-13,2023-01-16,2023-01-27,5d,5,0.08349062180672728,1,1,1.0
2023-01-30,ACB,cart,2023-01-16,2023-01-17,2023-01-30,5d,5,0.006544147898963626,1,1,1.0
2023-01-31,ACB,cart,2023-01-17,2023-01-18,2023-01-31,5d,5,0.022487040469617137,1,0,0.0
2023-02-01,ACB,cart,2023-01-18,2023-01-19,2023-02-01,5d,5,-0.018931732248168243,0,0,0.0
