horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
20d,bull,cart,combined_rank_based,rank_based_joint_score,1,,,34,34,0.08283052373395393,0.7352941176470589,0.7352941176470589,0.24752475247524752,0.9900990099009901
20d,bull,cart,combined_rank_based,rank_based_joint_score,3,,,34,102,0.07691202491536799,0.7450980392156863,0.7450980392156863,0.7524752475247525,1.0033003300330032
20d,bull,cart,combined_rank_based,rank_based_joint_score,5,,,34,136,0.06735135167424955,0.7426470588235294,0.7426470588235294,1.0,1.0
20d,bull,cart,combined_weighted_linear,combined_score,1,,,34,34,0.08283052373395393,0.7352941176470589,0.7352941176470589,0.24752475247524752,0.9900990099009901
20d,bull,cart,combined_weighted_linear,combined_score,3,,,34,102,0.07691202491536799,0.7450980392156863,0.7450980392156863,0.7524752475247525,1.0033003300330032
20d,bull,cart,combined_weighted_linear,combined_score,5,,,34,136,0.06735135167424955,0.7426470588235294,0.7426470588235294,1.0,1.0
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,32,32,0.08395083413127874,0.75,0.75,0.75,0.9609375
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,32,32,0.08395083413127874,0.75,0.75,0.75,0.9609375
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,32,32,0.08395083413127874,0.75,0.75,0.75,0.9609375
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,32,32,0.08395083413127874,0.75,0.75,0.75,0.9609375
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,32,32,0.08395083413127874,0.75,0.75,0.7741935483870968,0.9677419354838709
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,32,32,0.08395083413127874,0.75,0.75,0.7741935483870968,0.9677419354838709
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,32,32,0.08395083413127874,0.75,0.75,0.7741935483870968,0.9677419354838709
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,32,32,0.08395083413127874,0.75,0.75,0.7741935483870968,0.9677419354838709
