date,ticker,model_name,prediction_date,entry_date,target_date,horizon,horizon_days,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2023-06-30,ACB,cart,2023-06-23,2023-06-26,2023-06-30,5d,5,-0.013349297996166132,0,0,0.0
2023-07-03,ACB,cart,2023-06-26,2023-06-27,2023-07-03,5d,5,-0.028931273706902627,0,0,0.0
2023-07-04,ACB,cart,2023-06-27,2023-06-28,2023-07-04,5d,5,-0.01589878301426395,0,0,0.0
2023-07-05,ACB,cart,2023-06-28,2023-06-29,2023-07-05,5d,5,-0.022838595267999695,0,0,0.0
2023-07-06,ACB,cart,2023-06-29,2023-06-30,2023-07-06,5d,5,-0.016020700482598405,0,0,0.0
2023-07-07,ACB,cart,2023-06-30,2023-07-03,2023-07-07,5d,5,-0.023012801448161424,0,0,0.0
2023-07-10,ACB,cart,2023-07-03,2023-07-04,2023-07-10,5d,5,-0.006975585450921695,0,0,0.0
2023-07-11,ACB,cart,2023-07-04,2023-07-05,2023-07-11,5d,5,-0.006975585450921695,0,0,0.0
2023-07-12,ACB,cart,2023-07-05,2023-07-06,2023-07-12,5d,5,-0.01148933278978126,0,0,0.0
2023-07-13,ACB,cart,2023-07-06,2023-07-07,2023-07-13,5d,5,0.006716806345224313,1,0,0.0
2023-07-14,ACB,cart,2023-07-07,2023-07-10,2023-07-14,5d,5,0.0047376776302598955,1,0,0.0
2023-07-17,ACB,cart,2023-07-10,2023-07-11,2023-07-17,5d,5,-0.020300513697267264,0,0,0.0
2023-07-18,ACB,cart,2023-07-11,2023-07-12,2023-07-18,5d,5,-0.01589878301426395,0,0,0.0
2023-07-19,ACB,cart,2023-07-12,2023-07-13,2023-07-19,5d,5,-0.006975585450921695,0,0,0.0
2023-07-20,ACB,cart,2023-07-13,2023-07-14,2023-07-20,5d,5,-0.009541540010480132,0,1,1.0
2023-07-21,ACB,cart,2023-07-14,2023-07-17,2023-07-21,5d,5,-0.005051119531253034,0,0,0.0
2023-07-24,ACB,cart,2023-07-17,2023-07-18,2023-07-24,5d,5,0.00013129064539563196,1,0,0.0
2023-07-25,ACB,cart,2023-07-18,2023-07-19,2023-07-25,5d,5,0.006530575627789803,1,0,0.0
2023-07-26,ACB,cart,2023-07-19,2023-07-20,2023-07-26,5d,5,0.006530575627789803,1,0,0.0
2023-07-27,ACB,cart,2023-07-20,2023-07-21,2023-07-27,5d,5,9.907035221301541e-05,1,0,0.0
2023-07-28,ACB,cart,2023-07-21,2023-07-24,2023-07-28,5d,5,-0.0024938505045364323,0,0,0.0
2023-07-31,ACB,cart,2023-07-24,2023-07-25,2023-07-31,5d,5,0.036115499895443604,1,0,0.0
2023-08-01,ACB,cart,2023-07-25,2023-07-26,2023-08-01,5d,5,0.017770709863719647,1,0,0.0
2023-08-02,ACB,cart,2023-07-26,2023-07-27,2023-08-02,5d,5,0.028557556539332785,1,0,0.0
2023-08-03,ACB,cart,2023-07-27,2023-07-28,2023-08-03,5d,5,0.04911308494722899,1,0,0.0
2023-08-04,ACB,cart,2023-07-28,2023-07-31,2023-08-04,5d,5,0.0766673829689819,1,0,0.0
2023-08-07,ACB,cart,2023-07-31,2023-08-01,2023-08-07,5d,5,0.014320894027765707,1,0,0.0
2023-08-08,ACB,cart,2023-08-01,2023-08-02,2023-08-08,5d,5,0.01909130543099158,1,0,0.0
2023-08-09,ACB,cart,2023-08-02,2023-08-03,2023-08-09,5d,5,-0.0008382281298520144,0,0,0.0
2023-08-10,ACB,cart,2023-08-03,2023-08-04,2023-08-10,5d,5,-0.03635855423890777,0,0,0.0
2023-08-11,ACB,cart,2023-08-04,2023-08-07,2023-08-11,5d,5,-0.050689926127085894,0,0,0.0
2023-08-14,ACB,cart,2023-08-07,2023-08-08,2023-08-14,5d,5,-0.037896106143467834,0,0,0.0
2023-08-15,ACB,cart,2023-08-08,2023-08-09,2023-08-15,5d,5,-0.0299566620361017,0,0,0.0
2023-08-16,ACB,cart,2023-08-09,2023-08-10,2023-08-16,5d,5,-0.02218735650712711,0,1,1.0
2023-08-17,ACB,cart,2023-08-10,2023-08-11,2023-08-17,5d,5,-0.01807083030621881,0,1,1.0
2023-08-18,ACB,cart,2023-08-11,2023-08-14,2023-08-18,5d,5,-0.05023116044683684,0,1,1.0
2023-08-21,ACB,cart,2023-08-14,2023-08-15,2023-08-21,5d,5,-0.056474033191522,0,1,1.0
2023-08-22,ACB,cart,2023-08-15,2023-08-16,2023-08-22,5d,5,-0.04164476700625097,0,1,1.0
2023-08-23,ACB,cart,2023-08-16,2023-08-17,2023-08-23,5d,5,-0.055054979823875305,0,1,1.0
2023-08-24,ACB,cart,2023-08-17,2023-08-18,2023-08-24,5d,5,-0.03502712258507645,0,1,1.0
2023-08-25,ACB,cart,2023-08-18,2023-08-21,2023-08-25,5d,5,-0.0024412273936199602,0,1,1.0
2023-08-28,ACB,cart,2023-08-21,2023-08-22,2023-08-28,5d,5,-0.008896328999372538,0,1,1.0
2023-06-30,ACB,lightgbm,2023-06-23,2023-06-26,2023-06-30,5d,5,-0.013349297996166132,0,0,0.17325325890276688
2023-07-03,ACB,lightgbm,2023-06-26,2023-06-27,2023-07-03,5d,5,-0.028931273706902627,0,0,0.03964210161376566
2023-07-04,ACB,lightgbm,2023-06-27,2023-06-28,2023-07-04,5d,5,-0.01589878301426395,0,0,0.1579305439821476
2023-07-05,ACB,lightgbm,2023-06-28,2023-06-29,2023-07-05,5d,5,-0.022838595267999695,0,0,0.026788055944680037
2023-07-06,ACB,lightgbm,2023-06-29,2023-06-30,2023-07-06,5d,5,-0.016020700482598405,0,0,0.20692329792609643
2023-07-07,ACB,lightgbm,2023-06-30,2023-07-03,2023-07-07,5d,5,-0.023012801448161424,0,0,0.01869548327846136
2023-07-10,ACB,lightgbm,2023-07-03,2023-07-04,2023-07-10,5d,5,-0.006975585450921695,0,0,0.047131848349498726
2023-07-11,ACB,lightgbm,2023-07-04,2023-07-05,2023-07-11,5d,5,-0.006975585450921695,0,0,0.2793071092333163
2023-07-12,ACB,lightgbm,2023-07-05,2023-07-06,2023-07-12,5d,5,-0.01148933278978126,0,0,0.06375362155737385
