ticker,model_name,observations,accuracy,precision,recall,f1,roc_auc,positive_class_precision,true_negative,false_positive,false_negative,true_positive
ACB,cart,37,0.40540540540540543,1.0,0.40540540540540543,0.5769230769230769,,1.0,0,0,22,15
ACB,lightgbm,37,0.08108108108108109,1.0,0.08108108108108109,0.15,,1.0,0,0,34,3
ACB,xgboost,37,0.02702702702702703,1.0,0.02702702702702703,0.05263157894736842,,1.0,0,0,36,1
DGC,cart,37,0.6486486486486487,0.8571428571428571,0.3333333333333333,0.48,0.6403508771929824,0.8571428571428571,18,1,12,6
DGC,lightgbm,37,0.5135135135135135,0.0,0.0,0.0,0.7923976608187134,0.0,19,0,18,0
DGC,xgboost,37,0.5135135135135135,0.0,0.0,0.0,0.6461988304093568,0.0,19,0,18,0
HPG,cart,37,0.6756756756756757,0.6756756756756757,1.0,0.8064516129032258,0.5,0.6756756756756757,0,12,0,25
HPG,lightgbm,37,0.6756756756756757,0.6756756756756757,1.0,0.8064516129032258,0.7266666666666667,0.6756756756756757,0,12,0,25
HPG,xgboost,37,0.6486486486486487,0.6666666666666666,0.96,0.7868852459016393,0.6133333333333333,0.6666666666666666,0,12,1,24
MWG,cart,37,0.2972972972972973,0.8181818181818182,0.2727272727272727,0.4090909090909091,0.38636363636363635,0.8181818181818182,2,2,24,9
MWG,lightgbm,37,0.10810810810810811,0.0,0.0,0.0,0.4924242424242424,0.0,4,0,33,0
MWG,xgboost,37,0.13513513513513514,1.0,0.030303030303030304,0.058823529411764705,0.5378787878787878,1.0,4,0,32,1
OVERALL,cart,148,0.5067567567567568,0.7857142857142857,0.48672566371681414,0.6010928961748634,0.5290771175726928,0.7857142857142857,20,15,58,55
OVERALL,lightgbm,148,0.34459459459459457,0.7,0.24778761061946902,0.3660130718954248,0.4594184576485461,0.7,23,12,85,28
OVERALL,xgboost,148,0.3310810810810811,0.6842105263157895,0.23008849557522124,0.3443708609271523,0.4695322376738306,0.6842105263157895,23,12,87,26
