date,ticker,model_name,prediction_date,entry_date,target_date,horizon,horizon_days,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2023-12-27,ACB,cart,2023-11-29,2023-11-30,2023-12-27,20d,20,0.04883392621947236,1,0,0.0
2023-12-28,ACB,cart,2023-11-30,2023-12-01,2023-12-28,20d,20,0.06454771643299906,1,0,0.0
2023-12-29,ACB,cart,2023-12-01,2023-12-04,2023-12-29,20d,20,0.07577644909483472,1,0,0.0
2024-01-02,ACB,cart,2023-12-04,2023-12-05,2024-01-02,20d,20,0.08883699384422883,1,0,0.0
2024-01-03,ACB,cart,2023-12-05,2023-12-06,2024-01-03,20d,20,0.12074459648465097,1,0,0.0
2024-01-04,ACB,cart,2023-12-06,2023-12-07,2024-01-04,20d,20,0.12690821740521607,1,0,0.0
2024-01-05,ACB,cart,2023-12-07,2023-12-08,2024-01-05,20d,20,0.1282071274711536,1,0,0.0
2024-01-08,ACB,cart,2023-12-08,2023-12-11,2024-01-08,20d,20,0.12093301616929564,1,0,0.0
2024-01-09,ACB,cart,2023-12-11,2023-12-12,2024-01-09,20d,20,0.10581081696296457,1,0,0.0
2024-01-10,ACB,cart,2023-12-12,2023-12-13,2024-01-10,20d,20,0.11440105293284764,1,0,0.0
2024-01-11,ACB,cart,2023-12-13,2023-12-14,2024-01-11,20d,20,0.11936339858840106,1,1,1.0
2024-01-12,ACB,cart,2023-12-14,2023-12-15,2024-01-12,20d,20,0.13390114422974797,1,1,1.0
2024-01-15,ACB,cart,2023-12-15,2023-12-18,2024-01-15,20d,20,0.1071006655613076,1,1,1.0
2024-01-16,ACB,cart,2023-12-18,2023-12-19,2024-01-16,20d,20,0.10660158196312897,1,1,1.0
2024-01-17,ACB,cart,2023-12-19,2023-12-20,2024-01-17,20d,20,0.09429081034672815,1,1,1.0
2024-01-18,ACB,cart,2023-12-20,2023-12-21,2024-01-18,20d,20,0.09610864431492239,1,1,1.0
2024-01-19,ACB,cart,2023-12-21,2023-12-22,2024-01-19,20d,20,0.11074782487338553,1,0,0.0
2024-01-22,ACB,cart,2023-12-22,2023-12-25,2024-01-22,20d,20,0.12323717479019525,1,0,0.0
2024-01-23,ACB,cart,2023-12-25,2023-12-26,2024-01-23,20d,20,0.10551073678179934,1,1,1.0
2024-01-24,ACB,cart,2023-12-26,2023-12-27,2024-01-24,20d,20,0.10464816630735907,1,1,1.0
2024-01-25,ACB,cart,2023-12-27,2023-12-28,2024-01-25,20d,20,0.09991878577882574,1,1,1.0
2024-01-26,ACB,cart,2023-12-28,2023-12-29,2024-01-26,20d,20,0.09309664237185378,1,1,1.0
2024-01-29,ACB,cart,2023-12-29,2024-01-02,2024-01-29,20d,20,0.075727221233713,1,1,1.0
2024-01-30,ACB,cart,2024-01-02,2024-01-03,2024-01-30,20d,20,0.05194732919945988,1,1,1.0
2024-01-31,ACB,cart,2024-01-03,2024-01-04,2024-01-31,20d,20,0.014355634307622545,1,1,1.0
2024-02-01,ACB,cart,2024-01-04,2024-01-05,2024-02-01,20d,20,0.020422047608146032,1,0,0.0
2024-02-02,ACB,cart,2024-01-05,2024-01-08,2024-02-02,20d,20,0.013941780265743997,1,0,0.0
2024-02-05,ACB,cart,2024-01-08,2024-01-09,2024-02-05,20d,20,0.09333557154923922,1,0,0.0
2024-02-06,ACB,cart,2024-01-09,2024-01-10,2024-02-06,20d,20,0.09743512178826896,1,1,1.0
2024-02-07,ACB,cart,2024-01-10,2024-01-11,2024-02-07,20d,20,0.09438753482273632,1,1,1.0
2024-02-15,ACB,cart,2024-01-11,2024-01-12,2024-02-15,20d,20,0.07404170389472542,1,0,0.0
2024-02-16,ACB,cart,2024-01-12,2024-01-15,2024-02-16,20d,20,0.053966186839213615,1,0,0.0
2024-02-19,ACB,cart,2024-01-15,2024-01-16,2024-02-19,20d,20,0.08269179017577577,1,0,0.0
2024-02-20,ACB,cart,2024-01-16,2024-01-17,2024-02-20,20d,20,0.07531311183534006,1,0,0.0
2024-02-21,ACB,cart,2024-01-17,2024-01-18,2024-02-21,20d,20,0.08087315894927682,1,0,0.0
2024-02-22,ACB,cart,2024-01-18,2024-01-19,2024-02-22,20d,20,0.06430722729970229,1,0,0.0
2024-02-23,ACB,cart,2024-01-19,2024-01-22,2024-02-23,20d,20,0.034602924565543036,1,0,0.0
2023-12-27,ACB,lightgbm,2023-11-29,2023-11-30,2023-12-27,20d,20,0.04883392621947236,1,0,0.15829441122978147
2023-12-28,ACB,lightgbm,2023-11-30,2023-12-01,2023-12-28,20d,20,0.06454771643299906,1,0,0.35835033486275464
2023-12-29,ACB,lightgbm,2023-12-01,2023-12-04,2023-12-29,20d,20,0.07577644909483472,1,1,0.8876761189176255
2024-01-02,ACB,lightgbm,2023-12-04,2023-12-05,2024-01-02,20d,20,0.08883699384422883,1,0,0.08343153282505733
2024-01-03,ACB,lightgbm,2023-12-05,2023-12-06,2024-01-03,20d,20,0.12074459648465097,1,1,0.6562706854676802
2024-01-04,ACB,lightgbm,2023-12-06,2023-12-07,2024-01-04,20d,20,0.12690821740521607,1,1,0.5852346313931793
2024-01-05,ACB,lightgbm,2023-12-07,2023-12-08,2024-01-05,20d,20,0.1282071274711536,1,0,0.002801892951578122
2024-01-08,ACB,lightgbm,2023-12-08,2023-12-11,2024-01-08,20d,20,0.12093301616929564,1,0,0.006066986086511783
2024-01-09,ACB,lightgbm,2023-12-11,2023-12-12,2024-01-09,20d,20,0.10581081696296457,1,0,0.01066319425444893
2024-01-10,ACB,lightgbm,2023-12-12,2023-12-13,2024-01-10,20d,20,0.11440105293284764,1,0,0.009722711914156463
2024-01-11,ACB,lightgbm,2023-12-13,2023-12-14,2024-01-11,20d,20,0.11936339858840106,1,0,0.0051836975999627975
