date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error
2024-12-23,ACB,cart,2024-11-25,2024-12-23,20d,20,0.0,0.012364760432766575,0.012364760432766575,
2024-12-24,ACB,cart,2024-11-26,2024-12-24,20d,20,0.0,0.012364760432766575,0.012364760432766575,
2024-12-25,ACB,cart,2024-11-27,2024-12-25,20d,20,0.015766841853798397,0.13613231552162852,0.12036547366783013,763.4088981417216
2024-12-26,ACB,cart,2024-11-28,2024-12-26,20d,20,0.016182770109471667,0.12222925902469917,0.1060464889152275,655.3049212085093
2024-12-27,ACB,cart,2024-11-29,2024-12-27,20d,20,0.014251781472684133,0.13613231552162852,0.12188053404894439,855.1950805767569
2024-12-30,ACB,cart,2024-12-02,2024-12-30,20d,20,0.009995240361732272,0.1286173633440515,0.11862212298231922,1186.786097075517
2024-12-31,ACB,cart,2024-12-03,2024-12-31,20d,20,0.03207276208712284,0.09648562300319496,0.06441286091607212,200.8335320204111
2025-01-02,ACB,cart,2024-12-04,2025-01-02,20d,20,0.021978021978022122,0.11208515967438948,0.09010713769636736,409.9874765184688
2025-01-03,ACB,cart,2024-12-05,2025-01-03,20d,20,-0.023288309268747143,0.052169137836353574,0.07545744710510072,324.01427786930174
2025-01-06,ACB,cart,2024-12-06,2025-01-06,20d,20,-0.03313112459169387,0.0858676207513418,0.11899874534303567,359.1750862959515
2025-01-07,ACB,cart,2024-12-09,2025-01-07,20d,20,-0.019709056780853995,-0.0025839793281654533,0.017125077452688542,86.88938107542714
2025-01-08,ACB,cart,2024-12-10,2025-01-08,20d,20,-0.013692162417374809,-0.011553273427471145,0.0021388889899036645,15.621265105572363
2025-01-09,ACB,cart,2024-12-11,2025-01-09,20d,20,-0.017436380772855697,-0.011553273427471145,0.005883107345384553,33.740415640286734
2025-01-10,ACB,cart,2024-12-12,2025-01-10,20d,20,-0.023651844843897818,-0.011553273427471145,0.012098571416426673,51.15275994865199
2025-01-13,ACB,cart,2024-12-13,2025-01-13,20d,20,-0.015706806282722585,-0.009026434558349505,0.00668037172437308,42.53169997850841
2025-01-14,ACB,cart,2024-12-16,2025-01-14,20d,20,-0.019514516896715906,-0.009026434558349505,0.0104880823383664,53.74502681197011
2025-01-15,ACB,cart,2024-12-17,2025-01-15,20d,20,-0.01187648456057011,-0.009026434558349505,0.0028500500022206054,23.997421018697416
2025-01-16,ACB,cart,2024-12-18,2025-01-16,20d,20,-0.011899095668729154,-0.0025839793281654533,0.0093151163405637,78.2842377260975
2025-01-17,ACB,cart,2024-12-19,2025-01-17,20d,20,0.006274131274131456,-0.05346912794398484,0.059743259218116296,952.2156392302568
2025-01-20,ACB,cart,2024-12-20,2025-01-20,20d,20,0.008204633204633272,-0.060723514211886376,0.06892814741651965,840.1124791001621
2025-01-21,ACB,cart,2024-12-23,2025-01-21,20d,20,0.0024038461538462563,-0.060723514211886376,0.06312736036573263,2626.0981912143657
2025-01-22,ACB,cart,2024-12-24,2025-01-22,20d,20,-0.006223073240784971,-0.060723514211886376,0.054500440971101405,875.780162989481
2025-01-23,ACB,cart,2024-12-25,2025-01-23,20d,20,-0.005644402634054635,-0.05346912794398484,0.047824725309930205,847.2947167409192
2025-01-24,ACB,cart,2024-12-26,2025-01-24,20d,20,-0.00796252927400476,-0.05346912794398484,0.04550659866998008,571.5093421200385
2025-02-03,ACB,cart,2024-12-27,2025-02-03,20d,20,-0.01779859484777524,-0.04916985951468711,0.03137126466691187,176.25697385225422
2025-02-04,ACB,cart,2024-12-30,2025-02-04,20d,20,-0.005655042412818001,-0.060723514211886376,0.055068471799068375,973.7941429802088
2025-02-05,ACB,cart,2024-12-31,2025-02-05,20d,20,-0.01576994434137291,-0.04916985951468711,0.0333999151733142,211.79475621666302
2025-02-06,ACB,cart,2025-01-02,2025-02-06,20d,20,-0.003740065451145469,-0.060723514211886376,0.05698344876074091,1523.5949612402799
2025-02-07,ACB,cart,2025-01-03,2025-02-07,20d,20,0.023843586075345646,-0.060723514211886376,0.08456710028723202,354.6744186046524
