ticker,model_name,observations,mae,rmse,mape,directional_accuracy
ACB,cart,42,0.09975101054914945,0.10688639692322423,663.1018803350855,0.19047619047619047
ACB,lightgbm,42,0.11366343632747682,0.12260860358189388,790.7956257500454,0.19047619047619047
ACB,xgboost,42,0.10715724295503144,0.11647339079051207,723.3805334471554,0.19047619047619047
DGC,cart,42,0.13504945336579646,0.15659691325484784,267.1377369628499,0.5476190476190477
DGC,lightgbm,42,0.06723223556289677,0.09182528175556674,125.63969384585396,0.9047619047619048
DGC,xgboost,42,0.08315857368827198,0.10478877253345276,179.5167089519054,0.9047619047619048
HPG,cart,42,0.096262549524384,0.11891145851645121,371.3612848701118,0.7142857142857143
HPG,lightgbm,42,0.1017047695602425,0.12134343147650173,541.4201586447629,0.7142857142857143
HPG,xgboost,42,0.11468182461023027,0.13535190340406894,509.5592272954186,0.7142857142857143
MWG,cart,42,0.13246127480081668,0.15365920817280912,99.75129614335762,0.5238095238095238
MWG,lightgbm,42,0.11399694424259621,0.13788216089676913,79.12988743505635,0.7380952380952381
MWG,xgboost,42,0.11190705684744859,0.13234231574145444,80.3483401360742,0.7857142857142857
OVERALL,cart,168,0.11588107206003666,0.1357372298882843,348.46521226792765,0.49404761904761907
OVERALL,lightgbm,168,0.09914934642330306,0.11958309945164307,381.8119145666475,0.6369047619047619
OVERALL,xgboost,168,0.10422617452524556,0.12286309851031582,371.1043202361443,0.6488095238095238
