fold_id,fold_number,entity_name,selection_family,status,observations,active_observations,average_actual_return,profit_label_hit_rate,average_predicted_return,average_predicted_profit_probability,average_selector_score,selector_score_std,top_1_avg_return,top_1_profit_rate,top_3_avg_return,top_3_profit_rate,top_5_avg_return,top_5_profit_rate,avg_return_vs_fixed_best_global,profit_rate_vs_fixed_best_global
fold_002,2,context_knn_selector,context_selector,evaluated,236,229,0.05174790996827564,0.6483050847457628,0.02066009140418504,0.5136702190113087,0.11817655768538737,0.30767058068593095,0.042534863911044773,0.6949152542372882,0.06118509946569178,0.672316384180791,0.05174790996827564,0.6483050847457628,,
fold_002,2,context_bin_lookup,context_selector,evaluated,236,229,0.05174790996827564,0.6483050847457628,0.02066009140418504,0.5136702190113087,0.11817655768538737,0.30767058068593095,0.042534863911044773,0.6949152542372882,0.06118509946569178,0.672316384180791,0.05174790996827564,0.6483050847457628,,
fold_002,2,context_meta_score,context_selector,evaluated,236,229,0.05174790996827564,0.6483050847457628,0.02066009140418504,0.5136702190113087,0.11817655768538737,0.30767058068593095,0.042534863911044773,0.6949152542372882,0.06118509946569178,0.672316384180791,0.05174790996827564,0.6483050847457628,,
fold_002,2,fixed_best_global_setup,baseline,evaluated,168,168,0.0737340570521656,0.7619047619047619,0.0343144159414805,0.6262826516703215,0.0343144159414805,0.1048902496469916,0.0634858905704282,0.7619047619047619,0.0883081430282651,0.7857142857142857,0.0737340570521655,0.7619047619047619,0.0,0.0
fold_002,2,regime_agnostic_top_ranked_setup,baseline,evaluated,168,168,0.0737340570521656,0.7619047619047619,0.0343144159414805,0.6262826516703215,0.0343144159414805,0.1048902496469916,0.0634858905704282,0.7619047619047619,0.0883081430282651,0.7857142857142857,0.0737340570521655,0.7619047619047619,0.0,0.0
fold_002,2,naive_global_baseline,baseline,evaluated,168,168,0.0737340570521656,0.7619047619047619,0.0343144159414805,0.6262826516703215,0.0343144159414805,0.1048902496469916,0.0634858905704282,0.7619047619047619,0.0883081430282651,0.7857142857142857,0.0737340570521655,0.7619047619047619,0.0,0.0
fold_002,2,fixed_best_regression_model,baseline,evaluated,168,168,0.0737340570521656,0.7619047619047619,0.0343144159414805,0.6262826516703215,0.0343144159414805,0.1048902496469916,0.0634858905704282,0.7619047619047619,0.0883081430282651,0.7857142857142857,0.0737340570521655,0.7619047619047619,0.0,0.0
fold_002,2,fixed_best_classifier_model,baseline,evaluated,168,168,0.0737340570521656,0.7619047619047619,0.0343144159414805,0.6262826516703215,0.0343144159414805,0.1048902496469916,0.0634858905704282,0.7619047619047619,0.0883081430282651,0.7857142857142857,0.0737340570521655,0.7619047619047619,0.0,0.0
fold_002,2,fixed_best_horizon,baseline,evaluated,168,168,0.0737340570521656,0.7619047619047619,0.0343144159414805,0.6262826516703215,0.0343144159414805,0.1048902496469916,0.0634858905704282,0.7619047619047619,0.0883081430282651,0.7857142857142857,0.0737340570521655,0.7619047619047619,0.0,0.0
fold_002,2,fixed_best_combined_method,baseline,evaluated,168,168,0.0737340570521656,0.7619047619047619,0.0330022621430457,0.5656492952171281,0.5656492952171281,0.427812220542685,0.0734031689777861,0.6904761904761905,0.0891069678441014,0.7857142857142857,0.0737340570521656,0.7619047619047619,0.0,0.0
