date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error,entry_date,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,actual_return_combined,predicted_return_combined,actual_profit_label_combined,predicted_profit_label_combined,predicted_profit_probability_combined,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score,benchmark_date,close,m_ret,market_return_lookback,market_volatility_lookback,regime,benchmark_stale_days,benchmark_data_available,fold_id,fold_number,selector_score,signal_active,selector_mode,selection_family,selected_model_name,selected_horizon,selected_combined_method,selected_return_threshold,selected_probability_threshold,selection_reason,prior_utility_score,prior_weighted_rank_score,prior_fold_count,prior_sample_count,fallback_used,selection_regime,candidate_label,candidate_model_name,candidate_horizon,candidate_ranking_method,candidate_return_threshold,candidate_probability_threshold,candidate_prior_fold_count,candidate_prior_sample_count,market_return_20d,market_volatility_20d,trailing_stock_return_20d,stock_relative_strength_20d,predicted_return_dispersion,predicted_probability_dispersion,confidence_bucket,calibration_bucket,confidence_bucket_code,probability_entropy,regime_code,market_return_bucket,market_volatility_bucket,relative_strength_bucket,normalized_return_bucket,context_bin_key,fallback_source,context_utility_score,context_prior_sample_count,context_prior_fold_count
2023-06-30,ACB,xgboost,2023-06-02,2023-06-30,20d,20,0.0117647058823529,-0.0655584558844566,0.0773231617668095,657.2468750178833,2023-06-05,-0.0044029833406908,0,0,0.0328744500875473,0.0117647058823529,-0.0655584558844566,0,0,0.0328744500875473,2023-06-30,0.2242412904980321,0.2242412904980321,0.0328744500875473,0.1285578702927897,False,reject,reject,reject,0.1818181818181817,0.1818181818181817,0.1818181818181817,2023-06-02,1090.84,0.0115449883622806,0.0485720602512711,0.0054125380779204,bull,0,True,fold_002,2,-0.0655584558844566,True,context_knn_selector,context_selector,xgboost,20d,predicted_return,,,simple_regime_lookup used because context history was sparse; matched xgboost+20d+predicted_return,0.9924280728712612,0.961731843575419,1,111,True,global,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,1,111,0.0485720602512711,0.0054125380779204,,0.0,0.019124954703338228,0.4588966926050286,lt_0.50,lt_0.50,0.0,0.14459626826588917,1.0,bullish,low_vol,weak_rs,low_ret,bull|bullish|low_vol|weak_rs|low_ret|lt_0.50,simple_regime_lookup,,111,1
2023-06-30,DGC,xgboost,2023-06-02,2023-06-30,20d,20,0.1331890615778084,0.1680431962013244,0.034854134623516,26.16891673431788,2023-06-05,0.1095675320664775,1,1,0.9649261832237244,0.1331890615778084,0.1680431962013244,1,1,0.9649261832237244,2023-06-30,0.7818254583037216,0.7818254583037216,0.9649261832237244,0.873375820763723,True,strong_positive,strong_positive,strong_positive,0.9090909090909092,0.5454545454545454,0.7272727272727273,2023-06-02,1090.84,0.0115449883622806,0.0485720602512711,0.0054125380779204,bull,0,True,fold_002,2,0.1680431962013244,True,context_knn_selector,context_selector,xgboost,20d,predicted_return,,,simple_regime_lookup used because context history was sparse; matched xgboost+20d+predicted_return,0.9924280728712612,0.961731843575419,1,111,True,global,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,1,111,0.0485720602512711,0.0054125380779204,,0.0,0.006124625175361843,0.45935447970388865,0.65+,0.65+,4.0,0.15195923243770112,1.0,bullish,low_vol,weak_rs,high_ret,bull|bullish|low_vol|weak_rs|high_ret|0.65+,simple_regime_lookup,,111,1
2023-06-30,HPG,xgboost,2023-06-02,2023-06-30,20d,20,0.210880195599022,0.0094960359856486,0.2013841596133734,95.49695221086344,2023-06-05,0.1915090037684574,1,1,0.8871325254440308,0.210880195599022,0.0094960359856486,1,1,0.8871325254440308,2023-06-30,0.4033889806612166,0.4033889806612166,0.8871325254440308,0.6452607530526236,True,moderate_positive,strong_positive,moderate_positive,0.3636363636363636,0.4545454545454546,0.4090909090909091,2023-06-02,1090.84,0.0115449883622806,0.0485720602512711,0.0054125380779204,bull,0,True,fold_002,2,0.0094960359856486,True,context_knn_selector,context_selector,xgboost,20d,predicted_return,,,simple_regime_lookup used because context history was sparse; matched xgboost+20d+predicted_return,0.9924280728712612,0.961731843575419,1,111,True,global,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,1,111,0.0485720602512711,0.0054125380779204,,0.0,0.0260730196821399,0.04716652391552957,0.65+,0.65+,4.0,0.352468805516047,1.0,bullish,low_vol,weak_rs,mid_ret,bull|bullish|low_vol|weak_rs|mid_ret|0.65+,simple_regime_lookup,,111,1
2023-06-30,MWG,xgboost,2023-06-02,2023-06-30,20d,20,0.0614878542510122,0.0362621843814849,0.0252256698695272,41.02545157381544,2023-06-05,0.0487757852551318,1,1,0.5390005707740784,0.0614878542510122,0.0362621843814849,1,1,0.5390005707740784,2023-06-30,0.4672771443167355,0.4672771443167355,0.5390005707740784,0.503138857545407,True,strong_positive,weak_or_uncertain,weak_or_uncertain,0.5454545454545454,0.2727272727272727,0.409090909090909,2023-06-02,1090.84,0.0115449883622806,0.0485720602512711,0.0054125380779204,bull,0,True,fold_002,2,0.0362621843814849,True,context_knn_selector,context_selector,xgboost,20d,predicted_return,,,simple_regime_lookup used because context history was sparse; matched xgboost+20d+predicted_return,0.9924280728712612,0.961731843575419,1,111,True,global,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,1,111,0.0485720602512711,0.0054125380779204,,0.0,0.03210096120465797,0.18834194351648917,0.50-0.55,0.50-0.55,1.0,0.6901019992180841,1.0,bullish,low_vol,weak_rs,mid_ret,bull|bullish|low_vol|weak_rs|mid_ret|0.50-0.55,simple_regime_lookup,,111,1
2023-07-03,ACB,xgboost,2023-06-05,2023-07-03,20d,20,0.0144167758846658,-0.0464377216994762,0.060854497584142,422.10892415182064,2023-06-06,0.0047070547202439,1,0,0.1290285736322403,0.0144167758846658,-0.0464377216994762,1,0,0.1290285736322403,2023-07-03,0.2698806023914734,0.2698806023914734,0.1290285736322403,0.1994545880118568,False,reject,reject,reject,0.1818181818181817,0.1818181818181817,0.1818181818181817,2023-06-05,1097.82,0.0063987385867771,0.0421286452004858,0.0049526621389505,bull,0,True,fold_002,2,-0.0464377216994762,True,context_knn_selector,context_selector,xgboost,20d,predicted_return,,,simple_regime_lookup used because context history was sparse; matched xgboost+20d+predicted_return,0.9924280728712612,0.961731843575419,1,111,True,global,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,1,111,0.0421286452004858,0.0049526621389505,,0.0,0.01501490532833557,0.42670316878846104,lt_0.50,lt_0.50,0.0,0.38453588411579465,1.0,bullish,low_vol,weak_rs,low_ret,bull|bullish|low_vol|weak_rs|low_ret|lt_0.50,simple_regime_lookup,,111,1
2023-07-03,DGC,xgboost,2023-06-05,2023-07-03,20d,20,0.0794602698650674,0.1701150387525558,0.0906547688874883,114.08817141123532,2023-06-06,0.0701254682512049,1,1,0.9659549593925476,0.0794602698650674,0.1701150387525558,1,1,0.9659549593925476,2023-07-03,0.7867707426989218,0.7867707426989218,0.9659549593925476,0.8763628510457346,True,strong_positive,strong_positive,strong_positive,1.0,0.6363636363636364,0.8181818181818181,2023-06-05,1097.82,0.0063987385867771,0.0421286452004858,0.0049526621389505,bull,0,True,fold_002,2,0.1701150387525558,True,context_knn_selector,context_selector,xgboost,20d,predicted_return,,,simple_regime_lookup used because context history was sparse; matched xgboost+20d+predicted_return,0.9924280728712612,0.961731843575419,1,111,True,global,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,1,111,0.0421286452004858,0.0049526621389505,,0.0,0.07135174062863223,0.02015561491639366,0.65+,0.65+,4.0,0.1485334684799213,1.0,bullish,low_vol,weak_rs,high_ret,bull|bullish|low_vol|weak_rs|high_ret|0.65+,simple_regime_lookup,,111,1
2023-07-03,HPG,xgboost,2023-06-05,2023-07-03,20d,20,0.2103658536585368,0.0200573969632387,0.1903084566952981,90.46546926964886,2023-06-06,0.1989984567396108,1,1,0.964900553226471,0.2103658536585368,0.0200573969632387,1,1,0.964900553226471,2023-07-03,0.4285979105596344,0.4285979105596344,0.964900553226471,0.6967492318930527,True,strong_positive,strong_positive,strong_positive,0.3636363636363636,0.5454545454545454,0.4545454545454545,2023-06-05,1097.82,0.0063987385867771,0.0421286452004858,0.0049526621389505,bull,0,True,fold_002,2,0.0200573969632387,True,context_knn_selector,context_selector,xgboost,20d,predicted_return,,,simple_regime_lookup used because context history was sparse; matched xgboost+20d+predicted_return,0.9924280728712612,0.961731843575419,1,111,True,global,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,1,111,0.0421286452004858,0.0049526621389505,,0.0,0.03367297231742946,0.014881307092665974,0.65+,0.65+,4.0,0.15204417583975313,1.0,bullish,low_vol,weak_rs,mid_ret,bull|bullish|low_vol|weak_rs|mid_ret|0.65+,simple_regime_lookup,,111,1
2023-07-03,MWG,xgboost,2023-06-05,2023-07-03,20d,20,0.0438486594838385,0.0431365668773651,0.0007120926064734,1.6239780528202536,2023-06-06,0.036567203961779,1,1,0.9227911233901978,0.0438486594838385,0.0431365668773651,1,1,0.9227911233901978,2023-07-03,0.483685619209438,0.483685619209438,0.9227911233901978,0.7032383712998179,True,strong_positive,strong_positive,strong_positive,0.4545454545454546,0.2727272727272727,0.3636363636363636,2023-06-05,1097.82,0.0063987385867771,0.0421286452004858,0.0049526621389505,bull,0,True,fold_002,2,0.0431365668773651,True,context_knn_selector,context_selector,xgboost,20d,predicted_return,,,simple_regime_lookup used because context history was sparse; matched xgboost+20d+predicted_return,0.9924280728712612,0.961731843575419,1,111,True,global,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,1,111,0.0421286452004858,0.0049526621389505,,0.0,0.017958171050560568,0.4436850594699997,0.65+,0.65+,4.0,0.2718989840620265,1.0,bullish,low_vol,weak_rs,mid_ret,bull|bullish|low_vol|weak_rs|mid_ret|0.65+,simple_regime_lookup,,111,1
2023-07-04,ACB,xgboost,2023-06-06,2023-07-04,20d,20,0.0091503267973855,-0.0810247808694839,0.0901751076668695,985.4851052165064,2023-06-07,0.0021109124599847,1,0,0.0880883559584617,0.0091503267973855,-0.0810247808694839,1,0,0.0880883559584617,2023-07-04,0.1873246939380812,0.1873246939380812,0.0880883559584617,0.1377065249482714,False,reject,reject,reject,0.0909090909090909,0.0909090909090909,0.0909090909090909,2023-06-06,1108.31,0.0095553005046364,0.0517570247777028,0.00520420686213,bull,0,True,fold_002,2,-0.0810247808694839,True,context_knn_selector,context_selector,xgboost,20d,predicted_return,,,simple_regime_lookup used because context history was sparse; matched xgboost+20d+predicted_return,0.9924280728712612,0.961731843575419,1,111,True,global,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,1,111,0.0517570247777028,0.00520420686213,,0.0,0.00321813518343998,0.45123619203089144,lt_0.50,lt_0.50,0.0,0.2980925227565095,1.0,bullish,low_vol,weak_rs,low_ret,bull|bullish|low_vol|weak_rs|low_ret|lt_0.50,simple_regime_lookup,,111,1
2023-07-04,DGC,xgboost,2023-06-06,2023-07-04,20d,20,0.0837192072606036,0.1643429696559906,0.0806237623953869,96.30258698510949,2023-06-07,0.0761596313255521,1,1,0.957426905632019,0.0837192072606036,0.1643429696559906,1,1,0.957426905632019,2023-07-04,0.7729933814731398,0.7729933814731398,0.957426905632019,0.8652101435525794,True,strong_positive,strong_positive,strong_positive,1.0,0.2727272727272727,0.6363636363636364,2023-06-06,1108.31,0.0095553005046364,0.0517570247777028,0.00520420686213,bull,0,True,fold_002,2,0.1643429696559906,True,context_knn_selector,context_selector,xgboost,20d,predicted_return,,,simple_regime_lookup used because context history was sparse; matched xgboost+20d+predicted_return,0.9924280728712612,0.961731843575419,1,111,True,global,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,1,111,0.0517570247777028,0.00520420686213,,0.0,0.09236750138577093,0.046095641156242394,0.65+,0.65+,4.0,0.17603708815430075,1.0,bullish,low_vol,weak_rs,high_ret,bull|bullish|low_vol|weak_rs|high_ret|0.65+,simple_regime_lookup,,111,1
