date,prediction_date,ticker,regime,selector_mode,candidate_label,market_return_20d,market_volatility_20d,stock_relative_strength_20d,predicted_return,predicted_profit_probability,normalized_predicted_return,confidence_bucket,probability_entropy,predicted_return_dispersion,predicted_probability_dispersion,context_bin_key,context_utility_score,context_prior_sample_count,context_prior_fold_count,fallback_used,fallback_source
2023-06-30,2023-06-02,ACB,bull,context_knn_selector,xgboost+20d+predicted_return,0.0485720602512711,0.0054125380779204,0.0,-0.0655584558844566,0.0328744500875473,0.2242412904980321,lt_0.50,0.14459626826588917,0.019124954703338228,0.4588966926050286,bull|bullish|low_vol|weak_rs|low_ret|lt_0.50,,111,1,True,simple_regime_lookup
2023-06-30,2023-06-02,DGC,bull,context_knn_selector,xgboost+20d+predicted_return,0.0485720602512711,0.0054125380779204,0.0,0.1680431962013244,0.9649261832237244,0.7818254583037216,0.65+,0.15195923243770112,0.006124625175361843,0.45935447970388865,bull|bullish|low_vol|weak_rs|high_ret|0.65+,,111,1,True,simple_regime_lookup
2023-06-30,2023-06-02,HPG,bull,context_knn_selector,xgboost+20d+predicted_return,0.0485720602512711,0.0054125380779204,0.0,0.0094960359856486,0.8871325254440308,0.4033889806612166,0.65+,0.352468805516047,0.0260730196821399,0.04716652391552957,bull|bullish|low_vol|weak_rs|mid_ret|0.65+,,111,1,True,simple_regime_lookup
2023-06-30,2023-06-02,MWG,bull,context_knn_selector,xgboost+20d+predicted_return,0.0485720602512711,0.0054125380779204,0.0,0.0362621843814849,0.5390005707740784,0.4672771443167355,0.50-0.55,0.6901019992180841,0.03210096120465797,0.18834194351648917,bull|bullish|low_vol|weak_rs|mid_ret|0.50-0.55,,111,1,True,simple_regime_lookup
2023-07-03,2023-06-05,ACB,bull,context_knn_selector,xgboost+20d+predicted_return,0.0421286452004858,0.0049526621389505,0.0,-0.0464377216994762,0.1290285736322403,0.2698806023914734,lt_0.50,0.38453588411579465,0.01501490532833557,0.42670316878846104,bull|bullish|low_vol|weak_rs|low_ret|lt_0.50,,111,1,True,simple_regime_lookup
2023-07-03,2023-06-05,DGC,bull,context_knn_selector,xgboost+20d+predicted_return,0.0421286452004858,0.0049526621389505,0.0,0.1701150387525558,0.9659549593925476,0.7867707426989218,0.65+,0.1485334684799213,0.07135174062863223,0.02015561491639366,bull|bullish|low_vol|weak_rs|high_ret|0.65+,,111,1,True,simple_regime_lookup
2023-07-03,2023-06-05,HPG,bull,context_knn_selector,xgboost+20d+predicted_return,0.0421286452004858,0.0049526621389505,0.0,0.0200573969632387,0.964900553226471,0.4285979105596344,0.65+,0.15204417583975313,0.03367297231742946,0.014881307092665974,bull|bullish|low_vol|weak_rs|mid_ret|0.65+,,111,1,True,simple_regime_lookup
2023-07-03,2023-06-05,MWG,bull,context_knn_selector,xgboost+20d+predicted_return,0.0421286452004858,0.0049526621389505,0.0,0.0431365668773651,0.9227911233901978,0.483685619209438,0.65+,0.2718989840620265,0.017958171050560568,0.4436850594699997,bull|bullish|low_vol|weak_rs|mid_ret|0.65+,,111,1,True,simple_regime_lookup
2023-07-04,2023-06-06,ACB,bull,context_knn_selector,xgboost+20d+predicted_return,0.0517570247777028,0.00520420686213,0.0,-0.0810247808694839,0.0880883559584617,0.1873246939380812,lt_0.50,0.2980925227565095,0.00321813518343998,0.45123619203089144,bull|bullish|low_vol|weak_rs|low_ret|lt_0.50,,111,1,True,simple_regime_lookup
2023-07-04,2023-06-06,DGC,bull,context_knn_selector,xgboost+20d+predicted_return,0.0517570247777028,0.00520420686213,0.0,0.1643429696559906,0.957426905632019,0.7729933814731398,0.65+,0.17603708815430075,0.09236750138577093,0.046095641156242394,bull|bullish|low_vol|weak_rs|high_ret|0.65+,,111,1,True,simple_regime_lookup
2023-07-04,2023-06-06,HPG,bull,context_knn_selector,xgboost+20d+predicted_return,0.0517570247777028,0.00520420686213,0.0,0.0267471745610237,0.9844818115234376,0.4445657517172662,0.65+,0.08004193082819847,0.028980013628876377,0.006491642744982143,bull|bullish|low_vol|weak_rs|mid_ret|0.65+,,111,1,True,simple_regime_lookup
2023-07-04,2023-06-06,MWG,bull,context_knn_selector,xgboost+20d+predicted_return,0.0517570247777028,0.00520420686213,0.0,0.0579123012721538,0.9650914669036864,0.5189538439530319,0.65+,0.15141097948144036,0.06344831367695654,0.016767081457603982,bull|bullish|low_vol|weak_rs|high_ret|0.65+,,111,1,True,simple_regime_lookup
2023-07-05,2023-06-07,ACB,bull,context_knn_selector,xgboost+20d+predicted_return,0.048456900950617,0.005197031349136,0.0,-0.0784662589430809,0.0140025736764073,0.1934316341348148,lt_0.50,0.07367426045054899,0.004912600422934909,0.005769241003547866,bull|bullish|low_vol|weak_rs|low_ret|lt_0.50,,111,1,True,simple_regime_lookup
2023-07-05,2023-06-07,DGC,bull,context_knn_selector,xgboost+20d+predicted_return,0.048456900950617,0.005197031349136,0.0,0.1577441692352295,0.9753684997558594,0.7572426938890691,0.65+,0.11555402865271995,0.09388144101414486,0.011003565423394255,bull|bullish|low_vol|weak_rs|high_ret|0.65+,,111,1,True,simple_regime_lookup
2023-07-05,2023-06-07,HPG,bull,context_knn_selector,xgboost+20d+predicted_return,0.048456900950617,0.005197031349136,0.0,0.0142440991476178,0.8940756916999817,0.4147221404364876,0.65+,0.3379083468759327,0.03486843885290892,0.04361312289613235,bull|bullish|low_vol|weak_rs|mid_ret|0.65+,,111,1,True,simple_regime_lookup
2023-07-05,2023-06-07,MWG,bull,context_knn_selector,xgboost+20d+predicted_return,0.048456900950617,0.005197031349136,0.0,0.0595261789858341,0.9649927616119384,0.5228060113238009,0.65+,0.15173848640334447,0.04685376115050854,0.01534099600443086,bull|bullish|low_vol|weak_rs|high_ret|0.65+,,111,1,True,simple_regime_lookup
2023-07-06,2023-06-08,ACB,bull,context_knn_selector,xgboost+20d+predicted_return,0.0418117148478887,0.0055962901833674,0.0,-0.0806820690631866,0.0186199061572551,0.1881427133125388,lt_0.50,0.09261831358241185,0.005295888722303638,0.007739156096877991,bull|bullish|low_vol|weak_rs|low_ret|lt_0.50,,111,1,True,simple_regime_lookup
2023-07-06,2023-06-08,DGC,bull,context_knn_selector,xgboost+20d+predicted_return,0.0418117148478887,0.0055962901833674,0.0,0.1358111500740051,0.977352738380432,0.7048907343576067,0.65+,0.10817025696845411,0.0645652827375308,0.4583249368867303,bull|bullish|low_vol|weak_rs|high_ret|0.65+,,111,1,True,simple_regime_lookup
2023-07-06,2023-06-08,HPG,bull,context_knn_selector,xgboost+20d+predicted_return,0.0418117148478887,0.0055962901833674,0.0,0.0253772959113121,0.9892380237579346,0.4412959861138374,0.65+,0.05947429328813828,0.03244223950809898,0.004404428112834424,bull|bullish|low_vol|weak_rs|mid_ret|0.65+,,111,1,True,simple_regime_lookup
2023-07-06,2023-06-08,MWG,bull,context_knn_selector,xgboost+20d+predicted_return,0.0418117148478887,0.0055962901833674,0.0,0.0717549994587898,0.954938530921936,0.5519950030358729,0.65+,0.18370888387773376,0.012134767383614083,0.02001337690631793,bull|bullish|low_vol|weak_rs|high_ret|0.65+,,111,1,True,simple_regime_lookup
