ticker,model_name,observations,accuracy,precision,recall,f1,roc_auc,positive_class_precision,true_negative,false_positive,false_negative,true_positive
ACB,cart,42,0.35714285714285715,0.4666666666666667,0.2692307692307692,0.34146341463414637,0.3846153846153846,0.4666666666666667,8,8,19,7
ACB,lightgbm,42,0.38095238095238093,0.0,0.0,0.0,0.4326923076923077,0.0,16,0,26,0
ACB,xgboost,42,0.38095238095238093,0.0,0.0,0.0,0.2980769230769231,0.0,16,0,26,0
DGC,cart,42,0.8095238095238095,0.9411764705882353,0.8421052631578947,0.8888888888888888,0.6710526315789473,0.9411764705882353,2,2,6,32
DGC,lightgbm,42,0.8571428571428571,1.0,0.8421052631578947,0.9142857142857143,0.9276315789473684,1.0,4,0,6,32
DGC,xgboost,42,0.8571428571428571,0.9210526315789473,0.9210526315789473,0.9210526315789473,0.743421052631579,0.9210526315789473,1,3,3,35
HPG,cart,42,0.40476190476190477,0.5714285714285714,0.5517241379310345,0.5614035087719298,0.3143236074270557,0.5714285714285714,1,12,13,16
HPG,lightgbm,42,0.6904761904761905,0.6904761904761905,1.0,0.8169014084507042,0.21750663129973472,0.6904761904761905,0,13,0,29
HPG,xgboost,42,0.6904761904761905,0.6904761904761905,1.0,0.8169014084507042,0.3421750663129973,0.6904761904761905,0,13,0,29
MWG,cart,42,0.6666666666666666,0.8620689655172413,0.7142857142857143,0.78125,0.5714285714285715,0.8620689655172413,3,4,10,25
MWG,lightgbm,42,0.8333333333333334,1.0,0.8,0.8888888888888888,0.9795918367346939,1.0,7,0,7,28
MWG,xgboost,42,0.8571428571428571,0.967741935483871,0.8571428571428571,0.9090909090909091,0.9714285714285713,0.967741935483871,6,1,5,30
OVERALL,cart,168,0.5595238095238095,0.7547169811320755,0.625,0.6837606837606838,0.4875,0.7547169811320755,14,26,48,80
OVERALL,lightgbm,168,0.6904761904761905,0.8725490196078431,0.6953125,0.7739130434782608,0.5884765625,0.8725490196078431,27,13,39,89
OVERALL,xgboost,168,0.6964285714285714,0.8468468468468469,0.734375,0.7866108786610879,0.6169921875,0.8468468468468469,23,17,34,94
