date,ticker,model_name,prediction_date,entry_date,target_date,horizon,horizon_days,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2023-06-30,ACB,cart,2023-06-02,2023-06-05,2023-06-30,20d,20,-0.004402983340690891,0,1,1.0
2023-07-03,ACB,cart,2023-06-05,2023-06-06,2023-07-03,20d,20,0.004707054720243908,1,1,1.0
2023-07-04,ACB,cart,2023-06-06,2023-06-07,2023-07-04,20d,20,0.0021109124599847373,1,1,1.0
2023-07-05,ACB,cart,2023-06-07,2023-06-08,2023-07-05,20d,20,-0.0004852298002742117,0,0,0.0
2023-07-06,ACB,cart,2023-06-08,2023-06-09,2023-07-06,20d,20,-0.004360642950463456,0,0,0.0
2023-07-07,ACB,cart,2023-06-09,2023-06-12,2023-07-07,20d,20,-0.004360642950463456,0,0,0.0
2023-07-10,ACB,cart,2023-06-12,2023-06-13,2023-07-10,20d,20,0.013424518492763715,1,0,0.0
2023-07-11,ACB,cart,2023-06-13,2023-06-14,2023-07-11,20d,20,0.009367805176943245,1,0,0.0
2023-07-12,ACB,cart,2023-06-14,2023-06-15,2023-07-12,20d,20,0.0021767133006826977,1,0,0.0
2023-07-13,ACB,cart,2023-06-15,2023-06-16,2023-07-13,20d,20,0.006716806345224313,1,0,0.0
2023-07-14,ACB,cart,2023-06-16,2023-06-19,2023-07-14,20d,20,0.0021109124599847373,1,0,0.0
2023-07-17,ACB,cart,2023-06-19,2023-06-20,2023-07-17,20d,20,0.009367805176943245,1,0,0.0
2023-07-18,ACB,cart,2023-06-20,2023-06-21,2023-07-18,20d,20,0.011365234870565066,1,0,0.0
2023-07-19,ACB,cart,2023-06-21,2023-06-22,2023-07-19,20d,20,0.0047376776302598955,1,0,0.0
2023-07-20,ACB,cart,2023-06-22,2023-06-23,2023-07-20,20d,20,0.006716806345224313,1,0,0.0
2023-07-21,ACB,cart,2023-06-23,2023-06-26,2023-07-21,20d,20,-0.011437184232592879,0,0,0.0
2023-07-24,ACB,cart,2023-06-26,2023-06-27,2023-07-24,20d,20,-0.028931273706902627,0,1,1.0
2023-07-25,ACB,cart,2023-06-27,2023-06-28,2023-07-25,20d,20,-0.002513986669250734,0,1,1.0
2023-07-26,ACB,cart,2023-06-28,2023-06-29,2023-07-26,20d,20,-0.006975585450921806,0,0,0.0
2023-07-27,ACB,cart,2023-06-29,2023-06-30,2023-07-27,20d,20,0.004653848161234153,1,0,0.0
2023-07-28,ACB,cart,2023-06-30,2023-07-03,2023-07-28,20d,20,-0.000560699052025937,0,0,0.0
2023-07-31,ACB,cart,2023-07-03,2023-07-04,2023-07-31,20d,20,0.03880670898608107,1,0,0.0
2023-08-01,ACB,cart,2023-07-04,2023-07-05,2023-08-01,20d,20,0.03161344620253992,1,0,0.0
2023-08-02,ACB,cart,2023-07-05,2023-07-06,2023-08-02,20d,20,0.04525491947016613,1,0,0.0
2023-08-03,ACB,cart,2023-07-06,2023-07-07,2023-08-03,20d,20,0.07322270935507724,1,0,0.0
2023-08-04,ACB,cart,2023-07-07,2023-07-10,2023-08-04,20d,20,0.11406146638795689,1,0,0.0
2023-08-07,ACB,cart,2023-07-10,2023-07-11,2023-08-07,20d,20,0.05774549460275624,1,1,1.0
2023-08-08,ACB,cart,2023-07-11,2023-07-12,2023-08-08,20d,20,0.046563599929131394,1,0,0.0
2023-08-09,ACB,cart,2023-07-12,2023-07-13,2023-08-09,20d,20,0.04704905886392452,1,0,0.0
2023-08-10,ACB,cart,2023-07-13,2023-07-14,2023-08-10,20d,20,0.030872244302563745,1,1,1.0
2023-08-11,ACB,cart,2023-07-14,2023-07-17,2023-08-11,20d,20,0.030872244302563745,1,1,1.0
2023-08-14,ACB,cart,2023-07-17,2023-07-18,2023-08-14,20d,20,0.04535686580377929,1,1,1.0
2023-08-15,ACB,cart,2023-07-18,2023-07-19,2023-08-15,20d,20,0.03161344620253992,1,1,1.0
2023-08-16,ACB,cart,2023-07-19,2023-07-20,2023-08-16,20d,20,0.0335428977852128,1,0,0.0
2023-08-17,ACB,cart,2023-07-20,2023-07-21,2023-08-17,20d,20,0.024538790399405208,1,0,0.0
2023-08-18,ACB,cart,2023-07-21,2023-07-24,2023-08-18,20d,20,-0.015939055343692332,0,0,0.0
2023-08-21,ACB,cart,2023-07-24,2023-07-25,2023-08-21,20d,20,-0.006975585450921695,0,0,0.0
2023-08-22,ACB,cart,2023-07-25,2023-07-26,2023-08-22,20d,20,-0.017762432126534722,0,1,1.0
2023-08-23,ACB,cart,2023-07-26,2023-07-27,2023-08-23,20d,20,-0.02728023801678159,0,1,1.0
2023-08-24,ACB,cart,2023-07-27,2023-07-28,2023-08-24,20d,20,-0.013349297996166132,0,1,1.0
2023-08-25,ACB,cart,2023-07-28,2023-07-31,2023-08-25,20d,20,-0.031502470927434634,0,1,1.0
2023-08-28,ACB,cart,2023-07-31,2023-08-01,2023-08-28,20d,20,-0.05808713619977135,0,1,1.0
2023-06-30,ACB,lightgbm,2023-06-02,2023-06-05,2023-06-30,20d,20,-0.004402983340690891,0,0,0.02031333607333182
2023-07-03,ACB,lightgbm,2023-06-05,2023-06-06,2023-07-03,20d,20,0.004707054720243908,1,0,0.0641176891241545
2023-07-04,ACB,lightgbm,2023-06-06,2023-06-07,2023-07-04,20d,20,0.0021109124599847373,1,0,0.0031409337760536973
2023-07-05,ACB,lightgbm,2023-06-07,2023-06-08,2023-07-05,20d,20,-0.0004852298002742117,0,0,0.005350654918552934
2023-07-06,ACB,lightgbm,2023-06-08,2023-06-09,2023-07-06,20d,20,-0.004360642950463456,0,0,0.012392117567190376
2023-07-07,ACB,lightgbm,2023-06-09,2023-06-12,2023-07-07,20d,20,-0.004360642950463456,0,0,0.008975231833420702
2023-07-10,ACB,lightgbm,2023-06-12,2023-06-13,2023-07-10,20d,20,0.013424518492763715,1,0,0.021874394845704477
2023-07-11,ACB,lightgbm,2023-06-13,2023-06-14,2023-07-11,20d,20,0.009367805176943245,1,0,0.008721778698440765
2023-07-12,ACB,lightgbm,2023-06-14,2023-06-15,2023-07-12,20d,20,0.0021767133006826977,1,0,0.005648710535779046
2023-07-13,ACB,lightgbm,2023-06-15,2023-06-16,2023-07-13,20d,20,0.006716806345224313,1,0,0.004469368733479636
2023-07-14,ACB,lightgbm,2023-06-16,2023-06-19,2023-07-14,20d,20,0.0021109124599847373,1,0,0.00750271329760056
2023-07-17,ACB,lightgbm,2023-06-19,2023-06-20,2023-07-17,20d,20,0.009367805176943245,1,0,0.0039128892143685265
2023-07-18,ACB,lightgbm,2023-06-20,2023-06-21,2023-07-18,20d,20,0.011365234870565066,1,0,0.004346445051025984
2023-07-19,ACB,lightgbm,2023-06-21,2023-06-22,2023-07-19,20d,20,0.0047376776302598955,1,0,0.009749667720689794
2023-07-20,ACB,lightgbm,2023-06-22,2023-06-23,2023-07-20,20d,20,0.006716806345224313,1,0,0.006341853890354839
2023-07-21,ACB,lightgbm,2023-06-23,2023-06-26,2023-07-21,20d,20,-0.011437184232592879,0,0,0.008539929268762228
2023-07-24,ACB,lightgbm,2023-06-26,2023-06-27,2023-07-24,20d,20,-0.028931273706902627,0,0,0.0045571874724524356
2023-07-25,ACB,lightgbm,2023-06-27,2023-06-28,2023-07-25,20d,20,-0.002513986669250734,0,0,0.015220897408909858
2023-07-26,ACB,lightgbm,2023-06-28,2023-06-29,2023-07-26,20d,20,-0.006975585450921806,0,0,0.006559334401527503
2023-07-27,ACB,lightgbm,2023-06-29,2023-06-30,2023-07-27,20d,20,0.004653848161234153,1,0,0.03302527105759682
2023-07-28,ACB,lightgbm,2023-06-30,2023-07-03,2023-07-28,20d,20,-0.000560699052025937,0,0,0.007872445683547653
2023-07-31,ACB,lightgbm,2023-07-03,2023-07-04,2023-07-31,20d,20,0.03880670898608107,1,0,0.007890247112197114
2023-08-01,ACB,lightgbm,2023-07-04,2023-07-05,2023-08-01,20d,20,0.03161344620253992,1,0,0.0209255298454882
2023-08-02,ACB,lightgbm,2023-07-05,2023-07-06,2023-08-02,20d,20,0.04525491947016613,1,0,0.02458319717580764
2023-08-03,ACB,lightgbm,2023-07-06,2023-07-07,2023-08-03,20d,20,0.07322270935507724,1,0,0.021771806387592713
2023-08-04,ACB,lightgbm,2023-07-07,2023-07-10,2023-08-04,20d,20,0.11406146638795689,1,0,0.021702962071437584
2023-08-07,ACB,lightgbm,2023-07-10,2023-07-11,2023-08-07,20d,20,0.05774549460275624,1,0,0.004776669166561036
2023-08-08,ACB,lightgbm,2023-07-11,2023-07-12,2023-08-08,20d,20,0.046563599929131394,1,0,0.015842584501980433
2023-08-09,ACB,lightgbm,2023-07-12,2023-07-13,2023-08-09,20d,20,0.04704905886392452,1,0,0.016100702643184583
2023-08-10,ACB,lightgbm,2023-07-13,2023-07-14,2023-08-10,20d,20,0.030872244302563745,1,0,0.006621052425707299
2023-08-11,ACB,lightgbm,2023-07-14,2023-07-17,2023-08-11,20d,20,0.030872244302563745,1,0,0.004402266922981519
2023-08-14,ACB,lightgbm,2023-07-17,2023-07-18,2023-08-14,20d,20,0.04535686580377929,1,0,0.008545035489204923
2023-08-15,ACB,lightgbm,2023-07-18,2023-07-19,2023-08-15,20d,20,0.03161344620253992,1,0,0.02304828289456216
2023-08-16,ACB,lightgbm,2023-07-19,2023-07-20,2023-08-16,20d,20,0.0335428977852128,1,0,0.01339902481394699
2023-08-17,ACB,lightgbm,2023-07-20,2023-07-21,2023-08-17,20d,20,0.024538790399405208,1,0,0.014439678387102488
2023-08-18,ACB,lightgbm,2023-07-21,2023-07-24,2023-08-18,20d,20,-0.015939055343692332,0,0,0.0225753700265935
2023-08-21,ACB,lightgbm,2023-07-24,2023-07-25,2023-08-21,20d,20,-0.006975585450921695,0,0,0.017813939221145055
2023-08-22,ACB,lightgbm,2023-07-25,2023-07-26,2023-08-22,20d,20,-0.017762432126534722,0,0,0.032574786148855964
2023-08-23,ACB,lightgbm,2023-07-26,2023-07-27,2023-08-23,20d,20,-0.02728023801678159,0,0,0.006505543555849132
2023-08-24,ACB,lightgbm,2023-07-27,2023-07-28,2023-08-24,20d,20,-0.013349297996166132,0,0,0.025252233271397882
2023-08-25,ACB,lightgbm,2023-07-28,2023-07-31,2023-08-25,20d,20,-0.031502470927434634,0,0,0.013107037822533016
2023-08-28,ACB,lightgbm,2023-07-31,2023-08-01,2023-08-28,20d,20,-0.05808713619977135,0,0,0.05186152973887971
2023-06-30,ACB,xgboost,2023-06-02,2023-06-05,2023-06-30,20d,20,-0.004402983340690891,0,0,0.0328744500875473
2023-07-03,ACB,xgboost,2023-06-05,2023-06-06,2023-07-03,20d,20,0.004707054720243908,1,0,0.1290285736322403
2023-07-04,ACB,xgboost,2023-06-06,2023-06-07,2023-07-04,20d,20,0.0021109124599847373,1,0,0.08808835595846176
2023-07-05,ACB,xgboost,2023-06-07,2023-06-08,2023-07-05,20d,20,-0.0004852298002742117,0,0,0.014002573676407337
2023-07-06,ACB,xgboost,2023-06-08,2023-06-09,2023-07-06,20d,20,-0.004360642950463456,0,0,0.018619906157255173
2023-07-07,ACB,xgboost,2023-06-09,2023-06-12,2023-07-07,20d,20,-0.004360642950463456,0,0,0.02517182007431984
2023-07-10,ACB,xgboost,2023-06-12,2023-06-13,2023-07-10,20d,20,0.013424518492763715,1,0,0.013726876117289066
2023-07-11,ACB,xgboost,2023-06-13,2023-06-14,2023-07-11,20d,20,0.009367805176943245,1,0,0.01488454733043909
2023-07-12,ACB,xgboost,2023-06-14,2023-06-15,2023-07-12,20d,20,0.0021767133006826977,1,0,0.01053265854716301
2023-07-13,ACB,xgboost,2023-06-15,2023-06-16,2023-07-13,20d,20,0.006716806345224313,1,0,0.010662485845386982
2023-07-14,ACB,xgboost,2023-06-16,2023-06-19,2023-07-14,20d,20,0.0021109124599847373,1,0,0.0334685780107975
2023-07-17,ACB,xgboost,2023-06-19,2023-06-20,2023-07-17,20d,20,0.009367805176943245,1,0,0.022586537525057793
2023-07-18,ACB,xgboost,2023-06-20,2023-06-21,2023-07-18,20d,20,0.011365234870565066,1,0,0.01907248981297016
2023-07-19,ACB,xgboost,2023-06-21,2023-06-22,2023-07-19,20d,20,0.0047376776302598955,1,0,0.014088686555624008
2023-07-20,ACB,xgboost,2023-06-22,2023-06-23,2023-07-20,20d,20,0.006716806345224313,1,0,0.013919149525463581
