ticker,model_name,observations,accuracy,precision,recall,f1,roc_auc,positive_class_precision,true_negative,false_positive,false_negative,true_positive
ACB,cart,37,0.8108108108108109,0.8387096774193549,0.9285714285714286,0.8813559322033898,0.6865079365079365,0.8387096774193549,4,5,2,26
ACB,lightgbm,37,0.7837837837837838,0.7941176470588235,0.9642857142857143,0.8709677419354839,0.873015873015873,0.7941176470588235,2,7,1,27
ACB,xgboost,37,0.8108108108108109,0.8181818181818182,0.9642857142857143,0.8852459016393442,0.8214285714285715,0.8181818181818182,3,6,1,27
DGC,cart,37,0.10810810810810811,0.10810810810810811,1.0,0.1951219512195122,0.5,0.10810810810810811,0,33,0,4
DGC,lightgbm,37,0.10810810810810811,0.10810810810810811,1.0,0.1951219512195122,0.23484848484848486,0.10810810810810811,0,33,0,4
DGC,xgboost,37,0.10810810810810811,0.10810810810810811,1.0,0.1951219512195122,0.303030303030303,0.10810810810810811,0,33,0,4
HPG,cart,37,0.7027027027027027,0.8461538461538461,0.7586206896551724,0.8,0.6293103448275862,0.8461538461538461,4,4,7,22
HPG,lightgbm,37,0.7837837837837838,0.7837837837837838,1.0,0.8787878787878788,0.8232758620689655,0.7837837837837838,0,8,0,29
HPG,xgboost,37,0.8108108108108109,0.8055555555555556,1.0,0.8923076923076924,0.8405172413793104,0.8055555555555556,1,7,0,29
MWG,cart,37,0.6756756756756757,0.6,0.42857142857142855,0.5,0.6273291925465838,0.6,19,4,8,6
MWG,lightgbm,37,0.7027027027027027,1.0,0.21428571428571427,0.35294117647058826,0.7670807453416149,1.0,23,0,11,3
MWG,xgboost,37,0.6486486486486487,0.5454545454545454,0.42857142857142855,0.48,0.6242236024844721,0.5454545454545454,18,5,8,6
OVERALL,cart,148,0.5743243243243243,0.5576923076923077,0.7733333333333333,0.6480446927374302,0.5715981735159817,0.5576923076923077,27,46,17,58
OVERALL,lightgbm,148,0.5945945945945946,0.5675675675675675,0.84,0.6774193548387096,0.45753424657534253,0.5675675675675675,25,48,12,63
OVERALL,xgboost,148,0.5945945945945946,0.5641025641025641,0.88,0.6875,0.47178082191780824,0.5641025641025641,22,51,9,66
