step_size,ticker,horizon,model_name,total_return,cagr,sharpe,sortino,max_drawdown,turnover,win_rate,observations
1,ACB,long_3m,cart,1880.967919060645,435.80906006853394,6.019559412385989,18.377971036123338,-0.7749936650866404,21.0,0.6,243
1,ACB,long_3m,stacking_final,-0.9889412515049117,-0.9735359093874458,-5.772659770040659,-7.991012907920608,-0.9964978069315356,3.0,0.1523809523809524,243
1,ACB,long_6m,cart,7.38574202022415,4.5544819331179935,3.1339230935407,907.3305956062892,-0.11900588578979754,8.0,0.8,180
1,ACB,long_6m,stacking_final,-0.9516345827631872,-0.9130335292013151,-4.577903431747429,-5.535825236988263,-0.9812845497197042,1.0,0.3,180
1,ACB,short_10d,cart,0.1940208963215584,0.15370308521294196,0.5645124773066282,0.6630126188556802,-0.7106898340007944,38.0,0.45918367346938777,296
1,ACB,short_10d,stacking_final,0.1647517113911967,0.13084579045264655,0.5237491008473399,0.7427013603626696,-0.8372074852826933,5.0,0.5221674876847291,296
1,ACB,short_20d,cart,0.06673983482868073,0.05347282582896895,0.36025394192607585,0.4235299569232889,-0.7570596945146328,51.0,0.46017699115044247,286
1,ACB,short_20d,stacking_final,-0.7174263644762986,-0.6390457447513441,-0.8911490498508304,-1.730772096723534,-0.9551900746377132,5.0,0.32098765432098764,286
1,ACB,short_30d,cart,-0.6712822702660304,-0.5922268288652222,-2.039553380374929,-2.1703865542396144,-0.825273294616147,22.0,0.36363636363636365,276
1,ACB,short_30d,stacking_final,-0.9423910620236712,-0.8998632129455064,-2.8628326860880464,-5.554775400713323,-0.9797429100135779,5.0,0.3,276
1,ACB,short_5d,cart,0.5569270579000518,0.42897373980598696,1.3044826833487186,0.905156372701654,-0.3713277198938617,59.0,0.5897435897435898,301
1,ACB,short_5d,stacking_final,0.2520453241313645,0.1986991749315412,0.6362837125019829,1.0236059971811535,-0.6442969735593387,7.0,0.49162011173184356,301
1,DGC,long_3m,cart,-0.9165244887235793,-0.8649600162478457,-1.5450179888352835,-1.2177393489342685,-0.9599303723810028,6.0,0.26666666666666666,243
1,DGC,long_3m,stacking_final,-0.999999999999897,-0.9999999997888926,-15.269292966915883,-19.760912839454083,-0.999999999999897,7.0,0.013793103448275862,243
1,DGC,long_6m,cart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180
1,DGC,long_6m,stacking_final,-0.9999999912181126,-0.9999996807107796,-9.377817646378787,-16.238103932351155,-0.9999999912181126,1.0,0.0,180
1,DGC,short_10d,cart,-0.6604716309963424,-0.5814480093136412,-0.48778241264680533,-0.27829943421175257,-0.9542692040011789,34.0,0.5567010309278351,296
1,DGC,short_10d,stacking_final,-0.9997309470845257,-0.9986774598175499,-4.414741926394457,-3.926709147297197,-0.9997529020508078,7.0,0.416289592760181,296
1,DGC,short_20d,cart,-0.9959230744737748,-0.9881632658831949,-2.995996992805249,-2.059461775838646,-0.9994821210061623,34.0,0.4065934065934066,286
1,DGC,short_20d,stacking_final,-0.9994464044297122,-0.9976337303293473,-3.4914136242715883,-2.7190036386310363,-0.9994464044297122,19.0,0.46153846153846156,286
1,DGC,short_30d,cart,0.722428393699351,0.5502387817513583,1.0327125634046894,1.014916701171768,-0.9335876022681069,24.0,0.5307692307692308,276
1,DGC,short_30d,stacking_final,-0.9999997469259624,-0.9999952016123761,-6.764041380169761,-7.569350359201675,-0.9999997469259624,3.0,0.27647058823529413,276
1,DGC,short_5d,cart,-0.934244618431109,-0.8885941014626761,-2.508307794412021,-1.5346216055043143,-0.9378653758720825,26.0,0.42391304347826086,301
1,DGC,short_5d,stacking_final,-0.9499431672199983,-0.9105895028520883,-2.769723264975332,-2.5502120495239393,-0.9528025373259887,13.0,0.3869047619047619,301
1,FPT,long_3m,cart,-0.022354213073391915,-0.018063384788843506,0.231173909310072,0.26516229456304,-0.7709973189886292,14.0,0.3617021276595745,243
1,FPT,long_3m,stacking_final,-0.9942442015001327,-0.9843687965998608,-4.672662182541926,-4.327802408329499,-0.9942442015001327,1.0,0.3142857142857143,243
1,FPT,long_6m,cart,-0.9642613727847652,-0.9318591544825765,-5.844633319155087,-4.439426367891857,-0.9642613727847652,7.0,0.06060606060606061,180
1,FPT,long_6m,stacking_final,-0.9999238320354946,-0.9995219112761905,-9.5732008277294,-9.644948147224415,-0.9999238320354946,9.0,0.09090909090909091,180
1,FPT,short_10d,cart,-0.9831633364869448,-0.9628596912614762,-3.92289409998561,-4.793621649965726,-0.9831633364869448,25.0,0.31382978723404253,296
1,FPT,short_10d,stacking_final,-0.9984750409595395,-0.994643448068028,-6.402267171354584,-7.85191841500441,-0.9984750409595395,9.0,0.23737373737373738,296
1,FPT,short_20d,cart,-0.7351421048870789,-0.6574055781361552,-0.6928171758570751,-0.5831364494192507,-0.9778622358152727,30.0,0.5,286
1,FPT,short_20d,stacking_final,-0.9999153103253222,-0.9994792314339745,-5.722130541753107,-6.706459599762998,-0.9999153103253222,9.0,0.31413612565445026,286
1,FPT,short_30d,cart,-0.9182566524896958,-0.8672239488712278,-1.5988504166521118,-1.2986159094150742,-0.9674921892533069,25.0,0.5,276
1,FPT,short_30d,stacking_final,-0.9999562313375704,-0.9996941507112683,-5.997029041375578,-6.152647659933112,-0.9999562313375704,3.0,0.32335329341317365,276
1,FPT,short_5d,cart,-0.7191212235264858,-0.6407923668863322,-1.5883954874439536,-1.7550062912378752,-0.7254575552793421,63.0,0.4161073825503356,301
1,FPT,short_5d,stacking_final,-0.9077625303160841,-0.8536429212881921,-3.334755969879626,-4.185058551063082,-0.909843311268277,9.0,0.3611111111111111,301
1,MSN,long_3m,cart,86818.21903042693,9592.199188390752,6.492408050460222,19.991253174617125,-0.981892967359183,5.0,0.588957055214724,243
1,MSN,long_3m,stacking_final,-0.9935823881314187,-0.982935086631442,-3.2858928983523894,-6.379889757075844,-0.9909668604315,2.0,0.21568627450980393,243
1,MSN,long_6m,cart,2324696985.9344997,35646799.25633642,14.09307831134247,44.22207389710666,-0.9616574693522264,0.0,0.8044692737430168,180
1,MSN,long_6m,stacking_final,1925001928.762447,30616596.129834913,13.95288503534906,43.852303054181434,-0.9616574693522264,2.0,0.8033707865168539,180
1,MSN,short_10d,cart,0.43353790289209404,0.3369383323525832,0.7981743482223778,0.7214580655960006,-0.8603397138911268,40.0,0.559748427672956,296
1,MSN,short_10d,stacking_final,-0.834280500148668,-0.7652596944651224,-1.4942546957832605,-1.6207708333368611,-0.8779391441620735,8.0,0.463302752293578,296
1,MSN,short_20d,cart,2.849325043534898,1.964766886174615,2.2814822227073317,1.8828390995894153,-0.6246299502354604,23.0,0.6630434782608695,286
1,MSN,short_20d,stacking_final,-0.9430444496956266,-0.900779951965277,-1.9087884898341938,-2.2149439565635305,-0.9641791821959588,6.0,0.45933014354066987,286
