step_size,ticker,horizon,model_name,total_return,cagr,sharpe,sortino,max_drawdown,turnover,win_rate,observations,model_name_buy_and_hold,total_return_buy_and_hold,cagr_buy_and_hold,sharpe_buy_and_hold,sortino_buy_and_hold,max_drawdown_buy_and_hold,turnover_buy_and_hold,win_rate_buy_and_hold,observations_buy_and_hold,beats_buy_and_hold_total_return
1,ACB,long_3m,cart,1880.967919060645,435.80906006853394,6.019559412385989,18.377971036123338,-0.7749936650866404,21.0,0.6,243,buy_and_hold,1359631.583837453,88169.84495940105,4.739609293575817,17.305797278401567,-0.9999877346437112,0.0,0.3991769547325103,486,False
1,ACB,long_3m,stacking_final,-0.9889412515049117,-0.9735359093874458,-5.772659770040659,-7.991012907920608,-0.9964978069315356,3.0,0.1523809523809524,243,buy_and_hold,1359631.583837453,88169.84495940105,4.739609293575817,17.305797278401567,-0.9999877346437112,0.0,0.3991769547325103,486,False
1,ACB,long_6m,cart,7.38574202022415,4.5544819331179935,3.1339230935407,907.3305956062892,-0.11900588578979754,8.0,0.8,180,buy_and_hold,1.0400787382531016e+16,8211501879936.299,13.8246393416672,42.343171713717965,-0.9996497319208058,0.0,0.8055555555555556,360,False
1,ACB,long_6m,stacking_final,-0.9516345827631872,-0.9130335292013151,-4.577903431747429,-5.535825236988263,-0.9812845497197042,1.0,0.3,180,buy_and_hold,1.0400787382531016e+16,8211501879936.299,13.8246393416672,42.343171713717965,-0.9996497319208058,0.0,0.8055555555555556,360,False
1,ACB,short_10d,cart,0.1940208963215584,0.15370308521294196,0.5645124773066282,0.6630126188556802,-0.7106898340007944,38.0,0.45918367346938777,296,buy_and_hold,9.505958081695177,5.661542174707502,1.698262577315604,2.7349220563456376,-0.9734985971520155,0.0,0.5620689655172414,592,False
1,ACB,short_10d,stacking_final,0.1647517113911967,0.13084579045264655,0.5237491008473399,0.7427013603626696,-0.8372074852826933,5.0,0.5221674876847291,296,buy_and_hold,9.505958081695177,5.661542174707502,1.698262577315604,2.7349220563456376,-0.9734985971520155,0.0,0.5620689655172414,592,False
1,ACB,short_20d,cart,0.06673983482868073,0.05347282582896895,0.36025394192607585,0.4235299569232889,-0.7570596945146328,51.0,0.46017699115044247,286,buy_and_hold,77.15398048845731,32.59465432309621,2.3452464526062125,4.625388960109852,-0.9979920705890263,0.0,0.5159010600706714,572,False
1,ACB,short_20d,stacking_final,-0.7174263644762986,-0.6390457447513441,-0.8911490498508304,-1.730772096723534,-0.9551900746377132,5.0,0.32098765432098764,286,buy_and_hold,77.15398048845731,32.59465432309621,2.3452464526062125,4.625388960109852,-0.9979920705890263,0.0,0.5159010600706714,572,False
1,ACB,short_30d,cart,-0.6712822702660304,-0.5922268288652222,-2.039553380374929,-2.1703865542396144,-0.825273294616147,22.0,0.36363636363636365,276,buy_and_hold,722.645812667646,201.1209070078919,2.971079262226609,8.01106179285253,-0.999589650305282,0.0,0.5255474452554745,552,False
1,ACB,short_30d,stacking_final,-0.9423910620236712,-0.8998632129455064,-2.8628326860880464,-5.554775400713323,-0.9797429100135779,5.0,0.3,276,buy_and_hold,722.645812667646,201.1209070078919,2.971079262226609,8.01106179285253,-0.999589650305282,0.0,0.5255474452554745,552,False
1,ACB,short_5d,cart,0.5569270579000518,0.42897373980598696,1.3044826833487186,0.905156372701654,-0.3713277198938617,59.0,0.5897435897435898,301,buy_and_hold,2.3998104634513133,1.6823000280748142,1.192852266982641,1.6794123736557742,-0.873475356980954,0.0,0.53125,602,False
1,ACB,short_5d,stacking_final,0.2520453241313645,0.1986991749315412,0.6362837125019829,1.0236059971811535,-0.6442969735593387,7.0,0.49162011173184356,301,buy_and_hold,2.3998104634513133,1.6823000280748142,1.192852266982641,1.6794123736557742,-0.873475356980954,0.0,0.53125,602,False
1,DGC,long_3m,cart,-0.9165244887235793,-0.8649600162478457,-1.5450179888352835,-1.2177393489342685,-0.9599303723810028,6.0,0.26666666666666666,243,buy_and_hold,-1.0,-0.9999999997888926,-10.193137817988962,-16.64780053254024,-1.0,0.0,0.2345679012345679,486,True
1,DGC,long_3m,stacking_final,-0.999999999999897,-0.9999999997888926,-15.269292966915883,-19.760912839454083,-0.999999999999897,7.0,0.013793103448275862,243,buy_and_hold,-1.0,-0.9999999997888926,-10.193137817988962,-16.64780053254024,-1.0,0.0,0.2345679012345679,486,True
1,DGC,long_6m,cart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,buy_and_hold,-1.0,-0.9999999997888926,-12.535660345907113,-15.426098369294905,-1.0,0.0,0.24444444444444444,360,True
1,DGC,long_6m,stacking_final,-0.9999999912181126,-0.9999996807107796,-9.377817646378787,-16.238103932351155,-0.9999999912181126,1.0,0.0,180,buy_and_hold,-1.0,-0.9999999997888926,-12.535660345907113,-15.426098369294905,-1.0,0.0,0.24444444444444444,360,True
1,DGC,short_10d,cart,-0.6604716309963424,-0.5814480093136412,-0.48778241264680533,-0.27829943421175257,-0.9542692040011789,34.0,0.5567010309278351,296,buy_and_hold,-0.9999989240690953,-0.9999845872856552,-3.221014497791046,-3.2877361400322713,-0.9999988574364292,0.0,0.47440273037542663,592,True
1,DGC,short_10d,stacking_final,-0.9997309470845257,-0.9986774598175499,-4.414741926394457,-3.926709147297197,-0.9997529020508078,7.0,0.416289592760181,296,buy_and_hold,-0.9999989240690953,-0.9999845872856552,-3.221014497791046,-3.2877361400322713,-0.9999988574364292,0.0,0.47440273037542663,592,True
1,DGC,short_20d,cart,-0.9959230744737748,-0.9881632658831949,-2.995996992805249,-2.059461775838646,-0.9994821210061623,34.0,0.4065934065934066,286,buy_and_hold,-0.9999999991492767,-0.999999951385435,-3.916334997465831,-4.419003359758687,-0.999999999109567,0.0,0.4471830985915493,572,True
1,DGC,short_20d,stacking_final,-0.9994464044297122,-0.9976337303293473,-3.4914136242715883,-2.7190036386310363,-0.9994464044297122,19.0,0.46153846153846156,286,buy_and_hold,-0.9999999991492767,-0.999999951385435,-3.916334997465831,-4.419003359758687,-0.999999999109567,0.0,0.4471830985915493,572,True
1,DGC,short_30d,cart,0.722428393699351,0.5502387817513583,1.0327125634046894,1.014916701171768,-0.9335876022681069,24.0,0.5307692307692308,276,buy_and_hold,-0.9999999999994271,-0.9999999997888926,-5.08032358295867,-6.570998765114386,-0.9999999999993944,0.0,0.4124087591240876,552,True
1,DGC,short_30d,stacking_final,-0.9999997469259624,-0.9999952016123761,-6.764041380169761,-7.569350359201675,-0.9999997469259624,3.0,0.27647058823529413,276,buy_and_hold,-0.9999999999994271,-0.9999999997888926,-5.08032358295867,-6.570998765114386,-0.9999999999993944,0.0,0.4124087591240876,552,True
1,DGC,short_5d,cart,-0.934244618431109,-0.8885941014626761,-2.508307794412021,-1.5346216055043143,-0.9378653758720825,26.0,0.42391304347826086,301,buy_and_hold,-0.9994403146508094,-0.9976127648771512,-2.4186874363992943,-2.603714268176964,-0.9994183695746056,0.0,0.45484949832775917,602,True
1,DGC,short_5d,stacking_final,-0.9499431672199983,-0.9105895028520883,-2.769723264975332,-2.5502120495239393,-0.9528025373259887,13.0,0.3869047619047619,301,buy_and_hold,-0.9994403146508094,-0.9976127648771512,-2.4186874363992943,-2.603714268176964,-0.9994183695746056,0.0,0.45484949832775917,602,True
1,FPT,long_3m,cart,-0.022354213073391915,-0.018063384788843506,0.231173909310072,0.26516229456304,-0.7709973189886292,14.0,0.3617021276595745,243,buy_and_hold,-0.999999999999995,-0.9999999997888926,-8.217556547515027,-11.601246850062793,-0.9999999999999929,0.0,0.31275720164609055,486,True
1,FPT,long_3m,stacking_final,-0.9942442015001327,-0.9843687965998608,-4.672662182541926,-4.327802408329499,-0.9942442015001327,1.0,0.3142857142857143,243,buy_and_hold,-0.999999999999995,-0.9999999997888926,-8.217556547515027,-11.601246850062793,-0.9999999999999929,0.0,0.31275720164609055,486,True
1,FPT,long_6m,cart,-0.9642613727847652,-0.9318591544825765,-5.844633319155087,-4.439426367891857,-0.9642613727847652,7.0,0.06060606060606061,180,buy_and_hold,-1.0,-0.9999999997888926,-19.041014734639447,-21.640932855821443,-0.9999999999999999,0.0,0.07222222222222222,360,True
1,FPT,long_6m,stacking_final,-0.9999238320354946,-0.9995219112761905,-9.5732008277294,-9.644948147224415,-0.9999238320354946,9.0,0.09090909090909091,180,buy_and_hold,-1.0,-0.9999999997888926,-19.041014734639447,-21.640932855821443,-0.9999999999999999,0.0,0.07222222222222222,360,True
1,FPT,short_10d,cart,-0.9831633364869448,-0.9628596912614762,-3.92289409998561,-4.793621649965726,-0.9831633364869448,25.0,0.31382978723404253,296,buy_and_hold,-0.999967870215119,-0.9997616262351345,-4.163613307631105,-6.264981871620711,-0.9999710879048751,0.0,0.3436426116838488,592,True
