model_name,bucket_family,signal_bucket,observations,coverage_ratio,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
cart,combined_signal,moderate_positive,0,0.0,,,,,,0.0,
cart,combined_signal,reject,60,0.40540540540540543,0.033593390506358026,0.02947253664638875,0.7,0.6833333333333333,0.6833333333333333,0.36283185840707965,0.8949852507374632
cart,combined_signal,strong_or_moderate_positive,43,0.2905405405405405,0.02597346199195374,0.0202020202020203,0.8837209302325582,0.6976744186046512,0.6976744186046512,0.26548672566371684,0.9137682650751184
cart,combined_signal,strong_positive,43,0.2905405405405405,0.02597346199195374,0.0202020202020203,0.8837209302325582,0.6976744186046512,0.6976744186046512,0.26548672566371684,0.9137682650751184
cart,combined_signal,weak_or_uncertain,45,0.30405405405405406,0.08270282461523594,0.1008141762452108,0.9777777777777777,0.9333333333333333,0.9333333333333333,0.37168141592920356,1.2224188790560473
cart,predicted_return_only,moderate_positive,4,0.02702702702702703,0.06358731592202448,0.0800491882784375,0.75,0.75,0.75,0.02654867256637168,0.9823008849557523
cart,predicted_return_only,reject,87,0.5878378378378378,0.04816682386253445,0.0548795036984013,0.7931034482758621,0.7586206896551724,0.7586206896551724,0.584070796460177,0.9935916997253585
cart,predicted_return_only,strong_or_moderate_positive,61,0.41216216216216217,0.043665175863616575,0.0324582338902148,0.9016393442622951,0.7704918032786885,0.7704918032786885,0.415929203539823,1.0091397069490788
cart,predicted_return_only,strong_positive,57,0.38513513513513514,0.04226713094723708,0.0312934631432546,0.9122807017543859,0.7719298245614035,0.7719298245614035,0.3893805309734513,1.0110231330538737
cart,predicted_return_only,weak_or_uncertain,0,0.0,,,,,,0.0,
cart,profit_probability_only,moderate_positive,0,0.0,,,,,,0.0,
cart,profit_probability_only,reject,78,0.527027027027027,0.0456707729795908,0.0525588474627187,0.7564102564102564,0.7435897435897436,0.7435897435897436,0.5132743362831859,0.9739051508963014
cart,profit_probability_only,strong_or_moderate_positive,70,0.47297297297297297,0.04702527301875754,0.03597626340511525,0.9285714285714286,0.7857142857142857,0.7857142857142857,0.48672566371681414,1.0290771175726927
cart,profit_probability_only,strong_positive,70,0.47297297297297297,0.04702527301875754,0.03597626340511525,0.9285714285714286,0.7857142857142857,0.7857142857142857,0.48672566371681414,1.0290771175726927
cart,profit_probability_only,weak_or_uncertain,0,0.0,,,,,,0.0,
lightgbm,combined_signal,moderate_positive,0,0.0,,,,,,0.0,
lightgbm,combined_signal,reject,108,0.7297297297297297,0.05291894677857071,0.0562567871947217,0.8055555555555556,0.7870370370370371,0.7870370370370371,0.7522123893805309,1.0308095706325795
lightgbm,combined_signal,strong_or_moderate_positive,37,0.25,0.021255147788654716,0.0164968461911694,0.918918918918919,0.6756756756756757,0.6756756756756757,0.22123893805309736,0.8849557522123894
lightgbm,combined_signal,strong_positive,37,0.25,0.021255147788654716,0.0164968461911694,0.918918918918919,0.6756756756756757,0.6756756756756757,0.22123893805309736,0.8849557522123894
lightgbm,combined_signal,weak_or_uncertain,3,0.02027027027027027,0.11746756115175006,0.1286173633440515,1.0,1.0,1.0,0.02654867256637168,1.3097345132743363
lightgbm,predicted_return_only,moderate_positive,0,0.0,,,,,,0.0,
lightgbm,predicted_return_only,reject,111,0.75,0.054663503923791774,0.0611888111888112,0.8108108108108109,0.7927927927927928,0.7927927927927928,0.7787610619469026,1.0383480825958702
lightgbm,predicted_return_only,strong_or_moderate_positive,37,0.25,0.021255147788654716,0.0164968461911694,0.918918918918919,0.6756756756756757,0.6756756756756757,0.22123893805309736,0.8849557522123894
lightgbm,predicted_return_only,strong_positive,37,0.25,0.021255147788654716,0.0164968461911694,0.918918918918919,0.6756756756756757,0.6756756756756757,0.22123893805309736,0.8849557522123894
lightgbm,predicted_return_only,weak_or_uncertain,0,0.0,,,,,,0.0,
lightgbm,profit_probability_only,moderate_positive,1,0.006756756756756757,0.1348242811501598,0.1348242811501598,1.0,1.0,1.0,0.008849557522123894,1.3097345132743363
lightgbm,profit_probability_only,reject,108,0.7297297297297297,0.05291894677857071,0.0562567871947217,0.8055555555555556,0.7870370370370371,0.7870370370370371,0.7522123893805309,1.0308095706325795
lightgbm,profit_probability_only,strong_or_moderate_positive,40,0.2702702702702703,0.02847107879088686,0.0191400205672327,0.925,0.7,0.7,0.24778761061946902,0.9168141592920354
lightgbm,profit_probability_only,strong_positive,39,0.2635135135135135,0.025744073602187563,0.0180780209324451,0.9230769230769231,0.6923076923076923,0.6923076923076923,0.23893805309734514,0.9067392784206944
lightgbm,profit_probability_only,weak_or_uncertain,0,0.0,,,,,,0.0,
xgboost,combined_signal,moderate_positive,0,0.0,,,,,,0.0,
xgboost,combined_signal,reject,108,0.7297297297297297,0.053286923002200844,0.0562567871947217,0.8055555555555556,0.7870370370370371,0.7870370370370371,0.7522123893805309,1.0308095706325795
