ticker,model_name,observations,mae,rmse,mape,directional_accuracy,naive_mae,naive_rmse,naive_mape,naive_directional_accuracy,momentum_mae,momentum_rmse,momentum_mape,momentum_directional_accuracy,beats_naive_baseline,beats_baseline_mae,beats_baseline_rmse,beats_baseline_mape,beats_baseline_directional_accuracy,wins_vs_naive_baseline
ACB,cart,65,0.03431134231688189,0.03949983144195022,143.50674139422793,0.4153846153846154,0.03149974679824017,0.03773970923452912,100.0,0.0,0.05320667665413034,0.06585911589636072,249.23402988204603,0.3076923076923077,False,False,False,False,True,1
ACB,lightgbm,65,0.02217954497157856,0.028560078919229074,121.92300660409636,0.7692307692307693,0.03149974679824017,0.03773970923452912,100.0,0.0,0.05320667665413034,0.06585911589636072,249.23402988204603,0.3076923076923077,True,True,True,False,True,3
ACB,momentum_continuation,195,0.05320667665413033,0.06585911589636072,249.2340298820461,0.3076923076923077,0.03149974679824017,0.03773970923452912,100.0,0.0,,,,,False,False,False,False,True,1
ACB,naive_flat_return,195,0.03149974679824017,0.03773970923452912,100.0,0.0,,,,,,,,,False,False,False,False,False,0
ACB,xgboost,65,0.02404341359833953,0.030209967673092263,108.9415501018844,0.6153846153846154,0.03149974679824017,0.03773970923452912,100.0,0.0,0.05320667665413034,0.06585911589636072,249.23402988204603,0.3076923076923077,True,True,True,False,True,3
DGC,cart,65,0.20629183948852603,0.24215076421403414,843.507586598785,0.5846153846153846,0.15613607154445336,0.19084321620332806,100.0,0.0,0.2520263489243289,0.2880800291558943,747.0048740236178,0.3384615384615385,False,False,False,False,True,1
DGC,lightgbm,65,0.17634173592156419,0.21251675587109425,571.137220560098,0.5230769230769231,0.15613607154445336,0.19084321620332806,100.0,0.0,0.2520263489243289,0.2880800291558943,747.0048740236178,0.3384615384615385,False,False,False,False,True,1
DGC,momentum_continuation,195,0.2520263489243289,0.2880800291558943,747.0048740236178,0.3384615384615385,0.15613607154445336,0.19084321620332806,100.0,0.0,,,,,False,False,False,False,True,1
DGC,naive_flat_return,195,0.15613607154445336,0.19084321620332806,100.0,0.0,,,,,,,,,False,False,False,False,False,0
DGC,xgboost,65,0.17133549451516392,0.20265092686944836,503.37696328739196,0.46153846153846156,0.15613607154445336,0.19084321620332806,100.0,0.0,0.2520263489243289,0.2880800291558943,747.0048740236178,0.3384615384615385,False,False,False,False,True,1
HPG,cart,65,0.06601165738049715,0.07477132022796387,377.6081135653285,0.23076923076923078,0.03419420203516251,0.044093918197241795,100.0,0.046153846153846156,0.05769160735285632,0.07181616684670916,224.59933583581596,0.2153846153846154,False,False,False,False,True,1
HPG,lightgbm,65,0.05093742373946169,0.06518520904969108,245.4678423124561,0.49230769230769234,0.03419420203516251,0.044093918197241795,100.0,0.046153846153846156,0.05769160735285632,0.07181616684670916,224.59933583581596,0.2153846153846154,False,False,False,False,True,1
HPG,momentum_continuation,195,0.05769160735285632,0.07181616684670916,224.5993358358159,0.2153846153846154,0.03419420203516251,0.044093918197241795,100.0,0.046153846153846156,,,,,False,False,False,False,True,1
HPG,naive_flat_return,195,0.03419420203516251,0.044093918197241795,100.0,0.046153846153846156,,,,,,,,,False,False,False,False,False,0
HPG,xgboost,65,0.058518398783939274,0.07104156920805323,296.4155678200788,0.4,0.03419420203516251,0.044093918197241795,100.0,0.046153846153846156,0.05769160735285632,0.07181616684670916,224.59933583581596,0.2153846153846154,False,False,False,False,True,1
MWG,cart,65,0.1027633238990864,0.12094356349168028,355.3550150756714,0.5846153846153846,0.06601128114880116,0.07947071796063303,100.0,0.0,0.09339740732190235,0.116797770549462,218.09556167407368,0.46153846153846156,False,False,False,False,True,1
MWG,lightgbm,65,0.11789729180785473,0.13600931417422457,376.04613669464965,0.47692307692307695,0.06601128114880116,0.07947071796063303,100.0,0.0,0.09339740732190235,0.116797770549462,218.09556167407368,0.46153846153846156,False,False,False,False,True,1
MWG,momentum_continuation,195,0.09339740732190234,0.116797770549462,218.09556167407368,0.46153846153846156,0.06601128114880116,0.07947071796063303,100.0,0.0,,,,,False,False,False,False,True,1
MWG,naive_flat_return,195,0.06601128114880116,0.07947071796063303,100.0,0.0,,,,,,,,,False,False,False,False,False,0
MWG,xgboost,65,0.11534383154518643,0.13274997660883595,368.1858661559503,0.47692307692307695,0.06601128114880116,0.07947071796063303,100.0,0.0,0.09339740732190235,0.116797770549462,218.09556167407368,0.46153846153846156,False,False,False,False,True,1
OVERALL,cart,260,0.10234454077124787,0.14178798007243248,430.60587681134183,0.45384615384615384,0.0719603253816643,0.10736070912943496,100.0,0.011538461538461539,0.11408051006330447,0.16288554829311158,361.31089137939114,0.33076923076923076,False,False,False,False,True,1
OVERALL,lightgbm,260,0.0918389991101148,0.13107888336307427,329.61447421866586,0.5653846153846154,0.0719603253816643,0.10736070912943496,100.0,0.011538461538461539,0.11408051006330447,0.16288554829311158,361.31089137939114,0.33076923076923076,False,False,False,False,True,1
OVERALL,momentum_continuation,780,0.11408051006330447,0.16288554829311155,361.31089137939114,0.33076923076923076,0.07196032538166432,0.10736070912943495,100.0,0.011538461538461539,,,,,False,False,False,False,True,1
OVERALL,naive_flat_return,780,0.07196032538166432,0.10736070912943495,100.0,0.011538461538461539,,,,,,,,,False,False,False,False,False,0
OVERALL,xgboost,260,0.09231028461065728,0.12713133086796985,319.4963030166717,0.48846153846153845,0.0719603253816643,0.10736070912943496,100.0,0.011538461538461539,0.11408051006330447,0.16288554829311158,361.31089137939114,0.33076923076923076,False,False,False,False,True,1
