ticker,model_name,observations,mae,rmse,mape,directional_accuracy
ACB,cart,37,0.0814801167403263,0.09245682576267895,485.3933801535975,0.7837837837837838
ACB,lightgbm,37,0.05081671766998153,0.06081888323110931,223.51585596352118,0.8108108108108109
ACB,xgboost,37,0.049118783220023665,0.056006109080727486,257.68197292280183,0.8108108108108109
DGC,cart,37,0.33624216235730114,0.34293209354823806,4577.777698073089,0.13513513513513514
DGC,lightgbm,37,0.3905617923533934,0.3945057351563155,5912.508488288971,0.13513513513513514
DGC,xgboost,37,0.3881807573815963,0.39215083574422643,5738.962435041529,0.13513513513513514
HPG,cart,37,0.11382436355638491,0.12853872766965427,419.66858808157326,0.6216216216216216
HPG,lightgbm,37,0.07082381281416163,0.08476319020280668,315.4157580562914,0.7837837837837838
HPG,xgboost,37,0.07160334612758365,0.08397525885181188,305.1158230117595,0.7837837837837838
MWG,cart,37,0.1146915247672991,0.1356281395288066,425.16370313605086,0.4864864864864865
MWG,lightgbm,37,0.05291427654021033,0.06594277220851716,224.59788450861217,0.7837837837837838
MWG,xgboost,37,0.05523244739582745,0.07043748546692823,110.4885563759886,0.6756756756756757
OVERALL,cart,148,0.1615595418553278,0.2006663164051623,1477.000842361078,0.5067567567567568
OVERALL,lightgbm,148,0.1412791498444367,0.20668028404313618,1669.009496704349,0.6283783783783784
OVERALL,xgboost,148,0.14103383353125776,0.20550684032860694,1603.0621968380196,0.6013513513513513
