model_name,bucket_family,signal_bucket,observations,coverage_ratio,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
cart,combined_signal,moderate_positive,2,0.011904761904761904,0.1361086396054309,0.1361086396054309,1.0,1.0,1.0,0.015625,1.3125
cart,combined_signal,reject,39,0.23214285714285715,0.035372925569317794,0.0164581961816985,0.8205128205128205,0.6666666666666666,0.6666666666666666,0.203125,0.875
cart,combined_signal,strong_or_moderate_positive,52,0.30952380952380953,0.0857034073187563,0.10237642735259586,0.7884615384615384,0.7692307692307693,0.7692307692307693,0.3125,1.0096153846153848
cart,combined_signal,strong_positive,50,0.2976190476190476,0.08368719802728931,0.10237642735259586,0.78,0.76,0.76,0.296875,0.9975
cart,combined_signal,weak_or_uncertain,77,0.4583333333333333,0.08508052346733892,0.0837192072606036,0.8311688311688312,0.8051948051948052,0.8051948051948052,0.484375,1.0568181818181819
cart,predicted_return_only,moderate_positive,3,0.017857142857142856,0.13873358653127218,0.1439834803829547,1.0,1.0,1.0,0.0234375,1.3125
cart,predicted_return_only,reject,91,0.5416666666666666,0.04909098015695571,0.0370707991491949,0.7912087912087912,0.7032967032967034,0.7032967032967034,0.5,0.9230769230769232
cart,predicted_return_only,strong_or_moderate_positive,75,0.44642857142857145,0.09915587810597033,0.1125893896557459,0.84,0.8266666666666667,0.8266666666666667,0.484375,1.085
cart,predicted_return_only,strong_positive,72,0.42857142857142855,0.09750680692158274,0.11043683107682165,0.8333333333333334,0.8194444444444444,0.8194444444444444,0.4609375,1.0755208333333333
cart,predicted_return_only,weak_or_uncertain,2,0.011904761904761904,0.24167576626653758,0.24167576626653758,1.0,1.0,1.0,0.015625,1.3125
cart,profit_probability_only,moderate_positive,0,0.0,,,,,,0.0,
cart,profit_probability_only,reject,62,0.36904761904761907,0.0703170608802555,0.05301922328099115,0.8709677419354839,0.7741935483870968,0.7741935483870968,0.375,1.0161290322580645
cart,profit_probability_only,strong_or_moderate_positive,106,0.6309523809523809,0.07573267745460356,0.07931086083991795,0.7830188679245284,0.7547169811320755,0.7547169811320755,0.625,0.9905660377358492
cart,profit_probability_only,strong_positive,106,0.6309523809523809,0.07573267745460356,0.07931086083991795,0.7830188679245284,0.7547169811320755,0.7547169811320755,0.625,0.9905660377358492
cart,profit_probability_only,weak_or_uncertain,0,0.0,,,,,,0.0,
lightgbm,combined_signal,moderate_positive,8,0.047619047619047616,0.12980321818166896,0.1020055724906089,1.0,1.0,1.0,0.0625,1.3125
lightgbm,combined_signal,reject,61,0.3630952380952381,0.024127345533327453,0.0117647058823529,0.6885245901639344,0.5573770491803278,0.5573770491803278,0.265625,0.7315573770491803
lightgbm,combined_signal,strong_or_moderate_positive,93,0.5535714285714286,0.09547025162289914,0.1038214406493067,0.8709677419354839,0.8602150537634409,0.8602150537634409,0.625,1.1290322580645162
lightgbm,combined_signal,strong_positive,85,0.5059523809523809,0.09223891359383844,0.1038214406493067,0.8588235294117647,0.8470588235294118,0.8470588235294118,0.5625,1.111764705882353
lightgbm,combined_signal,weak_or_uncertain,14,0.08333333333333333,0.14548715045008745,0.12240619205214565,1.0,1.0,1.0,0.109375,1.3125
lightgbm,predicted_return_only,moderate_positive,3,0.017857142857142856,0.22991691076104795,0.2125175151798226,1.0,1.0,1.0,0.0234375,1.3125
lightgbm,predicted_return_only,reject,67,0.39880952380952384,0.03574741262403299,0.0144167758846658,0.7164179104477612,0.5970149253731343,0.5970149253731343,0.3125,0.7835820895522387
