horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
20d,bull,cart,combined_rank_based,rank_based_joint_score,1,,,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_rank_based,rank_based_joint_score,3,,,4,12,-0.03583280905216916,0.0,0.0,,
20d,bull,cart,combined_rank_based,rank_based_joint_score,5,,,4,16,-0.03989152289517818,0.0,0.0,,
20d,bull,cart,combined_weighted_linear,combined_score,1,,,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear,combined_score,3,,,4,12,-0.03583280905216916,0.0,0.0,,
20d,bull,cart,combined_weighted_linear,combined_score,5,,,4,16,-0.03989152289517818,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.5,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.55,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.6,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.65,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.5,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.55,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.6,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.65,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.65,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.65,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.5,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.55,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.6,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.65,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.5,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.55,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.6,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.65,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.5,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.55,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.6,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.01,0.65,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.02,0.5,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.02,0.55,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.02,0.6,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.02,0.65,4,8,-0.046374600652161535,0.0,0.0,,
20d,bull,cart,predicted_profit_probability,predicted_profit_probability,1,,,4,4,-0.03967506174454857,0.0,0.0,,
20d,bull,cart,predicted_profit_probability,predicted_profit_probability,3,,,4,12,-0.03583280905216916,0.0,0.0,,
20d,bull,cart,predicted_profit_probability,predicted_profit_probability,5,,,4,16,-0.03989152289517818,0.0,0.0,,
20d,bull,cart,predicted_return,predicted_return,1,,,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,cart,predicted_return,predicted_return,3,,,4,12,-0.03583280905216916,0.0,0.0,,
20d,bull,cart,predicted_return,predicted_return,5,,,4,16,-0.03989152289517818,0.0,0.0,,
20d,bull,lightgbm,combined_rank_based,rank_based_joint_score,1,,,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_rank_based,rank_based_joint_score,3,,,4,12,-0.03583280905216916,0.0,0.0,,
20d,bull,lightgbm,combined_rank_based,rank_based_joint_score,5,,,4,16,-0.03989152289517818,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear,combined_score,1,,,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear,combined_score,3,,,4,12,-0.03583280905216916,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear,combined_score,5,,,4,16,-0.03989152289517818,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.0,0.5,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.0,0.55,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.0,0.6,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.0,0.65,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.005,0.5,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.005,0.55,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.005,0.6,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.005,0.65,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.01,0.5,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.01,0.55,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.01,0.6,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.01,0.65,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.02,0.5,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.02,0.55,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.02,0.6,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,1,0.02,0.65,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.5,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.65,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.65,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,4,10,-0.03799199749581785,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,4,10,-0.03799199749581785,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,4,10,-0.03799199749581785,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.65,4,10,-0.03799199749581785,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,4,8,-0.043566121687611564,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,4,8,-0.043566121687611564,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,4,8,-0.043566121687611564,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.65,4,8,-0.043566121687611564,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.5,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.55,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.6,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.0,0.65,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.5,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.55,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.6,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.005,0.65,4,11,-0.03561991551153706,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.5,4,10,-0.03799199749581785,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.55,4,10,-0.03799199749581785,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.6,4,10,-0.03799199749581785,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.01,0.65,4,10,-0.03799199749581785,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.5,4,8,-0.043566121687611564,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.55,4,8,-0.043566121687611564,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.6,4,8,-0.043566121687611564,0.0,0.0,,
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,5,0.02,0.65,4,8,-0.043566121687611564,0.0,0.0,,
20d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,1,,,4,4,-0.04606576267661977,0.0,0.0,,
20d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,4,12,-0.03583280905216916,0.0,0.0,,
20d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,5,,,4,16,-0.03989152289517818,0.0,0.0,,
20d,bull,lightgbm,predicted_return,predicted_return,1,,,4,4,-0.0530741395597745,0.0,0.0,,
20d,bull,lightgbm,predicted_return,predicted_return,3,,,4,12,-0.03583280905216916,0.0,0.0,,
20d,bull,lightgbm,predicted_return,predicted_return,5,,,4,16,-0.03989152289517818,0.0,0.0,,
20d,bull,xgboost,combined_rank_based,rank_based_joint_score,1,,,4,4,-0.04885980971475729,0.0,0.0,,
20d,bull,xgboost,combined_rank_based,rank_based_joint_score,3,,,4,12,-0.03724004995126622,0.0,0.0,,
