horizon,regime,model_name,probability_bucket,observations,avg_predicted_probability,realized_profit_rate,calibration_gap
20d,bull,cart,0.50-0.55,0,,,
20d,bull,cart,0.55-0.60,0,,,
20d,bull,cart,0.60-0.65,0,,,
20d,bull,cart,0.65+,8,1.0,0.0,-1.0
20d,bull,cart,lt_0.50,8,0.0,0.0,0.0
20d,bull,lightgbm,0.50-0.55,0,,,
20d,bull,lightgbm,0.55-0.60,0,,,
20d,bull,lightgbm,0.60-0.65,0,,,
20d,bull,lightgbm,0.65+,11,0.9308261443034384,0.0,-0.9308261443034384
20d,bull,lightgbm,lt_0.50,5,0.10884631252074235,0.0,-0.10884631252074235
20d,bull,xgboost,0.50-0.55,0,,,
20d,bull,xgboost,0.55-0.60,2,0.5609736144542694,0.0,-0.5609736144542694
20d,bull,xgboost,0.60-0.65,0,,,
20d,bull,xgboost,0.65+,10,0.8155600190162658,0.0,-0.8155600190162658
20d,bull,xgboost,lt_0.50,4,0.34238260984420776,0.0,-0.34238260984420776
20d,sideway,cart,0.50-0.55,0,,,
20d,sideway,cart,0.55-0.60,0,,,
20d,sideway,cart,0.60-0.65,0,,,
20d,sideway,cart,0.65+,56,1.0,0.26785714285714285,-0.7321428571428572
20d,sideway,cart,lt_0.50,72,0.0,0.3472222222222222,0.3472222222222222
20d,sideway,lightgbm,0.50-0.55,5,0.5098425841112381,0.6,0.09015741588876192
20d,sideway,lightgbm,0.55-0.60,1,0.582700166254316,1.0,0.417299833745684
20d,sideway,lightgbm,0.60-0.65,1,0.6112086800114372,0.0,-0.6112086800114372
20d,sideway,lightgbm,0.65+,65,0.8753508066583637,0.2,-0.6753508066583638
20d,sideway,lightgbm,lt_0.50,56,0.1741460457378661,0.4107142857142857,0.2365682399764196
20d,sideway,xgboost,0.50-0.55,10,0.5091695308685302,0.4,-0.1091695308685302
20d,sideway,xgboost,0.55-0.60,8,0.5801824033260345,0.25,-0.33018240332603455
20d,sideway,xgboost,0.60-0.65,12,0.6218375762303671,0.25,-0.37183757623036706
20d,sideway,xgboost,0.65+,57,0.7821709032644305,0.15789473684210525,-0.6242761664223253
20d,sideway,xgboost,lt_0.50,41,0.3031694929047329,0.5365853658536586,0.23341587294892568
