time,open,high,low,close,volume,ticker,llm_text
2025-09-12 11:00:00,1.6,1.7,1.6,1.7,26800,PXT,"At 2025-09-12 11:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.70 VND, a low of 1.60 VND, and closed the hour at 1.70 VND with a trading volume of 26,800 shares."
2025-09-12 13:00:00,1.7,1.7,1.7,1.7,34000,PXT,"At 2025-09-12 13:00:00, the stock PXT opened at 1.70 VND, reached a high of 1.70 VND, a low of 1.70 VND, and closed the hour at 1.70 VND with a trading volume of 34,000 shares."
2025-09-19 09:00:00,1.6,1.6,1.6,1.6,30800,PXT,"At 2025-09-19 09:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.60 VND, and closed the hour at 1.60 VND with a trading volume of 30,800 shares."
2025-09-19 10:00:00,1.6,1.6,1.6,1.6,6000,PXT,"At 2025-09-19 10:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.60 VND, and closed the hour at 1.60 VND with a trading volume of 6,000 shares."
2025-09-19 11:00:00,1.6,1.6,1.6,1.6,100,PXT,"At 2025-09-19 11:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.60 VND, and closed the hour at 1.60 VND with a trading volume of 100 shares."
2025-09-19 13:00:00,1.6,1.6,1.6,1.6,1100,PXT,"At 2025-09-19 13:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.60 VND, and closed the hour at 1.60 VND with a trading volume of 1,100 shares."
2025-09-19 14:00:00,1.6,1.6,1.6,1.6,5000,PXT,"At 2025-09-19 14:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.60 VND, and closed the hour at 1.60 VND with a trading volume of 5,000 shares."
2025-09-26 09:00:00,1.6,1.6,1.5,1.6,8900,PXT,"At 2025-09-26 09:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.50 VND, and closed the hour at 1.60 VND with a trading volume of 8,900 shares."
2025-09-26 10:00:00,1.6,1.6,1.6,1.6,10800,PXT,"At 2025-09-26 10:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.60 VND, and closed the hour at 1.60 VND with a trading volume of 10,800 shares."
2025-09-26 11:00:00,1.6,1.6,1.6,1.6,600,PXT,"At 2025-09-26 11:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.60 VND, and closed the hour at 1.60 VND with a trading volume of 600 shares."
2025-09-26 13:00:00,1.6,1.6,1.5,1.5,55400,PXT,"At 2025-09-26 13:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.50 VND, and closed the hour at 1.50 VND with a trading volume of 55,400 shares."
2025-09-26 14:00:00,1.6,1.6,1.6,1.6,11000,PXT,"At 2025-09-26 14:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.60 VND, and closed the hour at 1.60 VND with a trading volume of 11,000 shares."
2025-10-03 09:00:00,1.7,1.7,1.6,1.6,1100,PXT,"At 2025-10-03 09:00:00, the stock PXT opened at 1.70 VND, reached a high of 1.70 VND, a low of 1.60 VND, and closed the hour at 1.60 VND with a trading volume of 1,100 shares."
2025-10-03 10:00:00,1.6,1.6,1.6,1.6,6200,PXT,"At 2025-10-03 10:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.60 VND, and closed the hour at 1.60 VND with a trading volume of 6,200 shares."
2025-10-03 11:00:00,1.6,1.6,1.6,1.6,3400,PXT,"At 2025-10-03 11:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.60 VND, and closed the hour at 1.60 VND with a trading volume of 3,400 shares."
2025-10-03 13:00:00,1.6,1.6,1.5,1.5,700,PXT,"At 2025-10-03 13:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.50 VND, and closed the hour at 1.50 VND with a trading volume of 700 shares."
2025-10-03 14:00:00,1.6,1.6,1.6,1.6,100,PXT,"At 2025-10-03 14:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.60 VND, and closed the hour at 1.60 VND with a trading volume of 100 shares."
2025-10-10 09:00:00,1.5,1.6,1.4,1.6,31100,PXT,"At 2025-10-10 09:00:00, the stock PXT opened at 1.50 VND, reached a high of 1.60 VND, a low of 1.40 VND, and closed the hour at 1.60 VND with a trading volume of 31,100 shares."
2025-10-10 10:00:00,1.6,1.6,1.6,1.6,13100,PXT,"At 2025-10-10 10:00:00, the stock PXT opened at 1.60 VND, reached a high of 1.60 VND, a low of 1.60 VND, and closed the hour at 1.60 VND with a trading volume of 13,100 shares."
2025-10-10 13:00:00,1.5,1.5,1.5,1.5,2200,PXT,"At 2025-10-10 13:00:00, the stock PXT opened at 1.50 VND, reached a high of 1.50 VND, a low of 1.50 VND, and closed the hour at 1.50 VND with a trading volume of 2,200 shares."
2025-10-10 14:00:00,1.5,1.5,1.5,1.5,77000,PXT,"At 2025-10-10 14:00:00, the stock PXT opened at 1.50 VND, reached a high of 1.50 VND, a low of 1.50 VND, and closed the hour at 1.50 VND with a trading volume of 77,000 shares."
2025-10-17 09:00:00,1.4,1.4,1.4,1.4,1300,PXT,"At 2025-10-17 09:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 1,300 shares."
2025-10-17 10:00:00,1.4,1.4,1.4,1.4,1000,PXT,"At 2025-10-17 10:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 1,000 shares."
2025-10-17 13:00:00,1.4,1.5,1.4,1.5,37200,PXT,"At 2025-10-17 13:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.50 VND, a low of 1.40 VND, and closed the hour at 1.50 VND with a trading volume of 37,200 shares."
2025-10-17 14:00:00,1.4,1.5,1.4,1.5,7800,PXT,"At 2025-10-17 14:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.50 VND, a low of 1.40 VND, and closed the hour at 1.50 VND with a trading volume of 7,800 shares."
2025-10-24 09:00:00,1.4,1.4,1.4,1.4,500,PXT,"At 2025-10-24 09:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 500 shares."
2025-10-24 11:00:00,1.4,1.4,1.4,1.4,7500,PXT,"At 2025-10-24 11:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 7,500 shares."
2025-10-24 13:00:00,1.4,1.4,1.4,1.4,7000,PXT,"At 2025-10-24 13:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 7,000 shares."
2025-10-24 14:00:00,1.4,1.4,1.4,1.4,4300,PXT,"At 2025-10-24 14:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 4,300 shares."
2025-10-31 09:00:00,1.4,1.4,1.4,1.4,46400,PXT,"At 2025-10-31 09:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 46,400 shares."
2025-10-31 10:00:00,1.4,1.4,1.4,1.4,3300,PXT,"At 2025-10-31 10:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 3,300 shares."
2025-10-31 13:00:00,1.4,1.4,1.4,1.4,1100,PXT,"At 2025-10-31 13:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 1,100 shares."
2025-10-31 14:00:00,1.4,1.4,1.4,1.4,11700,PXT,"At 2025-10-31 14:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 11,700 shares."
2025-11-07 09:00:00,1.5,1.5,1.4,1.4,7200,PXT,"At 2025-11-07 09:00:00, the stock PXT opened at 1.50 VND, reached a high of 1.50 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 7,200 shares."
2025-11-07 10:00:00,1.4,1.4,1.4,1.4,7000,PXT,"At 2025-11-07 10:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 7,000 shares."
2025-11-07 13:00:00,1.4,1.4,1.4,1.4,8000,PXT,"At 2025-11-07 13:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 8,000 shares."
2025-11-07 14:00:00,1.3,1.4,1.3,1.4,24100,PXT,"At 2025-11-07 14:00:00, the stock PXT opened at 1.30 VND, reached a high of 1.40 VND, a low of 1.30 VND, and closed the hour at 1.40 VND with a trading volume of 24,100 shares."
2025-11-14 13:00:00,1.4,1.4,1.4,1.4,24000,PXT,"At 2025-11-14 13:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 24,000 shares."
2025-11-14 14:00:00,1.4,1.4,1.4,1.4,300,PXT,"At 2025-11-14 14:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 300 shares."
2025-11-21 09:00:00,1.4,1.4,1.4,1.4,1000,PXT,"At 2025-11-21 09:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 1,000 shares."
2025-11-21 10:00:00,1.3,1.4,1.3,1.4,21000,PXT,"At 2025-11-21 10:00:00, the stock PXT opened at 1.30 VND, reached a high of 1.40 VND, a low of 1.30 VND, and closed the hour at 1.40 VND with a trading volume of 21,000 shares."
2025-11-21 11:00:00,1.4,1.4,1.4,1.4,600,PXT,"At 2025-11-21 11:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 600 shares."
2025-11-21 13:00:00,1.3,1.3,1.3,1.3,1300,PXT,"At 2025-11-21 13:00:00, the stock PXT opened at 1.30 VND, reached a high of 1.30 VND, a low of 1.30 VND, and closed the hour at 1.30 VND with a trading volume of 1,300 shares."
2025-11-21 14:00:00,1.3,1.4,1.3,1.4,4800,PXT,"At 2025-11-21 14:00:00, the stock PXT opened at 1.30 VND, reached a high of 1.40 VND, a low of 1.30 VND, and closed the hour at 1.40 VND with a trading volume of 4,800 shares."
2025-11-28 09:00:00,1.3,1.3,1.3,1.3,20000,PXT,"At 2025-11-28 09:00:00, the stock PXT opened at 1.30 VND, reached a high of 1.30 VND, a low of 1.30 VND, and closed the hour at 1.30 VND with a trading volume of 20,000 shares."
2025-11-28 10:00:00,1.4,1.4,1.4,1.4,300,PXT,"At 2025-11-28 10:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 300 shares."
2025-11-28 11:00:00,1.4,1.4,1.4,1.4,100,PXT,"At 2025-11-28 11:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 100 shares."
2025-11-28 13:00:00,1.4,1.4,1.4,1.4,24100,PXT,"At 2025-11-28 13:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 24,100 shares."
2025-11-28 14:00:00,1.4,1.4,1.4,1.4,500,PXT,"At 2025-11-28 14:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 500 shares."
2025-12-05 09:00:00,1.4,1.4,1.4,1.4,4700,PXT,"At 2025-12-05 09:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 4,700 shares."
2025-12-05 13:00:00,1.4,1.4,1.4,1.4,1100,PXT,"At 2025-12-05 13:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 1,100 shares."
2025-12-05 14:00:00,1.4,1.4,1.4,1.4,6000,PXT,"At 2025-12-05 14:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 6,000 shares."
2025-12-12 10:00:00,1.4,1.4,1.4,1.4,100,PXT,"At 2025-12-12 10:00:00, the stock PXT opened at 1.40 VND, reached a high of 1.40 VND, a low of 1.40 VND, and closed the hour at 1.40 VND with a trading volume of 100 shares."
