time,open,high,low,close,volume,ticker,llm_text
2025-08-20 09:00:00,12.33,12.33,11.96,11.96,400,KST,"At 2025-08-20 09:00:00, the stock KST opened at 12.33 VND, reached a high of 12.33 VND, a low of 11.96 VND, and closed the hour at 11.96 VND with a trading volume of 400 shares."
2025-08-20 10:00:00,12.24,12.24,12.24,12.24,300,KST,"At 2025-08-20 10:00:00, the stock KST opened at 12.24 VND, reached a high of 12.24 VND, a low of 12.24 VND, and closed the hour at 12.24 VND with a trading volume of 300 shares."
2025-08-20 11:00:00,12.24,12.24,12.24,12.24,1100,KST,"At 2025-08-20 11:00:00, the stock KST opened at 12.24 VND, reached a high of 12.24 VND, a low of 12.24 VND, and closed the hour at 12.24 VND with a trading volume of 1,100 shares."
2025-08-20 14:00:00,12.24,12.24,12.24,12.24,700,KST,"At 2025-08-20 14:00:00, the stock KST opened at 12.24 VND, reached a high of 12.24 VND, a low of 12.24 VND, and closed the hour at 12.24 VND with a trading volume of 700 shares."
2025-08-21 13:00:00,12.24,12.24,12.24,12.24,1000,KST,"At 2025-08-21 13:00:00, the stock KST opened at 12.24 VND, reached a high of 12.24 VND, a low of 12.24 VND, and closed the hour at 12.24 VND with a trading volume of 1,000 shares."
2025-08-22 10:00:00,12.24,12.24,12.24,12.24,500,KST,"At 2025-08-22 10:00:00, the stock KST opened at 12.24 VND, reached a high of 12.24 VND, a low of 12.24 VND, and closed the hour at 12.24 VND with a trading volume of 500 shares."
2025-08-22 11:00:00,12.42,12.42,12.42,12.42,100,KST,"At 2025-08-22 11:00:00, the stock KST opened at 12.42 VND, reached a high of 12.42 VND, a low of 12.42 VND, and closed the hour at 12.42 VND with a trading volume of 100 shares."
2025-08-22 14:00:00,12.42,12.42,12.42,12.42,700,KST,"At 2025-08-22 14:00:00, the stock KST opened at 12.42 VND, reached a high of 12.42 VND, a low of 12.42 VND, and closed the hour at 12.42 VND with a trading volume of 700 shares."
2025-08-26 09:00:00,12.42,12.42,12.42,12.42,100,KST,"At 2025-08-26 09:00:00, the stock KST opened at 12.42 VND, reached a high of 12.42 VND, a low of 12.42 VND, and closed the hour at 12.42 VND with a trading volume of 100 shares."
2025-08-26 10:00:00,11.96,11.96,11.96,11.96,100,KST,"At 2025-08-26 10:00:00, the stock KST opened at 11.96 VND, reached a high of 11.96 VND, a low of 11.96 VND, and closed the hour at 11.96 VND with a trading volume of 100 shares."
2025-08-26 14:00:00,12.33,12.42,11.96,11.96,1200,KST,"At 2025-08-26 14:00:00, the stock KST opened at 12.33 VND, reached a high of 12.42 VND, a low of 11.96 VND, and closed the hour at 11.96 VND with a trading volume of 1,200 shares."
2025-08-28 09:00:00,11.96,11.96,11.96,11.96,500,KST,"At 2025-08-28 09:00:00, the stock KST opened at 11.96 VND, reached a high of 11.96 VND, a low of 11.96 VND, and closed the hour at 11.96 VND with a trading volume of 500 shares."
2025-08-28 10:00:00,11.96,13.16,11.96,13.16,1400,KST,"At 2025-08-28 10:00:00, the stock KST opened at 11.96 VND, reached a high of 13.16 VND, a low of 11.96 VND, and closed the hour at 13.16 VND with a trading volume of 1,400 shares."
2025-08-29 09:00:00,13.07,13.07,13.07,13.07,100,KST,"At 2025-08-29 09:00:00, the stock KST opened at 13.07 VND, reached a high of 13.07 VND, a low of 13.07 VND, and closed the hour at 13.07 VND with a trading volume of 100 shares."
2025-08-29 10:00:00,12.97,12.97,12.97,12.97,500,KST,"At 2025-08-29 10:00:00, the stock KST opened at 12.97 VND, reached a high of 12.97 VND, a low of 12.97 VND, and closed the hour at 12.97 VND with a trading volume of 500 shares."
2025-08-29 13:00:00,12.88,12.88,12.88,12.88,100,KST,"At 2025-08-29 13:00:00, the stock KST opened at 12.88 VND, reached a high of 12.88 VND, a low of 12.88 VND, and closed the hour at 12.88 VND with a trading volume of 100 shares."
2025-09-03 09:00:00,12.61,12.61,12.61,12.61,200,KST,"At 2025-09-03 09:00:00, the stock KST opened at 12.61 VND, reached a high of 12.61 VND, a low of 12.61 VND, and closed the hour at 12.61 VND with a trading volume of 200 shares."
2025-09-03 11:00:00,12.61,12.61,12.61,12.61,100,KST,"At 2025-09-03 11:00:00, the stock KST opened at 12.61 VND, reached a high of 12.61 VND, a low of 12.61 VND, and closed the hour at 12.61 VND with a trading volume of 100 shares."
2025-09-03 13:00:00,12.61,12.61,12.61,12.61,700,KST,"At 2025-09-03 13:00:00, the stock KST opened at 12.61 VND, reached a high of 12.61 VND, a low of 12.61 VND, and closed the hour at 12.61 VND with a trading volume of 700 shares."
2025-09-04 09:00:00,12.42,12.42,12.42,12.42,800,KST,"At 2025-09-04 09:00:00, the stock KST opened at 12.42 VND, reached a high of 12.42 VND, a low of 12.42 VND, and closed the hour at 12.42 VND with a trading volume of 800 shares."
2025-09-04 10:00:00,12.42,12.42,12.42,12.42,100,KST,"At 2025-09-04 10:00:00, the stock KST opened at 12.42 VND, reached a high of 12.42 VND, a low of 12.42 VND, and closed the hour at 12.42 VND with a trading volume of 100 shares."
2025-09-04 13:00:00,12.33,12.33,12.24,12.24,200,KST,"At 2025-09-04 13:00:00, the stock KST opened at 12.33 VND, reached a high of 12.33 VND, a low of 12.24 VND, and closed the hour at 12.24 VND with a trading volume of 200 shares."
2025-09-04 14:00:00,12.61,12.61,12.61,12.61,100,KST,"At 2025-09-04 14:00:00, the stock KST opened at 12.61 VND, reached a high of 12.61 VND, a low of 12.61 VND, and closed the hour at 12.61 VND with a trading volume of 100 shares."
2025-09-08 09:00:00,12.5,12.5,12.5,12.5,100,KST,"At 2025-09-08 09:00:00, the stock KST opened at 12.50 VND, reached a high of 12.50 VND, a low of 12.50 VND, and closed the hour at 12.50 VND with a trading volume of 100 shares."
2025-09-11 09:00:00,11.3,11.4,11.3,11.4,1100,KST,"At 2025-09-11 09:00:00, the stock KST opened at 11.30 VND, reached a high of 11.40 VND, a low of 11.30 VND, and closed the hour at 11.40 VND with a trading volume of 1,100 shares."
2025-09-12 10:00:00,10.3,10.3,10.3,10.3,100,KST,"At 2025-09-12 10:00:00, the stock KST opened at 10.30 VND, reached a high of 10.30 VND, a low of 10.30 VND, and closed the hour at 10.30 VND with a trading volume of 100 shares."
2025-09-15 10:00:00,11.0,11.0,11.0,11.0,100,KST,"At 2025-09-15 10:00:00, the stock KST opened at 11.00 VND, reached a high of 11.00 VND, a low of 11.00 VND, and closed the hour at 11.00 VND with a trading volume of 100 shares."
2025-09-15 13:00:00,11.0,11.0,11.0,11.0,500,KST,"At 2025-09-15 13:00:00, the stock KST opened at 11.00 VND, reached a high of 11.00 VND, a low of 11.00 VND, and closed the hour at 11.00 VND with a trading volume of 500 shares."
2025-09-16 09:00:00,11.0,11.0,11.0,11.0,100,KST,"At 2025-09-16 09:00:00, the stock KST opened at 11.00 VND, reached a high of 11.00 VND, a low of 11.00 VND, and closed the hour at 11.00 VND with a trading volume of 100 shares."
2025-09-16 10:00:00,11.0,11.0,11.0,11.0,400,KST,"At 2025-09-16 10:00:00, the stock KST opened at 11.00 VND, reached a high of 11.00 VND, a low of 11.00 VND, and closed the hour at 11.00 VND with a trading volume of 400 shares."
2025-09-16 14:00:00,12.1,12.1,12.1,12.1,100,KST,"At 2025-09-16 14:00:00, the stock KST opened at 12.10 VND, reached a high of 12.10 VND, a low of 12.10 VND, and closed the hour at 12.10 VND with a trading volume of 100 shares."
2025-09-17 13:00:00,13.1,13.1,13.1,13.1,100,KST,"At 2025-09-17 13:00:00, the stock KST opened at 13.10 VND, reached a high of 13.10 VND, a low of 13.10 VND, and closed the hour at 13.10 VND with a trading volume of 100 shares."
2025-09-22 09:00:00,12.8,12.8,12.8,12.8,4500,KST,"At 2025-09-22 09:00:00, the stock KST opened at 12.80 VND, reached a high of 12.80 VND, a low of 12.80 VND, and closed the hour at 12.80 VND with a trading volume of 4,500 shares."
2025-09-22 10:00:00,12.8,12.8,12.8,12.8,1100,KST,"At 2025-09-22 10:00:00, the stock KST opened at 12.80 VND, reached a high of 12.80 VND, a low of 12.80 VND, and closed the hour at 12.80 VND with a trading volume of 1,100 shares."
2025-09-22 11:00:00,12.8,12.8,12.8,12.8,1000,KST,"At 2025-09-22 11:00:00, the stock KST opened at 12.80 VND, reached a high of 12.80 VND, a low of 12.80 VND, and closed the hour at 12.80 VND with a trading volume of 1,000 shares."
