ticker,model_name,observations,mae,rmse,mape,directional_accuracy
ACB,cart,36,0.07139778854109242,0.0727420749115494,1378.9565141313383,0.6111111111111112
ACB,lightgbm,36,0.01106984246872822,0.015020262621732809,160.04046253798364,0.5833333333333334
ACB,xgboost,36,0.012063828138110836,0.01572033618739876,155.44773330525786,0.5555555555555556
DGC,cart,36,0.04470703655054139,0.05639662863371841,565.6321558741513,0.4166666666666667
DGC,lightgbm,36,0.019708223880717236,0.025448395676482116,175.23180390904636,0.3055555555555556
DGC,xgboost,36,0.024363825184199377,0.030556249907529396,242.91089428913878,0.3611111111111111
HPG,cart,36,0.03030971682043381,0.03794654950912425,228.93678657154385,0.4166666666666667
HPG,lightgbm,36,0.021090102838149258,0.027080330633186874,140.01178878135582,0.3888888888888889
HPG,xgboost,36,0.020832880401672183,0.027670563315537612,144.3600407770186,0.3333333333333333
MWG,cart,36,0.03227673210654926,0.03853100295812904,337.01109436221844,0.5
MWG,lightgbm,36,0.025233741276753877,0.03584210512897475,152.13437194643328,0.5
MWG,xgboost,36,0.026287273978897872,0.0353850797834507,184.1602852067163,0.3333333333333333
OVERALL,cart,144,0.044672818504654224,0.05337735473095023,636.1170600999889,0.4861111111111111
OVERALL,lightgbm,144,0.01927547761608715,0.026885079221623167,157.21296462375474,0.4444444444444444
OVERALL,xgboost,144,0.020886951925720067,0.02827798314827534,182.51462557788426,0.3958333333333333
