ticker,model_name,observations,accuracy,precision,recall,f1,roc_auc,positive_class_precision,true_negative,false_positive,false_negative,true_positive
ACB,cart,42,0.5714285714285714,0.26666666666666666,0.36363636363636365,0.3076923076923077,0.5043988269794721,0.26666666666666666,20,11,7,4
ACB,lightgbm,42,0.6904761904761905,0.25,0.09090909090909091,0.13333333333333333,0.31671554252199413,0.25,28,3,10,1
ACB,xgboost,42,0.7380952380952381,0.5,0.09090909090909091,0.15384615384615385,0.35777126099706746,0.5,30,1,10,1
DGC,cart,42,0.5952380952380952,0.6666666666666666,0.38095238095238093,0.48484848484848486,0.5952380952380952,0.6666666666666666,17,4,13,8
DGC,lightgbm,42,0.5476190476190477,1.0,0.09523809523809523,0.17391304347826086,0.7823129251700681,1.0,21,0,19,2
DGC,xgboost,42,0.6428571428571429,0.875,0.3333333333333333,0.4827586206896552,0.7687074829931972,0.875,20,1,14,7
HPG,cart,42,0.40476190476190477,0.3181818181818182,0.4117647058823529,0.358974358974359,0.40588235294117647,0.3181818181818182,10,15,10,7
HPG,lightgbm,42,0.5,0.4090909090909091,0.5294117647058824,0.46153846153846156,0.56,0.4090909090909091,12,13,8,9
HPG,xgboost,42,0.5238095238095238,0.4444444444444444,0.7058823529411765,0.5454545454545454,0.508235294117647,0.4444444444444444,10,15,5,12
MWG,cart,42,0.5952380952380952,0.5555555555555556,0.75,0.6382978723404256,0.6022727272727273,0.5555555555555556,10,12,5,15
MWG,lightgbm,42,0.5952380952380952,0.6,0.45,0.5142857142857142,0.6318181818181818,0.6,16,6,11,9
MWG,xgboost,42,0.5714285714285714,0.5555555555555556,0.5,0.5263157894736842,0.6204545454545454,0.5555555555555556,14,8,10,10
OVERALL,cart,168,0.5416666666666666,0.4473684210526316,0.4927536231884058,0.4689655172413793,0.5342555994729907,0.4473684210526316,57,42,35,34
OVERALL,lightgbm,168,0.5833333333333334,0.4883720930232558,0.30434782608695654,0.375,0.5836627140974966,0.4883720930232558,77,22,48,21
OVERALL,xgboost,168,0.6190476190476191,0.5454545454545454,0.43478260869565216,0.4838709677419355,0.6031327770458206,0.5454545454545454,74,25,39,30
