date,ticker,model_name,prediction_date,entry_date,target_date,horizon,horizon_days,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2023-06-30,ACB,cart,2023-06-27,2023-06-28,2023-06-30,3d,3,-0.013349297996166132,0,1,1.0
2023-07-03,ACB,cart,2023-06-28,2023-06-29,2023-07-03,3d,3,-0.017762432126534722,0,0,0.0
2023-07-04,ACB,cart,2023-06-29,2023-06-30,2023-07-04,3d,3,-0.002453027935083396,0,0,0.0
2023-07-05,ACB,cart,2023-06-30,2023-07-03,2023-07-05,3d,3,-0.012107494570038457,0,1,1.0
2023-07-06,ACB,cart,2023-07-03,2023-07-04,2023-07-06,3d,3,-0.017937543273866208,0,0,0.0
2023-07-07,ACB,cart,2023-07-04,2023-07-05,2023-07-07,3d,3,-0.020481746529633305,0,0,0.0
2023-07-10,ACB,cart,2023-07-05,2023-07-06,2023-07-10,3d,3,-0.006975585450921695,0,0,0.0
2023-07-11,ACB,cart,2023-07-06,2023-07-07,2023-07-11,3d,3,0.006716806345224313,1,0,0.0
2023-07-12,ACB,cart,2023-07-07,2023-07-10,2023-07-12,3d,3,-0.0024204275860177926,0,1,1.0
2023-07-13,ACB,cart,2023-07-10,2023-07-11,2023-07-13,3d,3,-0.020300513697267264,0,0,0.0
2023-07-14,ACB,cart,2023-07-11,2023-07-12,2023-07-14,3d,3,-0.01589878301426395,0,0,0.0
2023-07-17,ACB,cart,2023-07-12,2023-07-13,2023-07-17,3d,3,-0.006975585450921695,0,0,0.0
2023-07-18,ACB,cart,2023-07-13,2023-07-14,2023-07-18,3d,3,-0.009541540010480132,0,1,1.0
2023-07-19,ACB,cart,2023-07-14,2023-07-17,2023-07-19,3d,3,-0.009541540010480132,0,0,0.0
2023-07-20,ACB,cart,2023-07-17,2023-07-18,2023-07-20,3d,3,-0.002453027935083396,0,0,0.0
2023-07-21,ACB,cart,2023-07-18,2023-07-19,2023-07-21,3d,3,-0.0024735317580177885,0,0,0.0
2023-07-24,ACB,cart,2023-07-19,2023-07-20,2023-07-24,3d,3,-0.004402983340690891,0,0,0.0
2023-07-25,ACB,cart,2023-07-20,2023-07-21,2023-07-25,3d,3,0.006530575627789803,1,0,0.0
2023-07-26,ACB,cart,2023-07-21,2023-07-24,2023-07-26,3d,3,0.0019878844418488306,1,0,0.0
2023-07-27,ACB,cart,2023-07-24,2023-07-25,2023-07-27,3d,3,9.907035221301541e-05,1,0,0.0
2023-07-28,ACB,cart,2023-07-25,2023-07-26,2023-07-28,3d,3,-0.0114172281997037,0,0,0.0
2023-07-31,ACB,cart,2023-07-26,2023-07-27,2023-07-31,3d,3,0.02221235261250154,1,0,0.0
2023-08-01,ACB,cart,2023-07-27,2023-07-28,2023-08-01,3d,3,0.022343492257202335,1,1,1.0
2023-08-02,ACB,cart,2023-07-28,2023-07-31,2023-08-02,3d,3,0.019437983523784563,1,0,0.0
2023-08-03,ACB,cart,2023-07-31,2023-08-01,2023-08-03,3d,3,0.0015430063405530436,1,1,1.0
2023-08-04,ACB,cart,2023-08-01,2023-08-02,2023-08-04,3d,3,0.06253612356751392,1,0,0.0
2023-08-07,ACB,cart,2023-08-02,2023-08-03,2023-08-07,3d,3,0.02309746542231972,1,1,1.0
2023-08-08,ACB,cart,2023-08-03,2023-08-04,2023-08-08,3d,3,-0.015370719390346177,0,0,0.0
2023-08-09,ACB,cart,2023-08-04,2023-08-07,2023-08-09,3d,3,-0.03828450512439052,0,0,0.0
2023-08-10,ACB,cart,2023-08-07,2023-08-08,2023-08-10,3d,3,-0.04443698552073727,0,0,0.0
2023-08-11,ACB,cart,2023-08-08,2023-08-09,2023-08-11,3d,3,-0.02814236651621904,0,1,1.0
2023-08-14,ACB,cart,2023-08-09,2023-08-10,2023-08-14,3d,3,-0.015494177242396767,0,1,1.0
2023-08-15,ACB,cart,2023-08-10,2023-08-11,2023-08-15,3d,3,-0.011290402894648444,0,1,1.0
2023-08-16,ACB,cart,2023-08-11,2023-08-14,2023-08-16,3d,3,-0.006975585450921806,0,1,1.0
2023-08-17,ACB,cart,2023-08-14,2023-08-15,2023-08-17,3d,3,-0.026530527768195977,0,1,1.0
2023-08-18,ACB,cart,2023-08-15,2023-08-16,2023-08-18,3d,3,-0.04845478481176224,0,1,1.0
2023-08-21,ACB,cart,2023-08-16,2023-08-17,2023-08-21,3d,3,-0.04827455241230494,0,0,0.0
2023-08-22,ACB,cart,2023-08-17,2023-08-18,2023-08-22,3d,3,-0.03502712258507645,0,0,0.0
2023-08-23,ACB,cart,2023-08-18,2023-08-21,2023-08-23,3d,3,-0.006975585450921806,0,1,1.0
2023-08-24,ACB,cart,2023-08-21,2023-08-22,2023-08-24,3d,3,-0.008896328999372538,0,0,0.0
2023-08-25,ACB,cart,2023-08-22,2023-08-23,2023-08-25,3d,3,-0.01844826803236166,0,0,0.0
2023-08-28,ACB,cart,2023-08-23,2023-08-24,2023-08-28,3d,3,0.0027408961004391497,1,1,1.0
2023-06-30,ACB,lightgbm,2023-06-27,2023-06-28,2023-06-30,3d,3,-0.013349297996166132,0,0,0.02492610486217995
2023-07-03,ACB,lightgbm,2023-06-28,2023-06-29,2023-07-03,3d,3,-0.017762432126534722,0,0,0.020234792064798314
2023-07-04,ACB,lightgbm,2023-06-29,2023-06-30,2023-07-04,3d,3,-0.002453027935083396,0,0,0.09643158901557196
2023-07-05,ACB,lightgbm,2023-06-30,2023-07-03,2023-07-05,3d,3,-0.012107494570038457,0,0,0.01616996913815377
2023-07-06,ACB,lightgbm,2023-07-03,2023-07-04,2023-07-06,3d,3,-0.017937543273866208,0,0,0.029382704820907324
2023-07-07,ACB,lightgbm,2023-07-04,2023-07-05,2023-07-07,3d,3,-0.020481746529633305,0,0,0.14265373591934344
2023-07-10,ACB,lightgbm,2023-07-05,2023-07-06,2023-07-10,3d,3,-0.006975585450921695,0,0,0.10492377179164764
2023-07-11,ACB,lightgbm,2023-07-06,2023-07-07,2023-07-11,3d,3,0.006716806345224313,1,0,0.16891204512422522
2023-07-12,ACB,lightgbm,2023-07-07,2023-07-10,2023-07-12,3d,3,-0.0024204275860177926,0,1,0.5030546754535556
2023-07-13,ACB,lightgbm,2023-07-10,2023-07-11,2023-07-13,3d,3,-0.020300513697267264,0,0,0.2738281578179609
2023-07-14,ACB,lightgbm,2023-07-11,2023-07-12,2023-07-14,3d,3,-0.01589878301426395,0,0,0.252041542421398
2023-07-17,ACB,lightgbm,2023-07-12,2023-07-13,2023-07-17,3d,3,-0.006975585450921695,0,0,0.0308844080554398
2023-07-18,ACB,lightgbm,2023-07-13,2023-07-14,2023-07-18,3d,3,-0.009541540010480132,0,0,0.08887862543890311
2023-07-19,ACB,lightgbm,2023-07-14,2023-07-17,2023-07-19,3d,3,-0.009541540010480132,0,0,0.0660951033939312
2023-07-20,ACB,lightgbm,2023-07-17,2023-07-18,2023-07-20,3d,3,-0.002453027935083396,0,0,0.04296467252948368
2023-07-21,ACB,lightgbm,2023-07-18,2023-07-19,2023-07-21,3d,3,-0.0024735317580177885,0,0,0.07689155785088604
2023-07-24,ACB,lightgbm,2023-07-19,2023-07-20,2023-07-24,3d,3,-0.004402983340690891,0,0,0.07682107995037248
2023-07-25,ACB,lightgbm,2023-07-20,2023-07-21,2023-07-25,3d,3,0.006530575627789803,1,0,0.0585153681076793
2023-07-26,ACB,lightgbm,2023-07-21,2023-07-24,2023-07-26,3d,3,0.0019878844418488306,1,0,0.015154742860959807
2023-07-27,ACB,lightgbm,2023-07-24,2023-07-25,2023-07-27,3d,3,9.907035221301541e-05,1,0,0.10393390922569865
2023-07-28,ACB,lightgbm,2023-07-25,2023-07-26,2023-07-28,3d,3,-0.0114172281997037,0,0,0.05987714038641794
2023-07-31,ACB,lightgbm,2023-07-26,2023-07-27,2023-07-31,3d,3,0.02221235261250154,1,0,0.005383833197325071
2023-08-01,ACB,lightgbm,2023-07-27,2023-07-28,2023-08-01,3d,3,0.022343492257202335,1,0,0.03757345082557088
2023-08-02,ACB,lightgbm,2023-07-28,2023-07-31,2023-08-02,3d,3,0.019437983523784563,1,0,0.05600348063258311
2023-08-03,ACB,lightgbm,2023-07-31,2023-08-01,2023-08-03,3d,3,0.0015430063405530436,1,0,0.14928407378307046
2023-08-04,ACB,lightgbm,2023-08-01,2023-08-02,2023-08-04,3d,3,0.06253612356751392,1,0,0.025750849620485388
2023-08-07,ACB,lightgbm,2023-08-02,2023-08-03,2023-08-07,3d,3,0.02309746542231972,1,0,0.009548348947272562
2023-08-08,ACB,lightgbm,2023-08-03,2023-08-04,2023-08-08,3d,3,-0.015370719390346177,0,0,0.00985655078834331
