model_name,ranking_method,score_column,top_k,ranking_group_mode,return_threshold,probability_threshold,groups_covered,observations,coverage_ratio,average_actual_return,median_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_base_rate
cart,combined_rank_based,rank_based_joint_score,1,date,,,65,65,1.0,-0.02003450865189834,-0.012448132780083,0.3384615384615385,0.3384615384615385,0.18803418803418803,0.7521367521367521
cart,combined_rank_based,rank_based_joint_score,3,date,,,65,195,1.0,-0.026784587291026937,-0.0018621973929237,0.4307692307692308,0.4307692307692308,0.717948717948718,0.9572649572649573
cart,combined_rank_based,rank_based_joint_score,5,date,,,65,260,0.8,-0.022972189354798642,0.0,0.45,0.45,1.0,1.0
cart,combined_weighted_linear,combined_score,1,date,,,65,65,1.0,-0.01948521914588039,-0.0041666666666667,0.4,0.4,0.2222222222222222,0.888888888888889
cart,combined_weighted_linear,combined_score,3,date,,,65,195,1.0,-0.026834682928182835,0.0,0.441025641025641,0.441025641025641,0.7350427350427351,0.98005698005698
cart,combined_weighted_linear,combined_score,5,date,,,65,260,0.8,-0.022972189354798646,0.0,0.45,0.45,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.5,26,26,1.0,-0.04442353102862877,-0.012474066390041502,0.2692307692307692,0.2692307692307692,0.875,0.9086538461538461
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.55,26,26,1.0,-0.04442353102862877,-0.012474066390041502,0.2692307692307692,0.2692307692307692,0.875,0.9086538461538461
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.6,11,11,1.0,-0.10711083533088626,-0.092809364548495,0.2727272727272727,0.2727272727272727,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.5,26,26,1.0,-0.04442353102862877,-0.012474066390041502,0.2692307692307692,0.2692307692307692,0.875,0.9086538461538461
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.55,26,26,1.0,-0.04442353102862877,-0.012474066390041502,0.2692307692307692,0.2692307692307692,0.875,0.9086538461538461
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.6,11,11,1.0,-0.10711083533088626,-0.092809364548495,0.2727272727272727,0.2727272727272727,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.5,25,25,1.0,-0.04422245029175194,-0.012448132780083,0.28,0.28,0.875,0.91
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.55,25,25,1.0,-0.04422245029175194,-0.012448132780083,0.28,0.28,0.875,0.91
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.6,11,11,1.0,-0.10711083533088626,-0.092809364548495,0.2727272727272727,0.2727272727272727,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.5,12,12,1.0,-0.09223255143426479,-0.06692207745711995,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.55,12,12,1.0,-0.09223255143426479,-0.06692207745711995,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.6,11,11,1.0,-0.10711083533088626,-0.092809364548495,0.2727272727272727,0.2727272727272727,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.5,26,27,0.34615384615384615,-0.041048247304913736,-0.012448132780083,0.2962962962962963,0.2962962962962963,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.55,26,27,0.34615384615384615,-0.041048247304913736,-0.012448132780083,0.2962962962962963,0.2962962962962963,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.6,11,11,0.3333333333333333,-0.10711083533088626,-0.092809364548495,0.2727272727272727,0.2727272727272727,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.5,26,27,0.34615384615384615,-0.041048247304913736,-0.012448132780083,0.2962962962962963,0.2962962962962963,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.55,26,27,0.34615384615384615,-0.041048247304913736,-0.012448132780083,0.2962962962962963,0.2962962962962963,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.6,11,11,0.3333333333333333,-0.10711083533088626,-0.092809364548495,0.2727272727272727,0.2727272727272727,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.5,25,26,0.3466666666666667,-0.0407250818377739,-0.0114323997233748,0.3076923076923077,0.3076923076923077,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.55,25,26,0.3466666666666667,-0.0407250818377739,-0.0114323997233748,0.3076923076923077,0.3076923076923077,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.6,11,11,0.3333333333333333,-0.10711083533088626,-0.092809364548495,0.2727272727272727,0.2727272727272727,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.5,12,12,0.3333333333333333,-0.09223255143426479,-0.06692207745711995,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.55,12,12,0.3333333333333333,-0.09223255143426479,-0.06692207745711995,0.3333333333333333,0.3333333333333333,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.6,11,11,0.3333333333333333,-0.10711083533088626,-0.092809364548495,0.2727272727272727,0.2727272727272727,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.5,26,27,0.2076923076923077,-0.041048247304913736,-0.012448132780083,0.2962962962962963,0.2962962962962963,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.55,26,27,0.2076923076923077,-0.041048247304913736,-0.012448132780083,0.2962962962962963,0.2962962962962963,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.6,11,11,0.2,-0.10711083533088626,-0.092809364548495,0.2727272727272727,0.2727272727272727,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.5,26,27,0.2076923076923077,-0.041048247304913736,-0.012448132780083,0.2962962962962963,0.2962962962962963,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.55,26,27,0.2076923076923077,-0.041048247304913736,-0.012448132780083,0.2962962962962963,0.2962962962962963,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.6,11,11,0.2,-0.10711083533088626,-0.092809364548495,0.2727272727272727,0.2727272727272727,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.5,25,26,0.208,-0.0407250818377739,-0.0114323997233748,0.3076923076923077,0.3076923076923077,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.01,0.55,25,26,0.208,-0.0407250818377739,-0.0114323997233748,0.3076923076923077,0.3076923076923077,1.0,1.0
