date,ticker,horizon,model_name,actual_return,predicted_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score
2026-01-05,ACB,20d,cart,-0.0361445783132529,-0.0038471317757114,0,0,0.1581395348837209,2026-01-05,0.6257844449402526,0.6257844449402526,0.1581395348837209,0.3919619899119868,False,reject,reject,reject,0.8181818181818181,0.4545454545454546,0.6363636363636364
2026-01-05,DGC,20d,cart,-0.2952442435980202,-0.0495912114490204,0,1,0.604040404040404,2026-01-05,0.5280338192318684,0.5280338192318684,0.604040404040404,0.5660371116361362,False,reject,moderate_positive,weak_or_uncertain,0.18181818181818177,0.8181818181818181,0.49999999999999994
2026-01-05,HPG,20d,cart,-0.0494505494505495,0.008074411403776,0,1,0.5934065934065934,2026-01-05,0.6512596171051956,0.6512596171051956,0.5934065934065934,0.6223331052558945,True,moderate_positive,moderate_positive,moderate_positive,0.9090909090909091,0.7272727272727273,0.8181818181818181
2026-01-05,MWG,20d,cart,0.0186480186480186,-0.0106372768275067,1,0,0.0172413793103448,2026-01-05,0.6112745688600271,0.6112745688600271,0.0172413793103448,0.3142579740851859,False,reject,reject,reject,0.7272727272727273,0.0,0.36363636363636365
2026-01-05,ACB,20d,lightgbm,-0.0361445783132529,-0.0144360208801904,0,0,0.0422626264920515,2026-01-05,0.5892825665372544,0.5892825665372544,0.0422626264920515,0.31577259651465295,False,reject,reject,reject,0.6363636363636364,0.2727272727272727,0.45454545454545453
2026-01-05,DGC,20d,lightgbm,-0.2952442435980202,-0.0146921404506828,0,1,0.8224850587549775,2026-01-05,0.5885925005819994,0.5885925005819994,0.8224850587549775,0.7055387796684884,False,reject,strong_positive,weak_or_uncertain,0.5454545454545454,1.0,0.7727272727272727
2026-01-05,HPG,20d,lightgbm,-0.0494505494505495,-0.019685855418445,0,0,0.2282062427578893,2026-01-05,0.575137875920262,0.575137875920262,0.2282062427578893,0.4016720593390757,False,reject,reject,reject,0.36363636363636365,0.5454545454545454,0.45454545454545453
2026-01-05,MWG,20d,lightgbm,0.0186480186480186,-0.0851993055625828,1,0,0.0393232373551852,2026-01-05,0.3986242207206293,0.3986242207206293,0.0393232373551852,0.21897372903790724,False,reject,reject,reject,0.0,0.18181818181818177,0.09090909090909088
2026-01-05,ACB,20d,xgboost,-0.0361445783132529,-0.0172201115638017,0,0,0.0851244032382965,2026-01-05,0.5640299257083172,0.5640299257083172,0.0851244032382965,0.32457716447330687,False,reject,reject,reject,0.4545454545454546,0.36363636363636365,0.4090909090909091
2026-01-05,DGC,20d,xgboost,-0.2952442435980202,0.0333957597613334,0,1,0.8141060471534729,2026-01-05,0.6992508690425471,0.6992508690425471,0.8141060471534729,0.7566784580980099,True,strong_positive,strong_positive,strong_positive,1.0,0.9090909090909091,0.9545454545454546
2026-01-05,HPG,20d,xgboost,-0.0494505494505495,-0.0238338056951761,0,0,0.4663441479206085,2026-01-05,0.5463613578074737,0.5463613578074737,0.4663441479206085,0.5063527528640411,False,reject,reject,reject,0.2727272727272727,0.6363636363636364,0.45454545454545453
