step_size,horizon,model_name,ticker,observations,mae,rmse,mape,smape,correlation,directional_accuracy,precision,recall,f1,brier_score
2,long_3m,cart,OVERALL,732,0.24129093854144917,0.30238641820202244,590.6499954126888,145.34268785182644,-0.050987516610964276,0.5560109289617486,0.5046296296296297,0.3333333333333333,0.4014732965009208,0.40792823987704924
2,long_3m,stacking_final,OVERALL,732,0.21418807206239712,0.27637429211484726,342.4604965689283,169.6764746192666,-0.3478975194029702,0.296448087431694,0.265,0.3241590214067278,0.29160935350756534,
2,long_6m,cart,OVERALL,540,0.3258569905677451,0.38830779870879434,430.2075110912246,143.67535357814884,0.2681605829068141,0.5259259259259259,0.712707182320442,0.38738738738738737,0.5019455252918288,0.4516265637777777
2,long_6m,stacking_final,OVERALL,540,0.3074593418739019,0.3657852717788562,333.7199783365581,154.59158097597435,0.1052110725784828,0.4111111111111111,0.5306122448979592,0.39039039039039036,0.44982698961937717,
2,short_10d,cart,OVERALL,888,0.07885309565431255,0.10944961183485237,375.5202600114094,150.5268928669324,-0.0185617546695064,0.4966216216216216,0.5067264573991032,0.4988962472406181,0.5027808676307007,0.38417575126126124
2,short_10d,stacking_final,OVERALL,888,0.0556208685863849,0.08128773192726395,145.42481470618907,170.6714779839353,-0.035764552904295616,0.39076576576576577,0.43103448275862066,0.6070640176600441,0.5041246562786434,
2,short_20d,cart,OVERALL,858,0.1028602506667995,0.13336645700915964,525.7683833029097,146.24426801160845,0.12216954442848156,0.513986013986014,0.5343283582089552,0.4068181818181818,0.4619354838709677,0.3832980371794871
2,short_20d,stacking_final,OVERALL,858,0.08202265187388451,0.1073470360124566,281.8466056214039,168.8407938078109,-0.028702033433523125,0.4160839160839161,0.4407766990291262,0.5159090909090909,0.47539267015706804,
2,short_30d,cart,OVERALL,828,0.13001039370615144,0.17201804428979214,351.4112536276466,142.28580289030307,0.0025673483613977,0.5060386473429952,0.5543175487465181,0.44419642857142855,0.49318463444857497,0.39126057631642513
2,short_30d,stacking_final,OVERALL,828,0.10465896115608116,0.13530342723880415,174.30107555505916,168.70222645018598,-0.1580334457557457,0.33454106280193235,0.40264650283553877,0.47544642857142855,0.436028659160696,
2,short_5d,cart,OVERALL,906,0.054306127052242976,0.07237786230026769,410.1409709761702,153.06395292324365,0.044116573770240586,0.5242825607064018,0.5251989389920424,0.44,0.4788391777509069,0.32087221758278145
2,short_5d,stacking_final,OVERALL,906,0.03777283998622307,0.054060246182977716,162.6386877170516,173.31368703916306,-0.03224801654927188,0.44039735099337746,0.4514480408858603,0.5888888888888889,0.5110896817743491,
