scope,step_size,ticker,horizon,competitor_model,stacking_mae_minus_model,stacking_rmse_minus_model,stacking_directional_accuracy_minus_model,stacking_better_mae,stacking_better_rmse,stacking_better_directional_accuracy
overall_horizon,2,OVERALL,long_3m,cart,-0.02710286647905205,-0.02601212608717518,-0.25956284153005466,True,True,False
overall_horizon,2,OVERALL,long_6m,cart,-0.018397648693843194,-0.022522526929938114,-0.11481481481481481,True,True,False
overall_horizon,2,OVERALL,short_10d,cart,-0.023232227067927644,-0.028161879907588422,-0.10585585585585583,True,True,False
overall_horizon,2,OVERALL,short_20d,cart,-0.020837598792914996,-0.02601942099670304,-0.09790209790209786,True,True,False
overall_horizon,2,OVERALL,short_30d,cart,-0.025351432550070288,-0.036714617050988,-0.17149758454106284,True,True,False
overall_horizon,2,OVERALL,short_5d,cart,-0.016533287066019905,-0.01831761611728997,-0.08388520971302432,True,True,False
ticker,2,ACB,long_3m,cart,0.008657271988299298,-0.015974900371793277,-0.3688524590163934,False,True,False
ticker,2,ACB,long_6m,cart,0.025804073427999452,0.016786144130809644,-0.15555555555555556,False,False,False
ticker,2,ACB,short_10d,cart,-0.02837083167723853,-0.029715206115343062,0.02027027027027023,True,True,True
ticker,2,ACB,short_20d,cart,-0.006138479754254189,-0.010703767935740308,-0.21678321678321677,True,True,False
ticker,2,ACB,short_30d,cart,-0.021283188991654767,-0.04051303281755966,-0.18115942028985507,True,True,False
ticker,2,ACB,short_5d,cart,-0.025427328910812584,-0.026139490274096164,-0.10596026490066224,True,True,False
ticker,2,DGC,long_3m,cart,-0.09069476474168592,-0.07635297838070992,-0.5245901639344263,True,True,False
ticker,2,DGC,long_6m,cart,0.053019740467444176,0.037763953671577144,-0.25555555555555565,False,False,False
ticker,2,DGC,short_10d,cart,-0.06707571366723436,-0.06833827969340635,-0.14864864864864863,True,True,False
ticker,2,DGC,short_20d,cart,-0.04172135891565201,-0.03293548429001683,0.041958041958041925,True,True,True
ticker,2,DGC,short_30d,cart,-0.010678950906104503,-0.018844044900958812,-0.2971014492753623,True,True,False
ticker,2,DGC,short_5d,cart,-0.035125059952692925,-0.030845410609212198,-0.0794701986754967,True,True,False
ticker,2,FPT,long_3m,cart,0.0062333415896439065,-0.008535547010088407,-0.10655737704918034,False,True,False
ticker,2,FPT,long_6m,cart,0.032653743599402055,0.05244114676180407,-0.21111111111111114,False,False,False
ticker,2,FPT,short_10d,cart,-0.013833918112071013,-0.013544680434838405,-0.10135135135135132,True,True,False
ticker,2,FPT,short_20d,cart,-0.009685565962401818,-0.022157712770519436,-0.2517482517482518,True,True,False
ticker,2,FPT,short_30d,cart,-0.004453514546339868,-0.021017394409918233,-0.2246376811594203,True,True,False
ticker,2,FPT,short_5d,cart,-0.02927169939504423,-0.03023706004815336,-0.08609271523178808,True,True,False
ticker,2,MSN,long_3m,cart,0.023028076596094432,0.02871849604442836,-0.49999999999999994,False,False,False
ticker,2,MSN,long_6m,cart,-0.0571270232385413,-0.05563656473874046,-0.011111111111111183,True,True,False
ticker,2,MSN,short_10d,cart,0.0021668804435967665,0.0006153777124772442,-0.14864864864864868,False,False,False
ticker,2,MSN,short_20d,cart,0.0035279464725369997,0.004101665112329775,-0.19580419580419572,False,False,False
ticker,2,MSN,short_30d,cart,0.008066536211787073,0.010337762064679526,-0.10869565217391308,False,False,False
ticker,2,MSN,short_5d,cart,0.0007549115409111323,-6.0442860192105874e-05,-0.1059602649006623,False,True,False
ticker,2,MWG,long_3m,cart,-0.18799508227281544,-0.16115038405798482,0.3770491803278689,True,True,True
ticker,2,MWG,long_6m,cart,-0.1031720459576444,-0.07541006322092608,0.2,True,True,True
ticker,2,MWG,short_10d,cart,-0.022374853793311465,-0.033470092089043765,-0.05405405405405406,True,True,False
ticker,2,MWG,short_20d,cart,-0.045813951520123075,-0.057818189707807804,0.06993006993006995,True,True,True
ticker,2,MWG,short_30d,cart,-0.10140466100639618,-0.12053463279326772,-0.02898550724637683,True,True,False
ticker,2,MWG,short_5d,cart,-0.0038786450950095766,-0.0072209931939440225,-0.019867549668874163,True,True,False
ticker,2,SSI,long_3m,cart,0.07815395796615177,0.11619570612381386,-0.43442622950819676,False,False,False
ticker,2,SSI,long_6m,cart,-0.06156438046171914,-0.032420336843184405,-0.25555555555555554,True,True,False
ticker,2,SSI,short_10d,cart,-0.009904925601307318,-0.014288945368248498,-0.20270270270270274,True,True,False
ticker,2,SSI,short_20d,cart,-0.025194183077595883,-0.02730724568777601,-0.034965034965035,True,True,False
ticker,2,SSI,short_30d,cart,-0.022354816061713356,-0.024569987926468972,-0.18840579710144928,True,True,False
ticker,2,SSI,short_5d,cart,-0.006251900583471193,-0.009185459633933378,-0.10596026490066224,True,True,False
