step_size,ticker,horizon,model_name,total_return,cagr,sharpe,sortino,max_drawdown,turnover,win_rate,observations,model_name_buy_and_hold,total_return_buy_and_hold,cagr_buy_and_hold,sharpe_buy_and_hold,sortino_buy_and_hold,max_drawdown_buy_and_hold,turnover_buy_and_hold,win_rate_buy_and_hold,observations_buy_and_hold,beats_buy_and_hold_total_return
2,ACB,long_3m,cart,39.91529948141329,18.936530912532465,4.243132501438721,13.007070009612127,-0.5008634840668886,17.0,0.6136363636363636,122,buy_and_hold,986.7929959957257,258.76065307791913,3.291204054904481,11.12888731593617,-0.9965342413675131,0.0,0.4016393442622951,244,False
2,ACB,long_3m,stacking_final,-0.8896275455044115,-0.8308520170913737,-3.8374787362022396,-5.13664342809085,-0.9411293058263549,3.0,0.16981132075471697,122,buy_and_hold,986.7929959957257,258.76065307791913,3.291204054904481,11.12888731593617,-0.9965342413675131,0.0,0.4016393442622951,244,False
2,ACB,long_6m,cart,1.9011948922283506,1.3648137080627434,2.236598524114466,1000000.0,-0.06163021868787266,6.0,0.8,90,buy_and_hold,109800504.62684368,3143496.5844470784,9.77012525669032,30.37158520804747,-0.9807510679320602,0.0,0.8111111111111111,180,False
2,ACB,long_6m,stacking_final,-0.8139875367673227,-0.743117200518435,-3.8507668723187463,-4.462576578675419,-0.8612594793582646,1.0,0.2608695652173913,90,buy_and_hold,109800504.62684368,3143496.5844470784,9.77012525669032,30.37158520804747,-0.9807510679320602,0.0,0.8111111111111111,180,False
2,ACB,short_10d,cart,0.08195009195996406,0.06571729420635264,0.37232331672502295,0.46088776243410745,-0.47293663376311057,24.0,0.4117647058823529,148,buy_and_hold,2.231373744645624,1.580020565917783,1.186271604888806,1.9680307951891998,-0.8379086266614366,0.0,0.5454545454545454,296,False
2,ACB,short_10d,stacking_final,-0.08604956166529176,-0.07012931139295409,0.08765325888456717,0.1256517933620621,-0.5973942706088705,5.0,0.47474747474747475,148,buy_and_hold,2.231373744645624,1.580020565917783,1.186271604888806,1.9680307951891998,-0.8379086266614366,0.0,0.5454545454545454,296,False
2,ACB,short_20d,cart,0.043137336274483795,0.03471633102201821,0.27871680835140217,0.2949343019143202,-0.4753618638404563,34.0,0.4642857142857143,143,buy_and_hold,8.213869773173426,5.016469769475846,1.6678811733019618,3.2550471238215186,-0.9562247056788715,0.0,0.5106382978723404,286,False
2,ACB,short_20d,stacking_final,-0.6533329403055477,-0.5751704144392722,-1.129096055234564,-1.9310032997372748,-0.7907745371109709,3.0,0.2891566265060241,143,buy_and_hold,8.213869773173426,5.016469769475846,1.6678811733019618,3.2550471238215186,-0.9562247056788715,0.0,0.5106382978723404,286,False
2,ACB,short_30d,cart,-0.349067842401276,-0.29315719515844685,-1.11763688140555,-1.3494948527999666,-0.5518660476781505,19.0,0.39473684210526316,138,buy_and_hold,26.899949412039476,13.728424745018515,2.106538759092709,5.932627794074584,-0.9801860007986248,0.0,0.5255474452554745,276,False
2,ACB,short_30d,stacking_final,-0.7797509741564284,-0.7055408310018572,-2.1979403488125717,-4.4159745290244565,-0.8592377919987927,5.0,0.2962962962962963,138,buy_and_hold,26.899949412039476,13.728424745018515,2.106538759092709,5.932627794074584,-0.9801860007986248,0.0,0.5255474452554745,276,False
2,ACB,short_5d,cart,0.28550557707950097,0.22446224609888077,0.9928047658113042,0.60948869216865,-0.20365942034106632,41.0,0.6065573770491803,151,buy_and_hold,0.799075250520616,0.6056248397627346,0.8309525381392274,1.0987957218918762,-0.6352709923828537,0.0,0.5384615384615384,302,False
2,ACB,short_5d,stacking_final,0.09903241233707227,0.07911173067963029,0.40676885326687884,0.5804754968756448,-0.39607201785548407,6.0,0.5054945054945055,151,buy_and_hold,0.799075250520616,0.6056248397627346,0.8309525381392274,1.0987957218918762,-0.6352709923828537,0.0,0.5384615384615384,302,False
2,DGC,long_3m,cart,-0.7496034114534251,-0.6725694010989225,-1.219969590860657,-0.9537189829290481,-0.8258840056472115,6.0,0.25,122,buy_and_hold,-0.9999999999993898,-0.9999999997888926,-7.193729550597423,-11.75128833164148,-0.9999999999990268,0.0,0.23770491803278687,244,True
2,DGC,long_3m,stacking_final,-0.9999996396699183,-0.9999936199644084,-10.640177379466811,-14.046549118752198,-0.9999996396699183,3.0,0.027777777777777776,122,buy_and_hold,-0.9999999999993898,-0.9999999997888926,-7.193729550597423,-11.75128833164148,-0.9999999999990268,0.0,0.23770491803278687,244,True
2,DGC,long_6m,cart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,buy_and_hold,-0.999999999998991,-0.9999999997975902,-8.893312950616693,-10.818862944570883,-0.9999999999988409,0.0,0.23333333333333334,180,True
2,DGC,long_6m,stacking_final,-0.9997647496300496,-0.998830706443183,-6.2282080106134625,-9.801589553321019,-0.9997647496300496,1.0,0.0,90,buy_and_hold,-0.999999999998991,-0.9999999997975902,-8.893312950616693,-10.818862944570883,-0.9999999999988409,0.0,0.23333333333333334,180,True
2,DGC,short_10d,cart,-0.4318149269834193,-0.3667002639623843,-0.32141045009382063,-0.17589332095688967,-0.8068615640771848,28.0,0.5714285714285714,148,buy_and_hold,-0.998872136680844,-0.9958504452710196,-2.228206401084102,-2.2471707881588197,-0.998802287827487,0.0,0.4794520547945205,296,True
2,DGC,short_10d,stacking_final,-0.9822391968956982,-0.961502360356326,-3.0059210249126465,-2.6453409548862106,-0.983742684730562,7.0,0.42727272727272725,148,buy_and_hold,-0.998872136680844,-0.9958504452710196,-2.228206401084102,-2.2471707881588197,-0.998802287827487,0.0,0.4794520547945205,296,True
2,DGC,short_20d,cart,-0.931620020228751,-0.8855712989451601,-2.0372583456098465,-1.3721322084637246,-0.9740800933632725,20.0,0.4090909090909091,143,buy_and_hold,-0.9999641425460566,-0.9997442793468818,-2.709853519429995,-3.0347982987776536,-0.9999624688040154,0.0,0.44680851063829785,286,True
2,DGC,short_20d,stacking_final,-0.9694936279495828,-0.9403962521884808,-2.2512187400976247,-1.720780531402486,-0.9720980325036123,9.0,0.4827586206896552,143,buy_and_hold,-0.9999641425460566,-0.9997442793468818,-2.709853519429995,-3.0347982987776536,-0.9999624688040154,0.0,0.44680851063829785,286,True
2,DGC,short_30d,cart,0.0993845623571703,0.07957296385020984,0.5467855948727776,0.5250334983219438,-0.7746553495065946,18.0,0.5,138,buy_and_hold,-0.9999990806782649,-0.9999867557403248,-3.5117405491477864,-4.506415516010794,-0.9999991796725916,0.0,0.40441176470588236,276,True
2,DGC,short_30d,stacking_final,-0.9993858237721923,-0.9974607868553647,-4.583623577339063,-5.054325865929719,-0.9994357243088076,3.0,0.2619047619047619,138,buy_and_hold,-0.9999990806782649,-0.9999867557403248,-3.5117405491477864,-4.506415516010794,-0.9999991796725916,0.0,0.40441176470588236,276,True
2,DGC,short_5d,cart,-0.7267587197577348,-0.6486886816324314,-1.7412391391909452,-1.117327996641616,-0.7217401135386631,18.0,0.42857142857142855,151,buy_and_hold,-0.9761069095884488,-0.9507490129483434,-1.7214225840402235,-1.8290185970830939,-0.975170069468218,0.0,0.4666666666666667,302,True
