horizon,regime,model_name,signal_bucket,observations,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
20d,bear,cart,moderate_positive,0,,,,,,0.0,
20d,bear,cart,reject,2,0.1000178253039041,0.1000178253039041,1.0,1.0,1.0,0.2222222222222222,1.3333333333333333
20d,bear,cart,strong_or_moderate_positive,7,0.07661989589679984,0.1364341085271316,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.4444444444444444,0.7619047619047619
20d,bear,cart,strong_positive,7,0.07661989589679984,0.1364341085271316,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.4444444444444444,0.7619047619047619
20d,bear,cart,weak_or_uncertain,3,0.06953094184013534,0.083395942900075,1.0,1.0,1.0,0.3333333333333333,1.3333333333333333
20d,bear,lightgbm,moderate_positive,1,0.1370716510903427,0.1370716510903427,1.0,1.0,1.0,0.1111111111111111,1.3333333333333333
20d,bear,lightgbm,reject,0,,,,,,0.0,
20d,bear,lightgbm,strong_or_moderate_positive,8,0.07030029642684663,0.08124860433215289,0.75,0.625,0.625,0.5555555555555556,0.8333333333333334
20d,bear,lightgbm,strong_positive,7,0.060761531474918626,0.0260631001371742,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.4444444444444444,0.7619047619047619
20d,bear,lightgbm,weak_or_uncertain,4,0.09564134399776,0.0912648626916159,1.0,1.0,1.0,0.4444444444444444,1.3333333333333333
20d,bear,xgboost,moderate_positive,1,0.0991337824831568,0.0991337824831568,1.0,1.0,1.0,0.1111111111111111,1.3333333333333333
20d,bear,xgboost,reject,0,,,,,,0.0,
20d,bear,xgboost,strong_or_moderate_positive,8,0.06555806285094838,0.0625984413101655,0.75,0.625,0.625,0.5555555555555556,0.8333333333333334
20d,bear,xgboost,strong_positive,7,0.060761531474918626,0.0260631001371742,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.4444444444444444,0.7619047619047619
20d,bear,xgboost,weak_or_uncertain,4,0.10512581114955648,0.11023379699520885,1.0,1.0,1.0,0.4444444444444444,1.3333333333333333
20d,bull,cart,moderate_positive,2,0.07805549542959066,0.07805549542959066,1.0,1.0,1.0,0.06666666666666667,2.9333333333333336
20d,bull,cart,reject,18,-0.05929012183583154,-0.0816464237516869,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1,0.4888888888888889
