horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
20d,bear,cart,combined_rank_based,rank_based_joint_score,1,,,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_rank_based,rank_based_joint_score,3,,,3,9,0.07175536825720533,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888
20d,bear,cart,combined_rank_based,rank_based_joint_score,5,,,3,12,0.07874731228381775,0.75,0.75,1.0,1.0
20d,bear,cart,combined_weighted_linear,combined_score,1,,,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear,combined_score,3,,,3,9,0.07175536825720533,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888
20d,bear,cart,combined_weighted_linear,combined_score,5,,,3,12,0.07874731228381775,0.75,0.75,1.0,1.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.5,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.55,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.6,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.65,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.5,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.55,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.6,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.65,3,3,-0.027355544953704198,0.0,0.0,0.0,0.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0
