slice_name,candidate_source,baseline,transaction_cost_bps,slippage_bps,row_count,gross_return,net_return,turnover,max_drawdown,profit_factor,win_rate,trade_count,average_trade_return,exposure,benchmark_comparison,status
confidence_random_forest_h1_t0.57,confidence_sweep,model_signal,5,5,2688,0.0792263138047351,0.035927679751575736,0.2109375,-0.037946915004383075,1.2882152589906928,0.5356125356125356,567,0.001125779763154535,0.2611607142857143,0.015907719973234924,proxy_diagnostic
confidence_random_forest_h1_t0.57,confidence_sweep,model_signal,5,10,2688,0.0792263138047351,0.01492991072213501,0.2109375,-0.04050577199161476,1.2313182600999946,0.5256410256410257,567,0.0009213638087385804,0.2611607142857143,-0.004445747166575753,proxy_diagnostic
confidence_random_forest_h1_t0.57,confidence_sweep,model_signal,5,15,2688,0.0792263138047351,-0.0056450556428010445,0.2109375,-0.04305817931851008,1.1762276169412165,0.5,567,0.000716947854322626,0.2611607142857143,-0.024376554060420275,proxy_diagnostic
confidence_random_forest_h1_t0.57,confidence_sweep,model_signal,5,20,2688,0.0792263138047351,-0.02580567622031682,0.2109375,-0.045604152352611727,1.1230818334743653,0.49145299145299143,567,0.0005125318999066717,0.2611607142857143,-0.043893157573101305,proxy_diagnostic
confidence_random_forest_h1_t0.57,confidence_sweep,model_signal,10,5,2688,0.0792263138047351,0.01492991072213501,0.2109375,-0.04050577199161476,1.2313182600999946,0.5256410256410257,567,0.0009213638087385804,0.2611607142857143,-0.004445747166575753,proxy_diagnostic
confidence_random_forest_h1_t0.57,confidence_sweep,model_signal,10,10,2688,0.0792263138047351,-0.0056450556428010445,0.2109375,-0.04305817931851008,1.1762276169412165,0.5,567,0.000716947854322626,0.2611607142857143,-0.024376554060420275,proxy_diagnostic
confidence_random_forest_h1_t0.57,confidence_sweep,model_signal,10,15,2688,0.0792263138047351,-0.02580567622031682,0.2109375,-0.045604152352611727,1.1230818334743653,0.49145299145299143,567,0.0005125318999066717,0.2611607142857143,-0.043893157573101305,proxy_diagnostic
confidence_random_forest_h1_t0.57,confidence_sweep,model_signal,10,20,2688,0.0792263138047351,-0.04556023986136992,0.2109375,-0.05403623723663764,1.0722911472077385,0.47435897435897434,567,0.0003081159454907174,0.2611607142857143,-0.06300384654330582,proxy_diagnostic
confidence_random_forest_h1_t0.57,confidence_sweep,model_signal,15,5,2688,0.0792263138047351,-0.0056450556428010445,0.2109375,-0.04305817931851008,1.1762276169412165,0.5,567,0.000716947854322626,0.2611607142857143,-0.024376554060420275,proxy_diagnostic
confidence_random_forest_h1_t0.57,confidence_sweep,model_signal,15,10,2688,0.0792263138047351,-0.02580567622031682,0.2109375,-0.045604152352611727,1.1230818334743653,0.49145299145299143,567,0.0005125318999066717,0.2611607142857143,-0.043893157573101305,proxy_diagnostic
confidence_random_forest_h1_t0.57,confidence_sweep,model_signal,15,15,2688,0.0792263138047351,-0.04556023986136992,0.2109375,-0.05403623723663764,1.0722911472077385,0.47435897435897434,567,0.0003081159454907174,0.2611607142857143,-0.06300384654330582,proxy_diagnostic
