slice_name,baseline,timestamp,gross_period_return,net_period_return,turnover_period,exposure,gross_equity,net_equity
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 09:00:00,0.0044448306002799545,0.0033539215093708634,0.5454545454545454,0.5454545454545454,1.00444483060028,1.003353921509371
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 10:00:00,0.0003831355432724222,-0.0005057533456164667,0.4444444444444444,0.2777777777777778,1.0048296691161391,1.0028464719067303
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 11:00:00,0.0017281004819094095,0.0008709576247665522,0.42857142857142855,0.2857142857142857,1.0065661157515755,1.0037199086879076
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 13:00:00,0.0021205738841061565,0.0013379651884539827,0.391304347826087,0.2608695652173913,1.0087006135692644,1.0050628509846902
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 14:00:00,0.002148644936090759,0.0019133508184437,0.11764705882352941,0.23529411764705882,1.0108679530346416,1.006985888813209
confidence_random_forest_h1_t0.57,model_signal,2026-03-16 09:00:00,-0.00113922480101112,-0.0012725581343444531,0.06666666666666667,0.4,1.0097163471919972,1.0057044407292297
confidence_random_forest_h1_t0.57,model_signal,2026-03-16 10:00:00,0.0013207676317432166,0.00115410096507655,0.08333333333333333,0.25,1.0110499478606105,1.006865125194857
confidence_random_forest_h1_t0.57,model_signal,2026-03-16 11:00:00,-0.0035369635542699075,-0.004152348169654523,0.3076923076923077,0.5384615384615384,1.007473901043481,1.0026842706351653
confidence_random_forest_h1_t0.57,model_signal,2026-03-16 13:00:00,0.0017174757179695354,0.0012468874826754176,0.23529411764705882,0.29411764705882354,1.0092042130050112,1.0039345051012958
confidence_random_forest_h1_t0.57,model_signal,2026-03-16 14:00:00,0.0073178336858426216,0.00674640511441405,0.2857142857142857,0.42857142857142855,1.0165894015908334,1.010707453981048
confidence_random_forest_h1_t0.57,model_signal,2026-03-17 09:00:00,0.00101259182288146,0.0004792584895481267,0.26666666666666666,0.13333333333333333,1.0176187917061121,1.0111918441088181
confidence_random_forest_h1_t0.57,model_signal,2026-03-17 10:00:00,0.0014606348119250668,0.0011273014785917336,0.16666666666666666,0.25,1.019105161138547,1.012331762169822
confidence_random_forest_h1_t0.57,model_signal,2026-03-17 11:00:00,-0.005511547518612771,-0.0059401189471842,0.21428571428571427,0.42857142857142855,1.0134883146164684,1.0063183910885207
confidence_random_forest_h1_t0.57,model_signal,2026-03-17 13:00:00,-0.005796750920608958,-0.006463417587275626,0.3333333333333333,0.25,1.007613375295689,0.9998141351011602
confidence_random_forest_h1_t0.57,model_signal,2026-03-17 14:00:00,0.0066106169889566056,0.005943950322289939,0.3333333333333333,0.3888888888888889,1.0142743213927186,1.0057569806517248
confidence_random_forest_h1_t0.57,model_signal,2026-03-18 09:00:00,-0.0006443875721721533,-0.0011777209055054867,0.26666666666666666,0.13333333333333333,1.0136207356252398,1.0045724796297533
confidence_random_forest_h1_t0.57,model_signal,2026-03-18 10:00:00,-0.003556819668661629,-0.003842533954375914,0.14285714285714285,0.2857142857142857,1.0100154694562047,1.0007123757671443
confidence_random_forest_h1_t0.57,model_signal,2026-03-18 11:00:00,0.001556644760445182,0.0011930083968088182,0.18181818181818182,0.18181818181818182,1.0115877047447022,1.001906234034225
confidence_random_forest_h1_t0.57,model_signal,2026-03-18 13:00:00,-0.0006423698898806376,-0.0010173698898806377,0.1875,0.4375,1.0109378912622007,1.000886924799235
confidence_random_forest_h1_t0.57,model_signal,2026-03-18 14:00:00,-0.002466287607298593,-0.0031805733215843073,0.35714285714285715,0.21428571428571427,1.008444627669232,0.997703530548296
confidence_random_forest_h1_t0.57,model_signal,2026-03-19 09:00:00,0.0,-0.0004,0.2,0.0,1.008444627669232,0.9973044491360767
confidence_random_forest_h1_t0.57,model_signal,2026-03-19 10:00:00,-0.0004348771472059222,-0.0004348771472059222,0.0,0.1111111111111111,1.0080060781464362,0.9968707442223407
confidence_random_forest_h1_t0.57,model_signal,2026-03-19 11:00:00,-0.0016694059929170287,-0.002097977421488457,0.21428571428571427,0.35714285714285715,1.0063233067586819,0.9947793319088198
confidence_random_forest_h1_t0.57,model_signal,2026-03-19 13:00:00,0.0010854816824965908,0.0005400271370420454,0.2727272727272727,0.09090909090909091,1.0074156522748379,0.9953165397434193
confidence_random_forest_h1_t0.57,model_signal,2026-03-19 14:00:00,-0.00529712339969437,-0.005697123399694371,0.2,0.35,1.0020792472499545,0.9896460985947442
confidence_random_forest_h1_t0.57,model_signal,2026-03-20 09:00:00,-0.0014059563146549365,-0.0019514108601094817,0.2727272727272727,0.18181818181818182,1.0006703676044988,0.9877148924502813
confidence_random_forest_h1_t0.57,model_signal,2026-03-20 10:00:00,-0.00018350685930565,-0.0008977925735913643,0.35714285714285715,0.14285714285714285,1.0004867377281395,0.9868281293550138
confidence_random_forest_h1_t0.57,model_signal,2026-03-20 11:00:00,-0.0017246247235424201,-0.0023246247235424204,0.3,0.2,0.9987612735646773,0.984534124287628
confidence_random_forest_h1_t0.57,model_signal,2026-03-20 13:00:00,-0.0007873536159169824,-0.0011402947923875705,0.17647058823529413,0.23529411764705882,0.9979748952644982,0.983411465152775
confidence_random_forest_h1_t0.57,model_signal,2026-03-20 14:00:00,-0.00838765219073312,-0.009012652190733118,0.3125,0.3125,0.9896042289479363,0.9745483196569737
confidence_random_forest_h1_t0.57,model_signal,2026-03-23 09:00:00,0.002390855952421177,0.001467779029344254,0.46153846153846156,0.46153846153846156,0.9919702301092578,0.9759787412436489
confidence_random_forest_h1_t0.57,model_signal,2026-03-23 10:00:00,0.0014713346880777867,0.0010713346880777865,0.2,0.26666666666666666,0.9934297503183579,0.9770243411239697
confidence_random_forest_h1_t0.57,model_signal,2026-03-23 11:00:00,-0.006344325275775682,-0.006677658609109016,0.16666666666666666,0.3333333333333333,0.9871271088437056,0.9705001061211541
confidence_random_forest_h1_t0.57,model_signal,2026-03-23 13:00:00,-0.0014775953678369585,-0.001810928701170292,0.16666666666666666,0.5,0.9856685344002118,0.9687425996244905
confidence_random_forest_h1_t0.57,model_signal,2026-03-23 14:00:00,0.0113578026443995,0.010896264182861038,0.23076923076923078,0.5384615384615384,0.9968635630867239,0.9792982749151904
confidence_random_forest_h1_t0.57,model_signal,2026-03-24 09:00:00,0.002437003637916309,0.0018915490924617635,0.2727272727272727,0.18181818181818182,0.9992929232164723,0.9811506656783556
confidence_random_forest_h1_t0.57,model_signal,2026-03-24 10:00:00,-0.00039141935385225555,-0.0010580860205189222,0.3333333333333333,0.2222222222222222,0.9989017806261579,0.9801125238749785
confidence_random_forest_h1_t0.57,model_signal,2026-03-24 11:00:00,-0.0003150349217680076,-0.000930419537152623,0.3076923076923077,0.46153846153846156,0.9985870916818445,0.9792006080341572
confidence_random_forest_h1_t0.57,model_signal,2026-03-24 13:00:00,0.00046109101227213633,-8.436353318240914e-05,0.2727272727272727,0.18181818181818182,0.99904753121479,0.979117999211169
confidence_random_forest_h1_t0.57,model_signal,2026-03-24 14:00:00,0.006636214028002381,0.006136214028002382,0.25,0.25,1.0056774244560787,0.9851260768129982
confidence_random_forest_h1_t0.57,model_signal,2026-03-25 09:00:00,0.0,-0.00014285714285714287,0.07142857142857142,0.0,1.0056774244560787,0.9849853445163107
confidence_random_forest_h1_t0.57,model_signal,2026-03-25 10:00:00,0.0003411298255332687,0.00021612982553326874,0.0625,0.125,1.0060204910204262,0.9851982292269738
confidence_random_forest_h1_t0.57,model_signal,2026-03-25 11:00:00,0.0005462685597828928,0.00011769713121146428,0.21428571428571427,0.42857142857142855,1.0065700483851678,0.9853141842322285
confidence_random_forest_h1_t0.57,model_signal,2026-03-25 13:00:00,0.003026889235207538,0.002741174949493252,0.14285714285714285,0.23809523809523808,1.009616824429107,0.9880151027914262
confidence_random_forest_h1_t0.57,model_signal,2026-03-25 14:00:00,-0.0035154145355949266,-0.0036487478689282604,0.06666666666666667,0.2,1.0060676027691278,0.9844100847906472
confidence_random_forest_h1_t0.57,model_signal,2026-03-26 09:00:00,-0.00021715526601519334,-0.0007504885993485266,0.26666666666666666,0.06666666666666667,1.005849129891219,0.983671296244928
confidence_random_forest_h1_t0.57,model_signal,2026-03-26 10:00:00,-0.0006680687368761687,-0.0009180687368761688,0.125,0.125,1.0051771535335248,0.9827682183804831
confidence_random_forest_h1_t0.57,model_signal,2026-03-26 11:00:00,9.556874265166644e-06,-0.0003904431257348334,0.2,0.4,1.0051867598851951,0.9823845032854257
confidence_random_forest_h1_t0.57,model_signal,2026-03-26 13:00:00,-0.00021673256967374622,-0.000524424877366054,0.15384615384615385,0.15384615384615385,1.0049689031757232,0.981869316412764
confidence_random_forest_h1_t0.57,model_signal,2026-03-26 14:00:00,-0.00038520801232666367,-0.0005670261941448455,0.09090909090909091,0.09090909090909091,1.0045817811020807,0.9813125707911309
confidence_random_forest_h1_t0.57,model_signal,2026-03-27 09:00:00,-0.0008812739102473668,-0.0014146072435807,0.26666666666666666,0.3333333333333333,1.0036964693876855,0.9799243989202729
confidence_random_forest_h1_t0.57,model_signal,2026-03-27 10:00:00,0.0002774309890414667,0.0002774309890414667,0.0,0.1111111111111111,1.003974925891885,0.9801962603154513
confidence_random_forest_h1_t0.57,model_signal,2026-03-27 11:00:00,0.004294588479732,0.004008874194017714,0.14285714285714285,0.5,1.0082865850425602,0.9841257438085025
confidence_random_forest_h1_t0.57,model_signal,2026-03-27 13:00:00,0.0010247856442359637,0.0008429674624177818,0.09090909090909091,0.2727272727272727,1.0093198626601876,0.9849553297894608
confidence_random_forest_h1_t0.57,model_signal,2026-03-27 14:00:00,-0.005852243258177611,-0.006185576591510944,0.16666666666666666,0.4444444444444444,1.0034130772985899,0.9788628131578311
confidence_random_forest_h1_t0.57,model_signal,2026-03-30 09:00:00,0.0,-0.0009090909090909091,0.45454545454545453,0.0,1.0034130772985899,0.9779729378731422
confidence_random_forest_h1_t0.57,model_signal,2026-03-30 10:00:00,-0.0006125654273802443,-0.0006125654273802443,0.0,0.2222222222222222,1.0027984211380556,0.9773738654624877
confidence_random_forest_h1_t0.57,model_signal,2026-03-30 11:00:00,0.009109603569151383,0.008442936902484717,0.3333333333333333,0.6666666666666666,1.0119335172143942,0.9856257713387251
confidence_random_forest_h1_t0.57,model_signal,2026-03-30 13:00:00,-0.0016799148827666,-0.0024799148827666,0.4,0.26666666666666666,1.0102335550384554,0.9831815033195439
confidence_random_forest_h1_t0.57,model_signal,2026-03-30 14:00:00,0.006328317929183726,0.005328317929183726,0.5,0.4166666666666667,1.0166266341574683,0.9884202069513232
confidence_random_forest_h1_t0.57,model_signal,2026-03-31 09:00:00,-0.0007029338035981636,-0.001248388349052709,0.2727272727272727,0.18181818181818182,1.015912012930681,0.9871862746809968
confidence_random_forest_h1_t0.57,model_signal,2026-03-31 10:00:00,-0.00026567117383146245,-0.0005156711738314625,0.125,0.375,1.015642114393696,0.9866772111759418
confidence_random_forest_h1_t0.57,model_signal,2026-03-31 11:00:00,-0.0025589565093804,-0.0029589565093804,0.2,0.5,1.0130431303938674,0.9837576762192755
confidence_random_forest_h1_t0.57,model_signal,2026-03-31 13:00:00,0.0014790002055049924,0.0008636155901203771,0.3076923076923077,0.23076923076923078,1.0145414213919053,0.9846072646853589
confidence_random_forest_h1_t0.57,model_signal,2026-03-31 14:00:00,0.013167589580318018,0.01244031685304529,0.36363636363636365,0.45454545454545453,1.0279004864410264,0.996856091033855
confidence_random_forest_h1_t0.57,model_signal,2026-04-01 09:00:00,0.00048482979002978827,-0.0001034055040878588,0.29411764705882354,0.11764705882352941,1.028398843218039,0.9967530106272586
confidence_random_forest_h1_t0.57,model_signal,2026-04-01 10:00:00,0.00011392116655275455,-6.789701526542729e-05,0.09090909090909091,0.09090909090909091,1.0285159996139401,0.9966853340728802
confidence_random_forest_h1_t0.57,model_signal,2026-04-01 11:00:00,0.0006936962047842778,-0.0001951926841046112,0.4444444444444444,0.3333333333333333,1.0292294772594324,0.9964907883873148
confidence_random_forest_h1_t0.57,model_signal,2026-04-01 13:00:00,-0.0014455798174028002,-0.0017122464840694665,0.13333333333333333,0.26666666666666666,1.02774164389963,0.994784550538491
confidence_random_forest_h1_t0.57,model_signal,2026-04-01 14:00:00,0.0032957977364362935,0.0029207977364362936,0.1875,0.25,1.0311288724832357,0.9976901150019456
