slice_name,baseline,timestamp,ticker,position,previous_position,turnover_event,gross_event_return,net_event_return
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 09:00:00,ACB,1,0.0,1.0,0.0021505376344086,0.00015053763440859994
confidence_random_forest_h1_t0.57,model_signal,2026-03-23 09:00:00,ACB,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-24 11:00:00,ACB,1,0.0,1.0,0.002183406113537,0.0001834061135369998
confidence_random_forest_h1_t0.57,model_signal,2026-04-03 14:00:00,ACB,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-06 11:00:00,ACB,1,0.0,1.0,0.0043010752688172,0.0023010752688172
confidence_random_forest_h1_t0.57,model_signal,2026-04-13 10:00:00,ACB,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-13 14:00:00,ACB,1,0.0,1.0,0.0105263157894737,0.0085263157894737
confidence_random_forest_h1_t0.57,model_signal,2026-04-15 10:00:00,ACB,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-15 11:00:00,ACB,1,0.0,1.0,-0.0020876826722338,-0.0040876826722338
confidence_random_forest_h1_t0.57,model_signal,2026-04-16 10:00:00,ACB,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-16 14:00:00,ACB,1,0.0,1.0,0.0021141649048626,0.00011416490486260015
confidence_random_forest_h1_t0.57,model_signal,2026-04-17 09:00:00,ACB,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-17 14:00:00,ACB,1,0.0,1.0,0.0021052631578948,0.00010526315789480007
confidence_random_forest_h1_t0.57,model_signal,2026-04-20 09:00:00,ACB,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-21 14:00:00,ACB,1,0.0,1.0,-0.0042105263157895,-0.0062105263157895
confidence_random_forest_h1_t0.57,model_signal,2026-04-22 10:00:00,ACB,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-05-07 09:00:00,ACB,1,0.0,1.0,-0.0043290043290044,-0.0063290043290044
confidence_random_forest_h1_t0.57,model_signal,2026-05-07 14:00:00,ACB,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 09:00:00,BID,1,0.0,1.0,0.0049382716049384,0.0029382716049384
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 10:00:00,BID,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 11:00:00,BID,1,0.0,1.0,0.0148698884758364,0.0128698884758364
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 13:00:00,BID,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-30 14:00:00,BID,1,0.0,1.0,0.0050697084917616,0.0030697084917616
confidence_random_forest_h1_t0.57,model_signal,2026-03-31 13:00:00,BID,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-01 09:00:00,BID,1,0.0,1.0,-0.0012515644555696,-0.0032515644555696
confidence_random_forest_h1_t0.57,model_signal,2026-04-01 13:00:00,BID,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-06 13:00:00,BID,1,0.0,1.0,0.0102695763799742,0.0082695763799742
confidence_random_forest_h1_t0.57,model_signal,2026-04-07 11:00:00,BID,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-07 14:00:00,BID,1,0.0,1.0,0.0190355329949238,0.017035532994923802
confidence_random_forest_h1_t0.57,model_signal,2026-04-08 13:00:00,BID,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-15 09:00:00,BID,1,0.0,1.0,-0.003680981595092,-0.005680981595092
confidence_random_forest_h1_t0.57,model_signal,2026-04-16 11:00:00,BID,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-17 13:00:00,BID,1,0.0,1.0,-0.0037082818294191,-0.0057082818294191
confidence_random_forest_h1_t0.57,model_signal,2026-04-22 09:00:00,BID,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-24 13:00:00,BID,1,0.0,1.0,-0.0048840048840049,-0.0068840048840049
confidence_random_forest_h1_t0.57,model_signal,2026-04-28 14:00:00,BID,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-29 14:00:00,BID,1,0.0,1.0,0.0049875311720697,0.0029875311720697004
confidence_random_forest_h1_t0.57,model_signal,2026-05-06 11:00:00,BID,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-05-07 09:00:00,BID,1,0.0,1.0,0.0048899755501223,0.0028899755501222996
confidence_random_forest_h1_t0.57,model_signal,2026-05-08 13:00:00,BID,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-23 09:00:00,CTG,1,0.0,1.0,0.0123839009287927,0.0103839009287927
confidence_random_forest_h1_t0.57,model_signal,2026-03-24 10:00:00,CTG,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-25 11:00:00,CTG,1,0.0,1.0,0.0029542097488921,0.0009542097488920999
confidence_random_forest_h1_t0.57,model_signal,2026-03-26 10:00:00,CTG,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-31 11:00:00,CTG,1,0.0,1.0,-0.0058055152394775,-0.0078055152394775
confidence_random_forest_h1_t0.57,model_signal,2026-03-31 13:00:00,CTG,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-09 11:00:00,CTG,1,0.0,1.0,0.0028612303290413,0.0008612303290413
confidence_random_forest_h1_t0.57,model_signal,2026-04-09 13:00:00,CTG,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-17 10:00:00,DGC,1,0.0,1.0,0.0093708165997323,0.007370816599732301
confidence_random_forest_h1_t0.57,model_signal,2026-03-17 14:00:00,DGC,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-30 14:00:00,DGC,1,0.0,1.0,0.030549898167006,0.028549898167006003
confidence_random_forest_h1_t0.57,model_signal,2026-03-31 09:00:00,DGC,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-17 09:00:00,DGC,1,0.0,1.0,0.0091743119266054,0.007174311926605399
confidence_random_forest_h1_t0.57,model_signal,2026-04-17 10:00:00,DGC,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-20 11:00:00,DGC,1,0.0,1.0,0.0056925996204932,0.0036925996204931998
confidence_random_forest_h1_t0.57,model_signal,2026-04-22 09:00:00,DGC,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-24 09:00:00,DGC,1,0.0,1.0,-0.0075046904315196,-0.009504690431519601
confidence_random_forest_h1_t0.57,model_signal,2026-04-29 13:00:00,DGC,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-05-08 14:00:00,DGC,1,0.0,1.0,-0.0651340996168583,-0.0671340996168583
confidence_random_forest_h1_t0.57,model_signal,2026-04-17 13:00:00,FPT,1,0.0,1.0,-0.0104166666666666,-0.0124166666666666
confidence_random_forest_h1_t0.57,model_signal,2026-04-20 10:00:00,FPT,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-21 09:00:00,FPT,1,0.0,1.0,-0.0013089005235603,-0.0033089005235603
confidence_random_forest_h1_t0.57,model_signal,2026-04-22 11:00:00,FPT,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-29 10:00:00,FPT,1,0.0,1.0,0.001358695652174,-0.0006413043478260001
confidence_random_forest_h1_t0.57,model_signal,2026-04-29 14:00:00,FPT,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 10:00:00,GAS,1,0.0,1.0,0.0010373443983402,-0.0009626556016598001
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 11:00:00,GAS,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-20 09:00:00,GAS,1,0.0,1.0,-0.0173812282734646,-0.0193812282734646
confidence_random_forest_h1_t0.57,model_signal,2026-03-23 11:00:00,GAS,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-23 13:00:00,GAS,1,0.0,1.0,-0.0158924205378973,-0.017892420537897302
confidence_random_forest_h1_t0.57,model_signal,2026-03-24 11:00:00,GAS,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-27 09:00:00,GAS,1,0.0,1.0,-0.0062034739454094,-0.0082034739454094
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 13:00:00,GVR,1,0.0,1.0,0.0104011887072807,0.0084011887072807
confidence_random_forest_h1_t0.57,model_signal,2026-03-26 13:00:00,GVR,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-27 11:00:00,GVR,1,0.0,1.0,0.0288461538461539,0.0268461538461539
confidence_random_forest_h1_t0.57,model_signal,2026-04-02 13:00:00,GVR,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-03 14:00:00,GVR,1,0.0,1.0,-0.0109204368174726,-0.0129204368174726
confidence_random_forest_h1_t0.57,model_signal,2026-04-06 11:00:00,GVR,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-08 10:00:00,GVR,1,0.0,1.0,0.0015479876160993,-0.0004520123839007
confidence_random_forest_h1_t0.57,model_signal,2026-04-09 13:00:00,GVR,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-09 14:00:00,GVR,1,0.0,1.0,-0.0030487804878046,-0.0050487804878046
confidence_random_forest_h1_t0.57,model_signal,2026-04-14 10:00:00,GVR,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-16 14:00:00,GVR,1,0.0,1.0,0.0248447204968942,0.0228447204968942
confidence_random_forest_h1_t0.57,model_signal,2026-04-20 13:00:00,GVR,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-24 10:00:00,GVR,1,0.0,1.0,0.0030441400304415,0.0010441400304414998
confidence_random_forest_h1_t0.57,model_signal,2026-04-24 13:00:00,GVR,0,1.0,1.0,0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-04-29 13:00:00,GVR,1,0.0,1.0,0.0029761904761904,0.0009761904761904001
confidence_random_forest_h1_t0.57,model_signal,2026-05-11 13:00:00,GVR,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 11:00:00,HDB,1,0.0,1.0,0.0019531249999997,-4.687500000030015e-05
confidence_random_forest_h1_t0.57,model_signal,2026-03-13 13:00:00,HDB,0,1.0,1.0,-0.0,-0.002
confidence_random_forest_h1_t0.57,model_signal,2026-03-18 09:00:00,HDB,1,0.0,1.0,-0.0077519379844961,-0.0097519379844961
