time,open,high,low,close,volume,ticker,llm_text
2023-10-18 09:00:00,11.64,12.73,11.64,12.55,1800,THM,"At 2023-10-18 09:00:00, the stock THM opened at 11.64 VND, reached a high of 12.73 VND, a low of 11.64 VND, and closed the hour at 12.55 VND with a trading volume of 1,800 shares."
2023-10-18 14:00:00,12.55,12.55,12.18,12.18,800,THM,"At 2023-10-18 14:00:00, the stock THM opened at 12.55 VND, reached a high of 12.55 VND, a low of 12.18 VND, and closed the hour at 12.18 VND with a trading volume of 800 shares."
2023-10-19 11:00:00,14.27,14.27,12.45,13.27,800,THM,"At 2023-10-19 11:00:00, the stock THM opened at 14.27 VND, reached a high of 14.27 VND, a low of 12.45 VND, and closed the hour at 13.27 VND with a trading volume of 800 shares."
2023-10-19 13:00:00,12.45,12.45,12.45,12.45,1600,THM,"At 2023-10-19 13:00:00, the stock THM opened at 12.45 VND, reached a high of 12.45 VND, a low of 12.45 VND, and closed the hour at 12.45 VND with a trading volume of 1,600 shares."
2023-10-20 09:00:00,12.73,12.73,12.73,12.73,300,THM,"At 2023-10-20 09:00:00, the stock THM opened at 12.73 VND, reached a high of 12.73 VND, a low of 12.73 VND, and closed the hour at 12.73 VND with a trading volume of 300 shares."
2023-10-20 10:00:00,12.73,12.73,12.73,12.73,400,THM,"At 2023-10-20 10:00:00, the stock THM opened at 12.73 VND, reached a high of 12.73 VND, a low of 12.73 VND, and closed the hour at 12.73 VND with a trading volume of 400 shares."
2023-10-20 13:00:00,12.73,12.73,12.73,12.73,500,THM,"At 2023-10-20 13:00:00, the stock THM opened at 12.73 VND, reached a high of 12.73 VND, a low of 12.73 VND, and closed the hour at 12.73 VND with a trading volume of 500 shares."
2023-10-23 10:00:00,11.36,12.73,11.36,12.73,1400,THM,"At 2023-10-23 10:00:00, the stock THM opened at 11.36 VND, reached a high of 12.73 VND, a low of 11.36 VND, and closed the hour at 12.73 VND with a trading volume of 1,400 shares."
2023-10-24 10:00:00,11.64,11.64,11.64,11.64,300,THM,"At 2023-10-24 10:00:00, the stock THM opened at 11.64 VND, reached a high of 11.64 VND, a low of 11.64 VND, and closed the hour at 11.64 VND with a trading volume of 300 shares."
2023-10-24 11:00:00,11.64,11.64,11.64,11.64,700,THM,"At 2023-10-24 11:00:00, the stock THM opened at 11.64 VND, reached a high of 11.64 VND, a low of 11.64 VND, and closed the hour at 11.64 VND with a trading volume of 700 shares."
2023-10-24 13:00:00,11.91,11.91,11.91,11.91,200,THM,"At 2023-10-24 13:00:00, the stock THM opened at 11.91 VND, reached a high of 11.91 VND, a low of 11.91 VND, and closed the hour at 11.91 VND with a trading volume of 200 shares."
