time,open,high,low,close,volume,ticker,llm_text
2025-08-29 09:00:00,3.8,3.81,3.75,3.78,67700,DAH,"At 2025-08-29 09:00:00, the stock DAH opened at 3.80 VND, reached a high of 3.81 VND, a low of 3.75 VND, and closed the hour at 3.78 VND with a trading volume of 67,700 shares."
2025-08-29 10:00:00,3.78,3.8,3.78,3.8,203900,DAH,"At 2025-08-29 10:00:00, the stock DAH opened at 3.78 VND, reached a high of 3.80 VND, a low of 3.78 VND, and closed the hour at 3.80 VND with a trading volume of 203,900 shares."
2025-08-29 11:00:00,3.8,3.81,3.78,3.78,27400,DAH,"At 2025-08-29 11:00:00, the stock DAH opened at 3.80 VND, reached a high of 3.81 VND, a low of 3.78 VND, and closed the hour at 3.78 VND with a trading volume of 27,400 shares."
2025-08-29 13:00:00,3.8,3.81,3.79,3.8,117500,DAH,"At 2025-08-29 13:00:00, the stock DAH opened at 3.80 VND, reached a high of 3.81 VND, a low of 3.79 VND, and closed the hour at 3.80 VND with a trading volume of 117,500 shares."
2025-08-29 14:00:00,3.79,3.8,3.79,3.8,121700,DAH,"At 2025-08-29 14:00:00, the stock DAH opened at 3.79 VND, reached a high of 3.80 VND, a low of 3.79 VND, and closed the hour at 3.80 VND with a trading volume of 121,700 shares."
2025-09-03 09:00:00,3.8,3.83,3.8,3.81,69000,DAH,"At 2025-09-03 09:00:00, the stock DAH opened at 3.80 VND, reached a high of 3.83 VND, a low of 3.80 VND, and closed the hour at 3.81 VND with a trading volume of 69,000 shares."
2025-09-03 10:00:00,3.81,3.81,3.8,3.81,62200,DAH,"At 2025-09-03 10:00:00, the stock DAH opened at 3.81 VND, reached a high of 3.81 VND, a low of 3.80 VND, and closed the hour at 3.81 VND with a trading volume of 62,200 shares."
2025-09-03 11:00:00,3.8,3.81,3.78,3.81,74000,DAH,"At 2025-09-03 11:00:00, the stock DAH opened at 3.80 VND, reached a high of 3.81 VND, a low of 3.78 VND, and closed the hour at 3.81 VND with a trading volume of 74,000 shares."
2025-09-03 13:00:00,3.81,3.81,3.76,3.77,129500,DAH,"At 2025-09-03 13:00:00, the stock DAH opened at 3.81 VND, reached a high of 3.81 VND, a low of 3.76 VND, and closed the hour at 3.77 VND with a trading volume of 129,500 shares."
2025-09-03 14:00:00,3.79,3.81,3.77,3.81,29800,DAH,"At 2025-09-03 14:00:00, the stock DAH opened at 3.79 VND, reached a high of 3.81 VND, a low of 3.77 VND, and closed the hour at 3.81 VND with a trading volume of 29,800 shares."
2025-09-04 09:00:00,3.84,3.84,3.81,3.82,11500,DAH,"At 2025-09-04 09:00:00, the stock DAH opened at 3.84 VND, reached a high of 3.84 VND, a low of 3.81 VND, and closed the hour at 3.82 VND with a trading volume of 11,500 shares."
2025-09-04 10:00:00,3.82,3.82,3.8,3.8,75700,DAH,"At 2025-09-04 10:00:00, the stock DAH opened at 3.82 VND, reached a high of 3.82 VND, a low of 3.80 VND, and closed the hour at 3.80 VND with a trading volume of 75,700 shares."
2025-09-04 11:00:00,3.8,3.81,3.8,3.8,21200,DAH,"At 2025-09-04 11:00:00, the stock DAH opened at 3.80 VND, reached a high of 3.81 VND, a low of 3.80 VND, and closed the hour at 3.80 VND with a trading volume of 21,200 shares."
2025-09-04 13:00:00,3.8,3.82,3.79,3.8,67300,DAH,"At 2025-09-04 13:00:00, the stock DAH opened at 3.80 VND, reached a high of 3.82 VND, a low of 3.79 VND, and closed the hour at 3.80 VND with a trading volume of 67,300 shares."
2025-09-04 14:00:00,3.8,3.8,3.79,3.8,14100,DAH,"At 2025-09-04 14:00:00, the stock DAH opened at 3.80 VND, reached a high of 3.80 VND, a low of 3.79 VND, and closed the hour at 3.80 VND with a trading volume of 14,100 shares."
2025-09-05 09:00:00,3.8,3.83,3.79,3.8,62800,DAH,"At 2025-09-05 09:00:00, the stock DAH opened at 3.80 VND, reached a high of 3.83 VND, a low of 3.79 VND, and closed the hour at 3.80 VND with a trading volume of 62,800 shares."
2025-09-05 10:00:00,3.8,3.83,3.8,3.82,103800,DAH,"At 2025-09-05 10:00:00, the stock DAH opened at 3.80 VND, reached a high of 3.83 VND, a low of 3.80 VND, and closed the hour at 3.82 VND with a trading volume of 103,800 shares."
2025-09-05 11:00:00,3.82,3.82,3.82,3.82,16900,DAH,"At 2025-09-05 11:00:00, the stock DAH opened at 3.82 VND, reached a high of 3.82 VND, a low of 3.82 VND, and closed the hour at 3.82 VND with a trading volume of 16,900 shares."
2025-09-05 13:00:00,3.82,3.86,3.82,3.83,169800,DAH,"At 2025-09-05 13:00:00, the stock DAH opened at 3.82 VND, reached a high of 3.86 VND, a low of 3.82 VND, and closed the hour at 3.83 VND with a trading volume of 169,800 shares."
