time,open,high,low,close,volume,ticker,llm_text
2025-09-10 14:00:00,21.72,21.95,21.54,21.58,3853200,DIG,"At 2025-09-10 14:00:00, the stock DIG opened at 21.72 VND, reached a high of 21.95 VND, a low of 21.54 VND, and closed the hour at 21.58 VND with a trading volume of 3,853,200 shares."
2025-09-11 09:00:00,21.35,21.81,20.85,21.08,6249800,DIG,"At 2025-09-11 09:00:00, the stock DIG opened at 21.35 VND, reached a high of 21.81 VND, a low of 20.85 VND, and closed the hour at 21.08 VND with a trading volume of 6,249,800 shares."
2025-09-11 10:00:00,21.08,21.22,20.71,20.99,4335400,DIG,"At 2025-09-11 10:00:00, the stock DIG opened at 21.08 VND, reached a high of 21.22 VND, a low of 20.71 VND, and closed the hour at 20.99 VND with a trading volume of 4,335,400 shares."
2025-09-11 11:00:00,20.99,21.26,20.9,21.17,1479700,DIG,"At 2025-09-11 11:00:00, the stock DIG opened at 20.99 VND, reached a high of 21.26 VND, a low of 20.90 VND, and closed the hour at 21.17 VND with a trading volume of 1,479,700 shares."
2025-09-11 13:00:00,21.13,21.58,21.03,21.58,4104800,DIG,"At 2025-09-11 13:00:00, the stock DIG opened at 21.13 VND, reached a high of 21.58 VND, a low of 21.03 VND, and closed the hour at 21.58 VND with a trading volume of 4,104,800 shares."
2025-09-11 14:00:00,21.58,22.0,21.4,22.0,5240100,DIG,"At 2025-09-11 14:00:00, the stock DIG opened at 21.58 VND, reached a high of 22.00 VND, a low of 21.40 VND, and closed the hour at 22.00 VND with a trading volume of 5,240,100 shares."
2025-09-12 09:00:00,22.36,23.23,22.32,22.91,12137200,DIG,"At 2025-09-12 09:00:00, the stock DIG opened at 22.36 VND, reached a high of 23.23 VND, a low of 22.32 VND, and closed the hour at 22.91 VND with a trading volume of 12,137,200 shares."
2025-09-12 10:00:00,22.91,23.05,22.73,22.82,4256000,DIG,"At 2025-09-12 10:00:00, the stock DIG opened at 22.91 VND, reached a high of 23.05 VND, a low of 22.73 VND, and closed the hour at 22.82 VND with a trading volume of 4,256,000 shares."
2025-09-12 11:00:00,22.82,22.91,22.64,22.68,1120300,DIG,"At 2025-09-12 11:00:00, the stock DIG opened at 22.82 VND, reached a high of 22.91 VND, a low of 22.64 VND, and closed the hour at 22.68 VND with a trading volume of 1,120,300 shares."
2025-09-12 13:00:00,22.68,22.78,22.5,22.55,3548700,DIG,"At 2025-09-12 13:00:00, the stock DIG opened at 22.68 VND, reached a high of 22.78 VND, a low of 22.50 VND, and closed the hour at 22.55 VND with a trading volume of 3,548,700 shares."
