step_size,horizon,model_name,ticker,observations,mae,rmse,mape,smape,correlation,directional_accuracy,precision,recall,f1,brier_score
2,long_3m,cart,OVERALL,29,0.23285456398501586,0.23552228787699242,316.86945112497995,200.0,1.6245584453363035e-16,0.20689655172413793,0.0,0.0,0.0,0.6920284551724138
2,long_3m,stacking_final,OVERALL,29,0.23285456398501586,0.23552228787699242,316.86945112497995,200.0,1.6245584453363035e-16,0.0,0.0,0.0,0.0,
2,long_6m,cart,OVERALL,29,0.5165443408298142,0.5291971842992949,120.07410651910028,200.0,0.561454578632057,0.5862068965517241,1.0,0.5862068965517241,0.7391304347826086,0.3297461234482759
2,long_6m,stacking_final,OVERALL,29,0.5165443408298142,0.5291971842992949,120.07410651910028,200.0,0.561454578632057,0.0,0.0,0.0,0.0,
2,short_10d,cart,OVERALL,29,0.051841130288041534,0.07388918804483013,176.9115354082221,129.072037943822,-0.16642947099076785,0.6551724137931034,0.6363636363636364,0.875,0.7368421052631579,0.28167183
2,short_10d,stacking_final,OVERALL,29,0.05071015221967196,0.07148573615169457,175.8951103567288,129.072037943822,-0.06970813278447358,0.4482758620689655,0.5,0.8125,0.6190476190476191,
2,short_20d,cart,OVERALL,29,0.17320448076068218,0.20341300076818453,750.2398916167887,144.87476412119244,0.24586806081194892,0.5862068965517241,0.5862068965517241,1.0,0.7391304347826086,0.4083814020689655
2,short_20d,stacking_final,OVERALL,29,0.17320448076068218,0.20341300076818453,750.2398916167887,144.87476412119244,0.24586806081194892,0.5862068965517241,0.5862068965517241,1.0,0.7391304347826086,
2,short_30d,cart,OVERALL,29,0.28733796330191486,0.3188367140650775,360.44271240055576,161.69527356293537,-0.4617962744579502,0.41379310344827586,0.4444444444444444,0.8571428571428571,0.5853658536585366,0.5772022372413793
2,short_30d,stacking_final,OVERALL,29,0.28733796330191486,0.3188367140650775,360.44271240055576,161.69527356293537,-0.4617962744579502,0.3793103448275862,0.4090909090909091,0.6428571428571429,0.5,
2,short_5d,cart,OVERALL,29,0.04273040474322286,0.06234645305212841,313.90512823417936,150.1693122279732,-0.3009351614056524,0.7241379310344828,0.6956521739130435,0.9411764705882353,0.8,0.23270385965517237
2,short_5d,stacking_final,OVERALL,29,0.03875413957298197,0.05972010336469009,245.84667257374068,147.53499330984457,-0.2241291802062929,0.41379310344827586,0.5,0.7058823529411765,0.5853658536585366,
