step_size,ticker,horizon,model_name,total_return,cagr,sharpe,sortino,max_drawdown,turnover,win_rate,observations,model_name_buy_and_hold,total_return_buy_and_hold,cagr_buy_and_hold,sharpe_buy_and_hold,sortino_buy_and_hold,max_drawdown_buy_and_hold,turnover_buy_and_hold,win_rate_buy_and_hold,observations_buy_and_hold,beats_buy_and_hold_total_return
2,SSI,long_3m,cart,-0.8448247431773074,-0.9771942723044292,-17.518848963958167,-25.839064811190113,-0.8448247431773074,3.0,0.0,29,buy_and_hold,-0.9935310422676732,-0.9999638741594153,-26.208133212577994,-26.208133212577994,-0.9918507889149354,0.0,0.0,58,True
2,SSI,long_3m,stacking_final,-0.9195701688903499,-0.9939895224328948,-26.208133212577987,-26.208133212577987,-0.8986792465850781,0.0,0.0,29,buy_and_hold,-0.9935310422676732,-0.9999638741594153,-26.208133212577994,-26.208133212577994,-0.9918507889149354,0.0,0.0,58,True
2,SSI,long_6m,cart,437.82446322043575,3640.1832014983847,11.901567788662037,1000000.0,0.0,2.0,1.0,29,buy_and_hold,1223102648.2883844,1769925882483.8716,42.079326699563275,1000000.0,0.0,0.0,1.0,58,False
2,SSI,long_6m,stacking_final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,buy_and_hold,1223102648.2883844,1769925882483.8716,42.079326699563275,1000000.0,0.0,0.0,1.0,58,False
2,SSI,short_10d,cart,0.14113315299048024,0.6044072918346326,1.3518080072113894,1.1309185390198095,-0.29779764599299186,9.0,0.6363636363636364,29,buy_and_hold,-0.31301906057325557,-0.7393137594006858,-0.8297596158456377,-0.8554461455874479,-0.7082541200652117,0.0,0.5517241379310345,58,True
2,SSI,short_10d,stacking_final,-0.24798791563045097,-0.6396075863587877,-1.5027954010397144,-1.5096320636050282,-0.4598649428755912,2.0,0.5,29,buy_and_hold,-0.31301906057325557,-0.7393137594006858,-0.8297596158456377,-0.8554461455874479,-0.7082541200652117,0.0,0.5517241379310345,58,True
2,SSI,short_20d,cart,-0.43652119979088244,-0.8357193086451835,-1.9828049813509494,-3.310773727599153,-0.7405834338215214,0.0,0.6071428571428571,29,buy_and_hold,-0.6824916417148934,-0.9730118544479835,-1.9828049813509494,-3.310773727599153,-0.932703045192167,0.0,0.6071428571428571,58,True
2,SSI,short_20d,stacking_final,-0.43652119979088244,-0.8357193086451835,-1.9828049813509494,-3.310773727599153,-0.7405834338215214,0.0,0.6071428571428571,29,buy_and_hold,-0.6824916417148934,-0.9730118544479835,-1.9828049813509494,-3.310773727599153,-0.932703045192167,0.0,0.6071428571428571,58,True
2,SSI,short_30d,cart,-0.6707139465871881,-0.952669585180992,-3.8066040401363144,-8.807634406360311,-0.8479646709467978,2.0,0.4444444444444444,29,buy_and_hold,-0.8440777681445913,-0.9939252096071512,-2.890995476846178,-7.04348209432261,-0.9768852587196846,0.0,0.4827586206896552,58,True
2,SSI,short_30d,stacking_final,-0.6940739850639479,-0.9613295791005737,-4.43815391804078,-11.439227866639593,-0.8323823207974989,2.0,0.4090909090909091,29,buy_and_hold,-0.8440777681445913,-0.9939252096071512,-2.890995476846178,-7.04348209432261,-0.9768852587196846,0.0,0.4827586206896552,58,True
2,SSI,short_5d,cart,0.18591264155089426,0.9678738855535289,3.5305475963191393,3.7281292603545406,-0.03345631697345086,9.0,0.6956521739130435,29,buy_and_hold,-0.024186197978039448,-0.09262739800218411,0.013264392444540854,0.014705012082536998,-0.2931937813866542,0.0,0.5862068965517241,58,True
2,SSI,short_5d,stacking_final,-0.1278681517282627,-0.4190956052838012,-1.7736766601821565,-1.8043894663041524,-0.15928231931679593,2.0,0.5,29,buy_and_hold,-0.024186197978039448,-0.09262739800218411,0.013264392444540854,0.014705012082536998,-0.2931937813866542,0.0,0.5862068965517241,58,False
