ticker,model_name,observations,mae,rmse,mape,directional_accuracy
ACB,cart,37,0.03612447341448389,0.041961697067394964,205.25449238978973,0.5405405405405406
ACB,lightgbm,37,0.03051006736472218,0.0363716508615912,192.0273617511962,0.5945945945945946
ACB,xgboost,37,0.030757357257538257,0.035414558643350996,143.77920376916236,0.4864864864864865
DGC,cart,37,0.07968532444118956,0.09619432883503366,339.21726081552384,0.35135135135135137
DGC,lightgbm,37,0.04861651518821504,0.05622800585552219,204.34684622742236,0.40540540540540543
DGC,xgboost,37,0.04597314970639836,0.05536741160694264,183.25769071242917,0.40540540540540543
HPG,cart,37,0.056117413534711044,0.07313050524151458,346.6199794802825,0.35135135135135137
HPG,lightgbm,37,0.029918856881154643,0.036740936998206714,158.19742268059144,0.6486486486486487
HPG,xgboost,37,0.031511784246303375,0.03948109268663694,151.69204250988184,0.5945945945945946
MWG,cart,37,0.039281725211820565,0.049882237153714655,202.3601538482514,0.4594594594594595
MWG,lightgbm,37,0.03946113744624753,0.04849456039922665,164.78321733522753,0.43243243243243246
MWG,xgboost,37,0.03810990016215979,0.047263696875117715,136.54101157558324,0.4594594594594595
OVERALL,cart,148,0.05280223415055127,0.06864845464600249,270.95683958283377,0.42567567567567566
OVERALL,lightgbm,148,0.037126644220084846,0.04523854680664091,179.6272307115436,0.5202702702702703
OVERALL,xgboost,148,0.03658804784309994,0.04503430623977065,153.2295869917765,0.4864864864864865
