date,ticker,horizon,model_name,actual_return,predicted_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score
2024-12-23,ACB,5d,cart,-0.0099952403617324,-0.0292620865139949,0,0,0.0,2024-12-23,0.39529543222628477,0.39529543222628477,0.0,0.19764771611314239,False,reject,reject,reject,0.0,0.045454545454545414,0.022727272727272707
2024-12-23,DGC,5d,cart,0.0086752213988794,-0.0170130166704726,1,1,1.0,2024-12-23,0.46157472112401887,0.46157472112401887,1.0,0.7307873605620094,False,reject,strong_positive,weak_or_uncertain,0.09090909090909094,0.9545454545454546,0.5227272727272727
2024-12-23,HPG,5d,cart,0.0,0.0443253774963467,0,0,0.0,2024-12-23,0.7934746285815352,0.7934746285815352,0.0,0.3967373142907676,False,strong_positive,reject,weak_or_uncertain,1.0,0.045454545454545414,0.5227272727272727
2024-12-23,MWG,5d,cart,0.0,0.0093840230991337,0,1,1.0,2024-12-23,0.6044081809119835,0.6044081809119835,1.0,0.8022040904559917,True,moderate_positive,strong_positive,moderate_positive,0.4545454545454546,0.9545454545454546,0.7045454545454546
2024-12-23,ACB,5d,lightgbm,-0.0099952403617324,-0.0030994414768825,0,0,0.067434971123037,2024-12-23,0.3514785453342502,0.3514785453342502,0.067434971123037,0.2094567582286436,False,reject,reject,reject,0.36363636363636365,0.18181818181818177,0.2727272727272727
2024-12-23,DGC,5d,lightgbm,0.0086752213988794,-0.0038073404954351,1,0,0.0703175586713848,2024-12-23,0.34401113297387736,0.34401113297387736,0.0703175586713848,0.20716434582263107,False,reject,reject,reject,0.2727272727272727,0.2727272727272727,0.2727272727272727
2024-12-23,HPG,5d,lightgbm,0.0,0.0244477440811577,0,1,0.779703823925678,2024-12-23,0.642065463155084,0.642065463155084,0.779703823925678,0.7108846435403811,True,strong_positive,strong_positive,strong_positive,0.9090909090909091,0.6363636363636364,0.7727272727272727
2024-12-23,MWG,5d,lightgbm,0.0,0.0184379702384302,0,1,0.8173929523476658,2024-12-23,0.5786701789406957,0.5786701789406957,0.8173929523476658,0.6980315656441808,True,moderate_positive,strong_positive,moderate_positive,0.7272727272727273,0.7272727272727273,0.7272727272727273
2024-12-23,ACB,5d,xgboost,-0.0099952403617324,0.0108862351626157,0,0,0.2443411499261856,2024-12-23,0.5565433291596916,0.5565433291596916,0.2443411499261856,0.4004422395429386,False,moderate_positive,reject,weak_or_uncertain,0.5454545454545454,0.4545454545454546,0.5
2024-12-23,DGC,5d,xgboost,0.0086752213988794,-0.0072041344828903,1,0,0.163271352648735,2024-12-23,0.37238723308658045,0.37238723308658045,0.163271352648735,0.2678292928676577,False,reject,reject,reject,0.18181818181818177,0.36363636363636365,0.2727272727272727
