fold_id,horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate,rank_in_regime
fold_001,3d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.5,4,7,0.027497916897476583,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0
fold_001,3d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.55,4,7,0.027497916897476583,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0
fold_001,3d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.6,4,7,0.027497916897476583,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0
fold_001,3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,5,10,0.02665209789545196,0.7,0.7,1.0,1.0,2.0
fold_001,20d,bear,cart,combined_rank_based,rank_based_joint_score,3,,,3,9,0.07175536825720533,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,3.0
fold_001,20d,bear,cart,combined_weighted_linear,combined_score,3,,,3,9,0.07175536825720533,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,3.0
fold_001,20d,bear,cart,predicted_profit_probability,predicted_profit_probability,3,,,3,9,0.07175536825720533,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,3.0
fold_001,20d,bear,cart,predicted_return,predicted_return,3,,,3,9,0.07175536825720533,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,3.0
fold_001,20d,bear,lightgbm,combined_rank_based,rank_based_joint_score,3,,,3,9,0.07175536825720533,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,3.0
fold_001,20d,bear,lightgbm,combined_weighted_linear,combined_score,3,,,3,9,0.07175536825720534,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,3.0
fold_001,20d,bear,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,3,9,0.07175536825720534,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,3.0
fold_001,20d,bear,lightgbm,predicted_return,predicted_return,3,,,3,9,0.07175536825720533,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,3.0
fold_001,20d,bear,xgboost,combined_rank_based,rank_based_joint_score,3,,,3,9,0.07175536825720534,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,3.0
fold_001,20d,bear,xgboost,combined_weighted_linear,combined_score,3,,,3,9,0.07175536825720534,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,3.0
fold_001,20d,bear,xgboost,predicted_profit_probability,predicted_profit_probability,3,,,3,9,0.06268383312339404,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,3.0
fold_001,20d,bear,xgboost,predicted_return,predicted_return,3,,,3,9,0.07175536825720533,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,3.0
fold_001,3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,5,9,0.028295246758011625,0.6666666666666666,0.6666666666666666,1.0,1.0,3.0
fold_001,3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,5,9,0.028295246758011625,0.6666666666666666,0.6666666666666666,1.0,1.0,3.0
fold_001,3d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.65,4,6,0.03010361002498685,0.6666666666666666,0.6666666666666666,1.0,1.0,3.0
fold_001,3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,5,11,0.01880814345447755,0.6363636363636364,0.6363636363636364,0.875,0.9545454545454546,4.0
fold_001,3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,5,11,0.01880814345447755,0.6363636363636364,0.6363636363636364,1.0,1.0,4.0
fold_001,3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,5,11,0.01880814345447755,0.6363636363636364,0.6363636363636364,1.0,1.0,4.0
fold_001,20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.5,3,8,0.07030029642684663,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,3,8,0.07030029642684663,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,3,8,0.07030029642684663,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,3,8,0.07030029642684663,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,3,8,0.07030029642684663,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,3,8,0.07030029642684663,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,3,8,0.07030029642684663,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,3,8,0.07030029642684663,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.5,3,8,0.07030029642684663,0.625,0.625,0.8333333333333334,0.9375,5.0
fold_001,20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.55,3,8,0.06555806285094838,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.6,3,8,0.06555806285094838,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.5,3,8,0.07030029642684663,0.625,0.625,0.8333333333333334,0.9375,5.0
fold_001,20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.55,3,8,0.06555806285094838,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.6,3,8,0.06555806285094838,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.5,3,8,0.07030029642684663,0.625,0.625,0.8333333333333334,0.9375,5.0
fold_001,20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.55,3,8,0.06555806285094838,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.6,3,8,0.06555806285094838,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.5,3,8,0.07030029642684663,0.625,0.625,0.8333333333333334,0.9375,5.0
fold_001,20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.55,3,8,0.06555806285094838,0.625,0.625,1.0,1.0,5.0
fold_001,20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.6,3,8,0.06555806285094838,0.625,0.625,1.0,1.0,5.0
fold_001,5d,bear,lightgbm,combined_rank_based,rank_based_joint_score,3,,,4,12,0.014314878145963694,0.5833333333333334,0.5833333333333334,0.7777777777777778,1.0370370370370372,6.0
fold_001,5d,bear,lightgbm,predicted_return,predicted_return,3,,,4,12,0.013840261293995229,0.5833333333333334,0.5833333333333334,0.7777777777777778,1.0370370370370372,6.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.65,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.65,3,7,0.07661989589679984,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
fold_001,20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,3,7,0.060761531474918626,0.5714285714285714,0.5714285714285714,1.0,1.0,7.0
