frequency,model,horizon,n_obs,accuracy,null_accuracy,binomial_p_value,bootstrap_ci_low,bootstrap_ci_high,significant_at_5pct,significant_at_10pct,source_artifact,claim_supported,limitation,status
daily,lightgbm,1,1601,0.5078076202373517,0.5,0.2743222424838216,0.4821986258588382,0.5309337913803872,false,false,daily/hourly significance_summary.csv; daily/hourly mcnemar_summary.csv,Several model/horizon rows are statistically above a 50% null.,Significance alone does not establish trading readiness or multi-window stability.,partial
daily,lightgbm,5,1677,0.531902206320811,0.5,0.00481021841914028,0.5080500894454383,0.5557543231961837,true,true,daily/hourly significance_summary.csv; daily/hourly mcnemar_summary.csv,Several model/horizon rows are statistically above a 50% null.,Significance alone does not establish trading readiness or multi-window stability.,partial
daily,lightgbm,10,1656,0.5404589371980676,0.5,0.0005379414078403292,0.5163043478260869,0.5664402173913043,true,true,daily/hourly significance_summary.csv; daily/hourly mcnemar_summary.csv,Several model/horizon rows are statistically above a 50% null.,Significance alone does not establish trading readiness or multi-window stability.,partial
daily,lightgbm,20,1592,0.5596733668341709,0.5,1.0570499989873873e-06,0.5364164572864322,0.582286432160804,true,true,daily/hourly significance_summary.csv; daily/hourly mcnemar_summary.csv,Several model/horizon rows are statistically above a 50% null.,Significance alone does not establish trading readiness or multi-window stability.,partial
daily,random_forest,1,1601,0.5121798875702686,0.5,0.17113276784713946,0.4871955028107433,0.5359150530918176,false,false,daily/hourly significance_summary.csv; daily/hourly mcnemar_summary.csv,Several model/horizon rows are statistically above a 50% null.,Significance alone does not establish trading readiness or multi-window stability.,partial
daily,random_forest,5,1677,0.5235539654144306,0.5,0.028392934532115062,0.49850924269528923,0.5486135957066189,true,true,daily/hourly significance_summary.csv; daily/hourly mcnemar_summary.csv,Several model/horizon rows are statistically above a 50% null.,Significance alone does not establish trading readiness or multi-window stability.,partial
daily,random_forest,10,1656,0.532608695652174,0.5,0.004267169900481989,0.5096467391304348,0.5579710144927537,true,true,daily/hourly significance_summary.csv; daily/hourly mcnemar_summary.csv,Several model/horizon rows are statistically above a 50% null.,Significance alone does not establish trading readiness or multi-window stability.,partial
daily,random_forest,20,1592,0.5697236180904522,0.5,1.4486683327839042e-08,0.5452261306532663,0.5917085427135679,true,true,daily/hourly significance_summary.csv; daily/hourly mcnemar_summary.csv,Several model/horizon rows are statistically above a 50% null.,Significance alone does not establish trading readiness or multi-window stability.,partial
daily,stacking,1,1601,0.5178013741411618,0.5,0.08081169417505234,0.4934415990006246,0.5402873204247346,false,true,daily/hourly significance_summary.csv; daily/hourly mcnemar_summary.csv,Several model/horizon rows are statistically above a 50% null.,Significance alone does not establish trading readiness or multi-window stability.,partial
daily,stacking,5,1677,0.5050685748360167,0.5,0.3480122478688322,0.4806201550387597,0.530113297555158,false,false,daily/hourly significance_summary.csv; daily/hourly mcnemar_summary.csv,Several model/horizon rows are statistically above a 50% null.,Significance alone does not establish trading readiness or multi-window stability.,partial
