horizon,ticker,model_name,strategy_type,threshold,total_return,annualized_return,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,profit_factor,number_of_trades,average_trade_return,exposure_ratio,turnover,candidate_signals,buy_signals,skipped_overlap_signals,positive_net_return_after_costs,beats_buy_and_hold,beats_naive_flat_strategy
3d,ACB,buy_and_hold,benchmark,,-0.013181988041853665,-0.05014447008958112,-0.02682261058072781,-0.03984518814641891,-0.14901960784313772,0.0,0.0,1,-0.013181988041853554,1.0,2.0,1,1,0,False,False,False
3d,ACB,momentum_continuation,benchmark,0.0,-0.07590126048095425,-0.2636355933540613,-1.9754495530208969,-1.8948603464670937,-0.09933235759932069,0.4444444444444444,0.4739264364642037,9,-0.008389547791519755,0.4153846153846154,10.0,186,75,66,False,False,False
3d,ACB,momentum_continuation,benchmark,0.005,-0.07590126048095425,-0.2636355933540613,-1.9754495530208969,-1.8948603464670937,-0.09933235759932069,0.4444444444444444,0.4739264364642037,9,-0.008389547791519755,0.4153846153846154,10.0,186,72,63,False,False,False
3d,ACB,momentum_continuation,benchmark,0.01,-0.07590126048095425,-0.2636355933540613,-1.9754495530208969,-1.8948603464670937,-0.09933235759932069,0.4444444444444444,0.4739264364642037,9,-0.008389547791519755,0.4153846153846154,10.0,186,63,54,False,False,False
3d,ACB,momentum_continuation,benchmark,0.02,-0.051069364915167004,-0.18390675739636786,-1.3900622609520235,-1.10948125077653,-0.07513009015848682,0.42857142857142855,0.5488415583112151,7,-0.007113458329120866,0.3230769230769231,10.0,186,42,35,False,False,False
3d,ACB,naive_flat_strategy,benchmark,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,False,False,False
3d,ACB,cart,model,0.0,0.008788907047774241,0.034507069497955234,0.33828053507698874,0.36765006826086005,-0.04713103790097406,0.75,1.677664688020719,4,0.0022398549406945356,0.18461538461538463,6.0,62,9,5,True,False,True
3d,ACB,cart,model,0.005,0.0013330503043202935,0.00517805186598852,0.1018646577917219,0.09864088001537348,-0.03981181318585092,0.6666666666666666,1.1144759321553739,3,0.0005044962732778288,0.13846153846153847,4.0,62,7,4,True,False,True
3d,ACB,cart,model,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,62,0,0,False,False,False
3d,ACB,cart,model,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,62,0,0,False,False,False
3d,ACB,lightgbm,model,0.0,-0.0776512224014545,-0.2690270604802196,-1.608971312526877,-1.0125158404806431,-0.13793650715387762,0.5,0.4272996796609249,6,-0.012651281821505211,0.27692307692307694,10.0,62,7,1,False,False,False
3d,ACB,lightgbm,model,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,62,0,0,False,False,False
3d,ACB,lightgbm,model,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,62,0,0,False,False,False
