model_name,bucket_family,signal_bucket,observations,coverage_ratio,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
cart,combined_signal,moderate_positive,8,0.03076923076923077,-0.06527257653293965,-0.06369524366818005,0.25,0.0,0.0,0.0,0.0
cart,combined_signal,reject,83,0.3192307692307692,0.010858689599583457,0.001410437235543,0.5060240963855421,0.42168674698795183,0.42168674698795183,0.330188679245283,1.0343259831779952
cart,combined_signal,strong_or_moderate_positive,13,0.05,-0.0333297583360816,-0.0141592920353982,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.009433962264150943,0.18867924528301888
cart,combined_signal,strong_positive,5,0.019230769230769232,0.017778750778891277,-0.003690036900369,0.4,0.2,0.2,0.009433962264150943,0.4905660377358491
cart,combined_signal,weak_or_uncertain,164,0.6307692307692307,-0.004676347174823328,0.000544069640914,0.5,0.4268292682926829,0.4268292682926829,0.660377358490566,1.0469397146801656
cart,predicted_return_only,moderate_positive,24,0.09230769230769231,-0.024574533270911202,-0.0021008403361345,0.4583333333333333,0.2916666666666667,0.2916666666666667,0.0660377358490566,0.7154088050314465
cart,predicted_return_only,reject,104,0.4,-0.0004232977975178107,-0.00201005228156075,0.46153846153846156,0.375,0.375,0.36792452830188677,0.9198113207547169
cart,predicted_return_only,strong_or_moderate_positive,50,0.19230769230769232,-0.005302150398044099,0.0019027652930879001,0.52,0.42,0.42,0.19811320754716982,1.030188679245283
cart,predicted_return_only,strong_positive,26,0.1,0.012487741484602457,0.0037175234936427997,0.5769230769230769,0.5384615384615384,0.5384615384615384,0.1320754716981132,1.320754716981132
cart,predicted_return_only,weak_or_uncertain,106,0.4076923076923077,9.616917518299565e-05,0.0015049182007581,0.5094339622641509,0.4339622641509434,0.4339622641509434,0.4339622641509434,1.064435742257031
cart,profit_probability_only,moderate_positive,7,0.026923076923076925,0.014261016813502643,0.0018691588785046,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.02830188679245283,1.0512129380053907
cart,profit_probability_only,reject,211,0.8115384615384615,0.004954385916782204,0.0021551724137931,0.5260663507109005,0.45023696682464454,0.45023696682464454,0.8962264150943396,1.104354824286864
cart,profit_probability_only,strong_or_moderate_positive,44,0.16923076923076924,-0.029841261082778455,-0.012540381791483101,0.3409090909090909,0.20454545454545456,0.20454545454545456,0.08490566037735849,0.5017152658662093
cart,profit_probability_only,strong_positive,37,0.1423076923076923,-0.03818493527937218,-0.0144144144144143,0.2972972972972973,0.16216216216216217,0.16216216216216217,0.05660377358490566,0.3977562468128506
cart,profit_probability_only,weak_or_uncertain,5,0.019230769230769232,-0.0062592998146905,0.0,0.4,0.4,0.4,0.018867924528301886,0.9811320754716982
lightgbm,combined_signal,moderate_positive,12,0.046153846153846156,0.008533110255048632,0.0090047921206941,0.5833333333333334,0.5,0.5,0.05660377358490566,1.2264150943396226
lightgbm,combined_signal,reject,148,0.5692307692307692,-0.002481507063066195,0.0,0.4797297297297297,0.42567567567567566,0.42567567567567566,0.5943396226415094,1.0441101478837327
lightgbm,combined_signal,strong_or_moderate_positive,23,0.08846153846153847,0.004401389214536273,0.0037037037037037,0.5217391304347826,0.34782608695652173,0.34782608695652173,0.07547169811320754,0.8531583264971287
lightgbm,combined_signal,strong_positive,11,0.04230769230769231,-0.00010594282965902548,-0.0047619047619047,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.018867924528301886,0.44596912521440824
lightgbm,combined_signal,weak_or_uncertain,89,0.3423076923076923,-0.00036972432444041755,0.0014577259475219,0.5056179775280899,0.39325842696629215,0.39325842696629215,0.330188679245283,0.9645961416154336
lightgbm,predicted_return_only,moderate_positive,31,0.11923076923076924,-0.005838262396535911,-0.0056179775280897,0.4838709677419355,0.3548387096774194,0.3548387096774194,0.10377358490566038,0.8703590992087645
