date,ticker,horizon,model_name,actual_return,predicted_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score
2026-01-05,ACB,3d,cart,0.0,0.0079083536286521,0,0,0.2290836653386454,2026-01-05,0.5301359687197498,0.5301359687197498,0.2290836653386454,0.3796098170291976,False,moderate_positive,reject,weak_or_uncertain,0.8181818181818181,0.7272727272727273,0.7727272727272727
2026-01-05,DGC,3d,cart,0.0737704918032786,-0.0584139364445959,1,1,0.6779661016949152,2026-01-05,0.0,0.0,0.6779661016949152,0.3389830508474576,False,reject,strong_positive,weak_or_uncertain,0.0,0.9090909090909091,0.45454545454545453
2026-01-05,HPG,3d,cart,-0.0280898876404493,0.0025624332627466,0,0,0.120253164556962,2026-01-05,0.48740426164588463,0.48740426164588463,0.120253164556962,0.30382871310142334,False,weak_or_uncertain,reject,weak_or_uncertain,0.6363636363636364,0.18181818181818177,0.40909090909090906
2026-01-05,MWG,3d,cart,0.0034443168771527,0.0049086726053454,0,0,0.1438356164383561,2026-01-05,0.5061585276002613,0.5061585276002613,0.1438356164383561,0.32499707201930866,False,weak_or_uncertain,reject,weak_or_uncertain,0.7272727272727273,0.5454545454545454,0.6363636363636364
2026-01-05,ACB,3d,lightgbm,0.0,-0.0029411798060758,0,0,0.1770411675933851,2026-01-05,0.4681537578055909,0.4681537578055909,0.1770411675933851,0.32259746269948797,False,reject,reject,reject,0.4545454545454546,0.6363636363636364,0.5454545454545454
2026-01-05,DGC,3d,lightgbm,0.0737704918032786,0.0309092947647082,1,1,0.8622370912464175,2026-01-05,0.7492600053045118,0.7492600053045118,0.8622370912464175,0.8057485482754646,True,strong_positive,strong_positive,strong_positive,0.9090909090909091,1.0,0.9545454545454546
2026-01-05,HPG,3d,lightgbm,-0.0280898876404493,-0.034745184010276,0,0,0.0435636216729993,2026-01-05,0.2040421200621452,0.2040421200621452,0.0435636216729993,0.12380287086757225,False,reject,reject,reject,0.09090909090909094,0.0,0.04545454545454547
2026-01-05,MWG,3d,lightgbm,0.0034443168771527,-0.0282549295485719,0,0,0.1206226828229991,2026-01-05,0.2579394760128778,0.2579394760128778,0.1206226828229991,0.18928107941793845,False,reject,reject,reject,0.2727272727272727,0.2727272727272727,0.2727272727272727
2026-01-05,ACB,3d,xgboost,0.0,-0.0018718203064054,0,0,0.1185851320624351,2026-01-05,0.44719826370946697,0.44719826370946697,0.1185851320624351,0.28289169788595103,False,reject,reject,reject,0.5454545454545454,0.09090909090909094,0.3181818181818182
2026-01-05,DGC,3d,xgboost,0.0737704918032786,0.0428738445043563,1,1,0.6044100522994995,2026-01-05,0.8913263861991569,0.8913263861991569,0.6044100522994995,0.7478682192493282,True,strong_positive,moderate_positive,moderate_positive,1.0,0.8181818181818181,0.9090909090909091
