date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error,entry_date,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,actual_return_combined,predicted_return_combined,actual_profit_label_combined,predicted_profit_label_combined,predicted_profit_probability_combined,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score,benchmark_date,close,m_ret,market_return_lookback,market_volatility_lookback,regime,benchmark_stale_days,benchmark_data_available
2026-01-05,ACB,cart,2025-12-04,2026-01-05,20d,20,-0.0361445783132529,-0.0038471317757114,0.0322974465375414,89.3562687538649,2025-12-05,-0.042868034169563,0,0,0.1581395348837209,-0.0361445783132529,-0.0038471317757114,0,0,0.1581395348837209,2026-01-05,0.6257844449402526,0.6257844449402526,0.1581395348837209,0.3919619899119868,False,reject,reject,reject,0.8181818181818181,0.4545454545454546,0.6363636363636364,2025-12-04,1737.24,0.0031586180612899195,0.057590220620464594,0.010225391417751013,bull,0,True
2026-01-05,DGC,cart,2025-12-04,2026-01-05,20d,20,-0.2952442435980202,-0.0495912114490204,0.2456530321489997,83.2033265595045,2025-12-05,-0.3022623991314672,0,1,0.604040404040404,-0.2952442435980202,-0.0495912114490204,0,1,0.604040404040404,2026-01-05,0.5280338192318684,0.5280338192318684,0.604040404040404,0.5660371116361362,False,reject,moderate_positive,weak_or_uncertain,0.1818181818181817,0.8181818181818181,0.4999999999999999,2025-12-04,1737.24,0.0031586180612899195,0.057590220620464594,0.010225391417751013,bull,0,True
2026-01-05,HPG,cart,2025-12-04,2026-01-05,20d,20,-0.0494505494505495,0.008074411403776,0.0575249608543255,116.32825417208036,2025-12-05,-0.0578068169086443,0,1,0.5934065934065934,-0.0494505494505495,0.008074411403776,0,1,0.5934065934065934,2026-01-05,0.6512596171051956,0.6512596171051956,0.5934065934065934,0.6223331052558945,True,moderate_positive,moderate_positive,moderate_positive,0.9090909090909092,0.7272727272727273,0.8181818181818181,2025-12-04,1737.24,0.0031586180612899195,0.057590220620464594,0.010225391417751013,bull,0,True
2026-01-05,MWG,cart,2025-12-04,2026-01-05,20d,20,0.0186480186480186,-0.0106372768275067,0.0292852954755254,157.042396987505,2025-12-05,0.0127226818155126,1,0,0.0172413793103448,0.0186480186480186,-0.0106372768275067,1,0,0.0172413793103448,2026-01-05,0.6112745688600271,0.6112745688600271,0.0172413793103448,0.3142579740851859,False,reject,reject,reject,0.7272727272727273,0.0,0.3636363636363636,2025-12-04,1737.24,0.0031586180612899195,0.057590220620464594,0.010225391417751013,bull,0,True
2026-01-05,ACB,lightgbm,2025-12-04,2026-01-05,20d,20,-0.0361445783132529,-0.0144360208801904,0.0217085574330625,60.06034223147311,2025-12-05,-0.042868034169563,0,0,0.0422626264920515,-0.0361445783132529,-0.0144360208801904,0,0,0.0422626264920515,2026-01-05,0.5892825665372544,0.5892825665372544,0.0422626264920515,0.3157725965146529,False,reject,reject,reject,0.6363636363636364,0.2727272727272727,0.4545454545454545,2025-12-04,1737.24,0.0031586180612899195,0.057590220620464594,0.010225391417751013,bull,0,True
2026-01-05,DGC,lightgbm,2025-12-04,2026-01-05,20d,20,-0.2952442435980202,-0.0146921404506828,0.2805521031473375,95.02373347854788,2025-12-05,-0.3022623991314672,0,1,0.8224850587549775,-0.2952442435980202,-0.0146921404506828,0,1,0.8224850587549775,2026-01-05,0.5885925005819994,0.5885925005819994,0.8224850587549775,0.7055387796684884,False,reject,strong_positive,weak_or_uncertain,0.5454545454545454,1.0,0.7727272727272727,2025-12-04,1737.24,0.0031586180612899195,0.057590220620464594,0.010225391417751013,bull,0,True
2026-01-05,HPG,lightgbm,2025-12-04,2026-01-05,20d,20,-0.0494505494505495,-0.019685855418445,0.0297646940321044,60.1908257093667,2025-12-05,-0.0578068169086443,0,0,0.2282062427578893,-0.0494505494505495,-0.019685855418445,0,0,0.2282062427578893,2026-01-05,0.575137875920262,0.575137875920262,0.2282062427578893,0.4016720593390757,False,reject,reject,reject,0.3636363636363636,0.5454545454545454,0.4545454545454545,2025-12-04,1737.24,0.0031586180612899195,0.057590220620464594,0.010225391417751013,bull,0,True
2026-01-05,MWG,lightgbm,2025-12-04,2026-01-05,20d,20,0.0186480186480186,-0.0851993055625828,0.1038473242106015,556.8812760793498,2025-12-05,0.0127226818155126,1,0,0.0393232373551852,0.0186480186480186,-0.0851993055625828,1,0,0.0393232373551852,2026-01-05,0.3986242207206293,0.3986242207206293,0.0393232373551852,0.2189737290379072,False,reject,reject,reject,0.0,0.1818181818181817,0.0909090909090908,2025-12-04,1737.24,0.0031586180612899195,0.057590220620464594,0.010225391417751013,bull,0,True
2026-01-05,ACB,xgboost,2025-12-04,2026-01-05,20d,20,-0.0361445783132529,-0.0172201115638017,0.0189244667494511,52.35769134014831,2025-12-05,-0.042868034169563,0,0,0.0851244032382965,-0.0361445783132529,-0.0172201115638017,0,0,0.0851244032382965,2026-01-05,0.5640299257083172,0.5640299257083172,0.0851244032382965,0.3245771644733068,False,reject,reject,reject,0.4545454545454546,0.3636363636363636,0.4090909090909091,2025-12-04,1737.24,0.0031586180612899195,0.057590220620464594,0.010225391417751013,bull,0,True
2026-01-05,DGC,xgboost,2025-12-04,2026-01-05,20d,20,-0.2952442435980202,0.0333957597613334,0.3286400033593537,111.31123145852162,2025-12-05,-0.3022623991314672,0,1,0.8141060471534729,-0.2952442435980202,0.0333957597613334,0,1,0.8141060471534729,2026-01-05,0.6992508690425471,0.6992508690425471,0.8141060471534729,0.7566784580980099,True,strong_positive,strong_positive,strong_positive,1.0,0.9090909090909092,0.9545454545454546,2025-12-04,1737.24,0.0031586180612899195,0.057590220620464594,0.010225391417751013,bull,0,True
2026-01-05,HPG,xgboost,2025-12-04,2026-01-05,20d,20,-0.0494505494505495,-0.0238338056951761,0.0256167437553733,51.80274848308832,2025-12-05,-0.0578068169086443,0,0,0.4663441479206085,-0.0494505494505495,-0.0238338056951761,0,0,0.4663441479206085,2026-01-05,0.5463613578074737,0.5463613578074737,0.4663441479206085,0.5063527528640411,False,reject,reject,reject,0.2727272727272727,0.6363636363636364,0.4545454545454545,2025-12-04,1737.24,0.0031586180612899195,0.057590220620464594,0.010225391417751013,bull,0,True
