symbol,asset_type,provider_used,chunks_attempted,chunks_succeeded,chunks_failed,total_rows,first_datetime,last_datetime,missing_start_gap,missing_end_gap,benchmark_candidate,normalized_cache_path,failure_reason
ACB,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/ACB.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
BID,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/BID.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
CTG,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/CTG.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
DGC,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/DGC.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
FPT,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/FPT.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
GAS,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/GAS.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
GVR,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/GVR.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
HDB,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/HDB.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
HPG,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/HPG.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
LPB,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/LPB.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
MBB,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/MBB.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
MSN,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/MSN.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
MWG,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/MWG.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
PLX,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/PLX.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
SAB,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/SAB.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
SHB,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/SHB.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
SSB,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/SSB.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
SSI,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/SSI.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
STB,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/STB.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
TCB,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/TCB.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
TPB,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/TPB.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
VCB,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/VCB.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
VHM,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/VHM.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
VIB,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/VIB.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
VIC,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/VIC.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
VJC,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/VJC.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
VNM,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/VNM.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
VPB,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/VPB.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
VPL,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/VPL.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
VRE,stock,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/VRE.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
VNINDEX,index,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/VNINDEX.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
VN30INDEX,index,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/VN30INDEX.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
VNXALL,index,,1,0,1,0,,,true,true,false,data/market_cache/vnstock_data/vn30/hourly/VNXALL.csv,required_start_probe_failed; full fetch not attempted for this symbol because full-history coverage cannot pass without required-start evidence
