date,target_date,ticker,model_name,prediction_date,horizon,horizon_days,current_close,target_close,actual_return,predicted_return,naive_predicted_return,absolute_error,absolute_error_naive,pct_error,pct_error_naive,predicted_direction,predicted_direction_naive,actual_direction,momentum_predicted_return,absolute_error_momentum,pct_error_momentum,predicted_direction_momentum
2026-01-05,2026-01-05,ACB,cart,2025-12-25,5d,5,24.0,24.0,0.0,0.0047567248722220545,0.0,0.0047567248722220545,0.0,,,1,0,0,0.0062893081761006275,0.0062893081761006275,,1
2026-01-06,2026-01-06,ACB,cart,2025-12-26,5d,5,23.9,24.0,0.004184100418409997,0.0047567248722220545,0.0,0.0005726244538120573,0.004184100418409997,13.685724446108313,100.0,1,0,1,0.0,0.004184100418409997,100.0,0
2026-01-07,2026-01-07,ACB,cart,2025-12-29,5d,5,24.0,24.65,0.027083333333333348,0.0047567248722220545,0.0,0.022326608461111293,0.027083333333333348,82.4367081641032,100.0,1,0,1,-0.012345679012345734,0.03942901234567908,145.58404558404575,-1
2026-01-08,2026-01-08,ACB,cart,2025-12-30,5d,5,24.1,24.55,0.018672199170124415,0.0047567248722220545,0.0,0.01391547429790236,0.018672199170124415,74.5250956843218,100.0,1,0,1,-0.004132231404958553,0.022804430575082968,122.13039485766699,-1
2026-01-09,2026-01-09,ACB,cart,2025-12-31,5d,5,24.0,24.55,0.022916666666666696,0.0047567248722220545,0.0,0.01815994179444464,0.022916666666666696,79.24338237575833,100.0,1,0,1,-0.012345679012345734,0.03526234567901243,153.87205387205404,-1
2026-01-12,2026-01-12,ACB,cart,2026-01-05,5d,5,24.0,25.5,0.0625,0.0047567248722220545,0.0,0.057743275127777945,0.0625,92.38924020444472,100.0,1,0,1,0.0,0.0625,100.0,0
2026-01-13,2026-01-13,ACB,cart,2026-01-06,5d,5,24.0,24.9,0.03749999999999987,0.0047567248722220545,0.0,0.03274327512777781,0.03749999999999987,87.31540034074115,100.0,1,0,1,0.004184100418409997,0.03331589958158987,88.84239888423997,1
2026-01-14,2026-01-14,ACB,cart,2026-01-07,5d,5,24.65,24.65,0.0,0.0047567248722220545,0.0,0.0047567248722220545,0.0,,,1,0,0,0.027083333333333348,0.027083333333333348,,1
2026-01-15,2026-01-15,ACB,cart,2026-01-08,5d,5,24.55,24.9,0.014256619144602745,0.0047567248722220545,0.0,0.00949989427238069,0.014256619144602745,66.63497268198505,100.0,1,0,1,0.018672199170124415,0.00441558002552167,30.972139893302238,1
2026-01-16,2026-01-16,ACB,cart,2026-01-09,5d,5,24.55,24.85,0.012219959266802416,0.0047567248722220545,0.0,0.0074632343945803615,0.012219959266802416,61.07413479564943,100.0,1,0,1,0.022916666666666696,0.01069670739986428,87.5347222222229,1
2026-01-19,2026-01-19,ACB,cart,2026-01-12,5d,5,25.5,25.1,-0.015686274509803866,0.0047567248722220545,0.0,0.02044299938202592,0.015686274509803866,130.3241210604157,100.0,1,0,-1,0.0625,0.07818627450980387,498.4375000000014,1
