model_name,bucket_family,signal_bucket,observations,coverage_ratio,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
cart,combined_signal,moderate_positive,4,0.023809523809523808,0.003272844824764125,0.0032268858466068,0.5,0.25,0.25,0.014492753623188406,0.6086956521739131
cart,combined_signal,reject,70,0.4166666666666667,0.011007942313242038,0.00259403808626595,0.5571428571428572,0.4,0.4,0.4057971014492754,0.9739130434782609
cart,combined_signal,strong_or_moderate_positive,28,0.16666666666666666,0.013514132509988385,0.0040435890397375,0.6785714285714286,0.39285714285714285,0.39285714285714285,0.15942028985507245,0.9565217391304348
cart,combined_signal,strong_positive,24,0.14285714285714285,0.015221013790859092,0.0040435890397375,0.7083333333333334,0.4166666666666667,0.4166666666666667,0.14492753623188406,1.0144927536231885
cart,combined_signal,weak_or_uncertain,70,0.4166666666666667,0.0014395741232465654,0.0035563186997094503,0.5142857142857142,0.42857142857142855,0.42857142857142855,0.43478260869565216,1.0434782608695652
cart,predicted_return_only,moderate_positive,10,0.05952380952380952,-0.01821983132518456,-0.00864055252289525,0.3,0.1,0.1,0.014492753623188406,0.24347826086956523
cart,predicted_return_only,reject,116,0.6904761904761905,0.008777393113193812,0.0033220825936652,0.5431034482758621,0.4224137931034483,0.4224137931034483,0.7101449275362319,1.0284857571214394
cart,predicted_return_only,strong_or_moderate_positive,46,0.27380952380952384,0.004062133681875526,0.00225549041214475,0.5869565217391305,0.34782608695652173,0.34782608695652173,0.2318840579710145,0.8468809073724007
cart,predicted_return_only,strong_positive,36,0.21428571428571427,0.010251568406058885,0.0040242060935049,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.21739130434782608,1.0144927536231885
cart,predicted_return_only,weak_or_uncertain,6,0.03571428571428571,0.007447685056186801,0.02627138245577035,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.057971014492753624,1.6231884057971013
cart,profit_probability_only,moderate_positive,0,0.0,,,,,,0.0,
cart,profit_probability_only,reject,92,0.5476190476190477,0.006174617881850188,0.0023370034542313503,0.532608695652174,0.3804347826086957,0.3804347826086957,0.5072463768115942,0.9262759924385634
cart,profit_probability_only,strong_or_moderate_positive,76,0.4523809523809524,0.008969171259258682,0.0058530875485546,0.5921052631578947,0.4473684210526316,0.4473684210526316,0.4927536231884058,1.0892448512585813
cart,profit_probability_only,strong_positive,76,0.4523809523809524,0.008969171259258682,0.0058530875485546,0.5921052631578947,0.4473684210526316,0.4473684210526316,0.4927536231884058,1.0892448512585813
cart,profit_probability_only,weak_or_uncertain,0,0.0,,,,,,0.0,
lightgbm,combined_signal,moderate_positive,17,0.10119047619047619,0.02072766913729033,0.0130560928433267,0.8235294117647058,0.5882352941176471,0.5882352941176471,0.14492753623188406,1.432225063938619
lightgbm,combined_signal,reject,93,0.5535714285714286,0.00393103899631651,0.0,0.46236559139784944,0.3763440860215054,0.3763440860215054,0.5072463768115942,0.9163160355306218
lightgbm,combined_signal,strong_or_moderate_positive,32,0.19047619047619047,0.014396649476958344,0.00863691740535485,0.6875,0.5,0.5,0.2318840579710145,1.2173913043478262
lightgbm,combined_signal,strong_positive,15,0.08928571428571429,0.007221493861915425,0.0018691588785046,0.5333333333333333,0.4,0.4,0.08695652173913043,0.9739130434782609
lightgbm,combined_signal,weak_or_uncertain,43,0.25595238095238093,0.009847498858459876,0.0071754729288975,0.6744186046511628,0.4186046511627907,0.4186046511627907,0.2608695652173913,1.0192113245702732
lightgbm,predicted_return_only,moderate_positive,30,0.17857142857142858,0.016446860622564556,0.0112469437652811,0.8,0.5,0.5,0.21739130434782608,1.2173913043478262
lightgbm,predicted_return_only,reject,101,0.6011904761904762,0.004259192470089939,0.0,0.46534653465346537,0.38613861386138615,0.38613861386138615,0.5652173913043478,0.9401635815755489
lightgbm,predicted_return_only,strong_or_moderate_positive,49,0.2916666666666667,0.013302172638313053,0.0072533849129592,0.7142857142857143,0.46938775510204084,0.46938775510204084,0.3333333333333333,1.142857142857143
lightgbm,predicted_return_only,strong_positive,19,0.1130952380952381,0.008336875821073847,0.00192030724916,0.5789473684210527,0.42105263157894735,0.42105263157894735,0.11594202898550725,1.0251716247139588
lightgbm,predicted_return_only,weak_or_uncertain,18,0.10714285714285714,0.009318720115414082,0.00811585848542115,0.6666666666666666,0.3888888888888889,0.3888888888888889,0.10144927536231885,0.9468599033816426
lightgbm,profit_probability_only,moderate_positive,7,0.041666666666666664,0.032892528316875634,0.040115202633203,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.057971014492753624,1.391304347826087
lightgbm,profit_probability_only,reject,125,0.7440476190476191,0.005534392716733446,0.0020833333333332,0.52,0.384,0.384,0.6956521739130435,0.9349565217391305
